reality,predict,mape
962.4,564.7954711914062,0.41
632.95,578.2128295898438,0.09
583.03,578.2128295898438,0.01
748.89,578.2128295898438,0.23
892.57,545.6525268554688,0.39
471.21,546.0825805664062,0.16
473.21,532.3597412109375,0.12
445.26,532.3597412109375,0.2
469.22,532.3597412109375,0.13
593.01,532.3597412109375,0.1
962.59,532.3597412109375,0.45
900.5,578.2128295898438,0.36
611.06,578.2128295898438,0.05
599.0,628.567626953125,0.05
960.4,657.9226684570312,0.31
1098.17,712.8987426757812,0.35
1068.22,730.4202270507812,0.32
872.72,757.3394775390625,0.13
557.07,785.9456176757812,0.41
551.08,721.4649658203125,0.31
720.88,674.3108520507812,0.06
1066.22,667.2626953125,0.37
1038.27,625.8407592773438,0.4
818.64,632.3272094726562,0.23
651.4,595.6478271484375,0.09
668.89,596.1461181640625,0.11
920.47,596.1461181640625,0.35
870.62,602.6455078125,0.31
515.75,601.9631958007812,0.17
489.18,591.8972778320312,0.21
495.17,615.5369262695312,0.24
467.29,607.0419921875,0.3
475.27,593.3819580078125,0.25
704.83,593.3819580078125,0.16
978.37,593.3819580078125,0.39
976.37,607.0419921875,0.38
603.0,610.1937866210938,0.01
640.93,655.629638671875,0.02
1084.19,686.9117431640625,0.37
1082.42,680.2054443359375,0.37
938.51,688.4498901367188,0.27
640.93,718.8318481445312,0.12
776.71,718.8318481445312,0.07
874.54,743.5184936523438,0.15
626.96,743.5184936523438,0.19
1054.24,735.7040405273438,0.3
1070.22,735.7040405273438,0.31
782.91,711.24169921875,0.09
648.92,726.6166381835938,0.12
616.97,677.1832275390625,0.1
601.0,677.1832275390625,0.13
946.42,677.1832275390625,0.28
912.48,661.9561767578125,0.27
523.13,663.3243408203125,0.27
463.23,663.3243408203125,0.43
459.55,661.9561767578125,0.44
461.23,661.9561767578125,0.44
686.86,645.3706665039062,0.06
946.42,677.1832275390625,0.28
965.95,757.3858032226562,0.22
786.69,751.3673706054688,0.04
641.11,798.0894775390625,0.24
816.64,798.0894775390625,0.02
1056.24,870.7780151367188,0.18
1066.22,880.8992919921875,0.17
1070.22,864.5880737304688,0.19
1012.31,872.7321166992188,0.14
710.82,912.7063598632812,0.28
635.02,933.6650390625,0.47
1048.46,889.572998046875,0.15
1116.14,886.369140625,0.21
978.37,799.5513305664062,0.18
640.93,761.575927734375,0.19
618.97,719.7671508789062,0.16
553.08,692.2775268554688,0.25
944.43,706.9837036132812,0.25
858.81,699.9097900390625,0.19
634.94,657.9226684570312,0.04
455.24,660.4058837890625,0.45
415.31,660.4058837890625,0.59
423.29,628.567626953125,0.48
956.41,628.567626953125,0.34
960.4,661.9561767578125,0.31
934.44,735.7040405273438,0.21
607.16,816.53466796875,0.34
836.61,862.6255493164062,0.03
1111.34,929.14697265625,0.16
1012.31,956.17724609375,0.06
690.85,976.5098266601562,0.41
870.55,1009.7066650390625,0.16
1092.36,1013.4749755859375,0.07
762.73,1002.1813354492188,0.31
642.93,997.37060546875,0.55
948.42,974.8197631835938,0.03
1108.15,926.598876953125,0.16
1110.15,877.7437744140625,0.21
1042.26,844.4886474609375,0.19
645.1,804.3905639648438,0.25
561.06,804.3905639648438,0.43
616.97,779.0259399414062,0.26
950.42,771.142578125,0.19
712.81,730.4202270507812,0.02
475.21,712.8987426757812,0.5
445.26,705.1820678710938,0.58
469.22,705.1820678710938,0.5
692.91,660.4058837890625,0.05
964.59,705.1820678710938,0.27
996.34,737.5542602539062,0.26
950.42,808.5222778320312,0.15
988.35,841.3067016601562,0.15
1082.2,894.0325317382812,0.17
1076.21,885.837890625,0.18
968.39,925.863525390625,0.04
633.02,901.2211303710938,0.42
750.88,925.863525390625,0.23
1116.14,920.8864135742188,0.17
1245.84,913.6754760742188,0.27
1241.93,915.6976318359375,0.26
1225.96,864.5880737304688,0.29
1070.42,785.9456176757812,0.27
820.17,738.1864013671875,0.1
1186.02,714.6930541992188,0.4
916.47,721.4649658203125,0.21
561.06,706.9837036132812,0.26
708.82,706.9837036132812,0.0
914.48,699.9097900390625,0.23
485.25,659.7157592773438,0.36
447.32,657.9226684570312,0.47
581.03,657.9226684570312,0.13
950.42,666.7163696289062,0.3
850.58,657.9226684570312,0.23
551.08,705.1820678710938,0.28
559.07,737.5542602539062,0.32
910.48,786.2701416015625,0.14
1072.21,901.2211303710938,0.16
1078.5,925.863525390625,0.14
1014.31,939.1561279296875,0.07
604.99,937.4279174804688,0.55
856.57,920.4146728515625,0.07
1014.31,859.6461791992188,0.15
1028.29,854.7134399414062,0.17
1000.33,799.5513305664062,0.2
782.78,806.4978637695312,0.03
629.04,779.0259399414062,0.24
940.43,717.975830078125,0.24
1048.25,725.6784057617188,0.31
974.38,730.4202270507812,0.25
878.48,699.3052368164062,0.2
549.18,695.0368041992188,0.27
499.17,695.0368041992188,0.39
487.19,712.8987426757812,0.46
471.68,672.3865966796875,0.43
465.22,657.9226684570312,0.41
684.86,657.9226684570312,0.04
974.38,647.1705932617188,0.34
968.39,695.0368041992188,0.28
627.13,696.1981201171875,0.11
593.01,743.5184936523438,0.25
812.65,740.446044921875,0.09
1102.16,740.446044921875,0.33
1082.2,740.446044921875,0.32
1080.2,774.564697265625,0.28
646.92,777.740478515625,0.2
583.03,798.3692016601562,0.37
786.91,699.3421020507812,0.11
1070.22,663.3243408203125,0.38
1050.25,662.2163696289062,0.37
836.61,660.6132202148438,0.21
604.99,595.8040161132812,0.02
557.07,579.0585327148438,0.04
603.0,579.0585327148438,0.04
976.37,595.8040161132812,0.39
657.09,578.2128295898438,0.12
467.22,629.9594116210938,0.35
413.31,629.9594116210938,0.52
401.33,629.9594116210938,0.57
415.31,629.9594116210938,0.52
746.76,629.9594116210938,0.16
948.36,611.5512084960938,0.36
746.76,595.8040161132812,0.2
611.06,594.5769653320312,0.03
599.0,594.5769653320312,0.01
960.4,576.3086547851562,0.4
956.41,560.9692993164062,0.41
658.9,588.45556640625,0.11
623.05,593.3819580078125,0.05
583.1,588.45556640625,0.01
569.05,576.3086547851562,0.01
982.36,545.6525268554688,0.44
1154.08,560.9692993164062,0.51
1080.2,576.3086547851562,0.47
886.52,588.45556640625,0.34
658.9,576.3086547851562,0.13
668.89,588.45556640625,0.12
920.47,588.45556640625,0.36
870.62,590.6902465820312,0.32
515.75,560.6174926757812,0.09
475.21,578.2128295898438,0.22
475.21,610.1937866210938,0.28
469.22,643.8464965820312,0.37
467.22,660.6132202148438,0.41
503.23,670.300048828125,0.33
471.21,629.9594116210938,0.34
954.41,645.3706665039062,0.32
1068.3,645.3706665039062,0.4
822.63,646.8809814453125,0.21
814.64,646.8809814453125,0.21
1150.08,678.5756225585938,0.41
1112.15,728.1065673828125,0.35
1081.52,760.9395751953125,0.3
1028.29,760.9395751953125,0.26
599.0,772.6378173828125,0.29
636.04,686.4955444335938,0.08
1096.48,631.3535766601562,0.42
1044.26,588.45556640625,0.44
722.06,576.3086547851562,0.2
627.68,576.3086547851562,0.08
638.94,599.3087768554688,0.06
894.59,588.45556640625,0.34
848.59,588.45556640625,0.31
487.19,575.5404663085938,0.18
467.22,560.9692993164062,0.2
461.23,560.9692993164062,0.22
453.31,545.6525268554688,0.2
469.22,560.9692993164062,0.2
539.1,560.9692993164062,0.04
962.4,560.9692993164062,0.42
968.46,576.3086547851562,0.4
618.97,560.9692993164062,0.09
585.02,576.3086547851562,0.01
660.9,578.2128295898438,0.13
1114.37,593.3819580078125,0.47
1136.11,607.0419921875,0.47
748.75,640.4658813476562,0.14
595.01,627.4124145507812,0.05
1044.26,657.9226684570312,0.37
1068.3,706.9837036132812,0.34
1000.33,659.7157592773438,0.34
644.93,659.7157592773438,0.02
631.01,652.2017822265625,0.03
595.01,635.7686767578125,0.07
581.03,626.1591796875,0.08
702.83,591.8972778320312,0.16
996.29,591.8972778320312,0.41
521.13,546.0825805664062,0.05
489.18,546.0825805664062,0.12
483.27,532.80078125,0.1
471.21,473.8796691894531,0.01
483.19,476.43206787109375,0.01
591.08,458.5757751464844,0.22
984.36,486.5495910644531,0.51
942.43,545.6525268554688,0.42
934.44,627.4124145507812,0.33
700.83,712.8987426757812,0.02
810.65,695.2085571289062,0.14
1244.18,725.6784057617188,0.42
1223.96,733.4140625,0.4
1108.23,779.0259399414062,0.3
854.58,779.0259399414062,0.09
604.99,776.2728271484375,0.28
798.67,773.0059204101562,0.03
1098.17,773.0059204101562,0.3
1054.24,740.2114868164062,0.3
806.8,709.5457153320312,0.12
620.97,673.8930053710938,0.09
627.04,643.2568969726562,0.03
563.06,643.2568969726562,0.14
537.1,608.4944458007812,0.13
658.9,601.9631958007812,0.09
924.46,591.8972778320312,0.36
646.91,601.9631958007812,0.07
487.19,593.3819580078125,0.22
457.24,560.9692993164062,0.23
571.05,545.6525268554688,0.04
950.46,607.0419921875,0.36
914.48,649.0972290039062,0.29
862.56,680.9828491210938,0.21
806.81,737.5542602539062,0.09
1062.23,779.0259399414062,0.27
1090.18,804.3905639648438,0.26
852.65,841.3067016601562,0.01
593.01,841.3067016601562,0.42
579.03,836.444091796875,0.44
828.62,796.4491577148438,0.04
1158.07,804.3905639648438,0.31
1150.08,779.0259399414062,0.32
728.91,752.2276000976562,0.03
1084.19,714.6930541992188,0.34
1170.05,712.8987426757812,0.39
656.98,680.2054443359375,0.04
612.98,672.3865966796875,0.1
966.39,640.4658813476562,0.34
798.67,643.8464965820312,0.19
463.23,628.567626953125,0.36
455.31,628.567626953125,0.38
415.31,615.1510620117188,0.48
395.34,628.567626953125,0.59
735.94,628.567626953125,0.15
941.05,643.8464965820312,0.32
912.48,645.3706665039062,0.29
555.07,660.4058837890625,0.19
634.7,712.8987426757812,0.12
862.56,745.3658447265625,0.14
1152.08,786.2701416015625,0.32
1119.45,779.0259399414062,0.3
1116.14,804.3905639648438,0.28
1072.21,806.4978637695312,0.25
1096.17,785.9456176757812,0.28
994.54,727.4515991210938,0.27
1182.03,670.300048828125,0.43
1094.18,660.6132202148438,0.4
1104.16,655.629638671875,0.41
756.74,621.5814819335938,0.18
660.98,607.0419921875,0.08
882.53,583.4352416992188,0.34
710.82,561.3383178710938,0.21
505.23,512.31494140625,0.01
457.24,512.31494140625,0.12
463.23,527.4776000976562,0.14
461.23,527.4776000976562,0.14
457.24,527.4776000976562,0.15
463.23,527.4776000976562,0.14
890.58,576.3086547851562,0.35
858.57,576.3086547851562,0.33
543.17,560.9692993164062,0.03
545.09,610.1937866210938,0.12
624.96,610.1937866210938,0.02
1050.25,595.8040161132812,0.43
936.44,646.8809814453125,0.31
577.04,678.5756225585938,0.18
507.15,678.5756225585938,0.34
754.92,688.4498901367188,0.09
786.91,692.8504638671875,0.12
1070.22,725.1966552734375,0.32
1050.25,718.8318481445312,0.32
836.61,677.1832275390625,0.19
604.99,661.9561767578125,0.09
557.07,677.1832275390625,0.22
603.0,661.9561767578125,0.1
976.37,648.6345825195312,0.34
657.09,663.3243408203125,0.01
441.26,663.3243408203125,0.5
449.25,649.8939819335938,0.45
449.25,649.8939819335938,0.45
463.23,663.3243408203125,0.43
626.96,617.8450927734375,0.01
553.16,649.8939819335938,0.17
994.34,697.872802734375,0.3
812.65,712.7410278320312,0.12
820.63,743.9141845703125,0.09
1116.14,728.7085571289062,0.35
1098.17,812.6092529296875,0.26
1010.52,858.4147338867188,0.15
956.48,889.9230346679688,0.07
1020.3,866.5808715820312,0.15
1042.26,866.5808715820312,0.17
1038.27,835.8431396484375,0.19
808.65,812.7579956054688,0.01
640.93,798.3933715820312,0.25
672.88,749.5,0.11
1044.31,749.5,0.28
980.37,749.5,0.24
904.56,725.1966552734375,0.2
696.84,725.1966552734375,0.04
474.56,711.24169921875,0.5
423.29,711.24169921875,0.68
479.27,711.24169921875,0.48
936.44,711.24169921875,0.24
948.36,711.24169921875,0.25
882.6,725.1966552734375,0.18
746.76,725.1966552734375,0.03
948.42,741.89013671875,0.22
606.99,741.89013671875,0.22
938.44,764.3109741210938,0.19
820.63,835.8431396484375,0.02
1050.25,828.75,0.21
1152.31,850.272216796875,0.26
1110.15,903.1004028320312,0.19
1076.21,965.4832153320312,0.1
1098.25,1003.0269775390625,0.09
720.8,980.1521606445312,0.36
872.55,963.3171997070312,0.1
1156.07,925.5890502929688,0.2
1096.17,910.5303344726562,0.17
625.05,865.7814331054688,0.39
636.94,819.8868408203125,0.29
734.78,811.811279296875,0.1
1058.31,803.7385864257812,0.24
962.4,792.6375122070312,0.18
503.16,792.6375122070312,0.58
481.2,792.6375122070312,0.65
455.24,745.4967651367188,0.64
489.26,745.4967651367188,0.52
573.44,745.4967651367188,0.3
1042.26,794.3270263671875,0.24
1076.21,873.1683959960938,0.19
1098.44,942.283447265625,0.14
1110.15,1010.4425659179688,0.09
1158.3,1043.745849609375,0.1
1205.99,1106.177978515625,0.08
1178.04,1057.3642578125,0.1
1168.05,1072.432373046875,0.08
1110.23,1089.61376953125,0.02
1116.14,1093.0933837890625,0.02
1142.1,1123.43701171875,0.02
1144.09,1067.357177734375,0.07
650.92,1008.8056030273438,0.55
1018.3,974.963134765625,0.04
1074.29,967.6231689453125,0.1
1004.33,836.1080322265625,0.17
784.69,857.6002197265625,0.09
585.02,827.9850463867188,0.42
876.71,819.8868408203125,0.06
483.19,827.9850463867188,0.71
591.08,827.9850463867188,0.4
984.36,811.811279296875,0.18
942.43,811.811279296875,0.14
934.44,803.7385864257812,0.14
1110.15,749.7891845703125,0.32
1098.17,735.0049438476562,0.33
1130.7,725.1966552734375,0.36
1223.96,725.1966552734375,0.41
1108.23,678.5756225585938,0.39
854.58,728.1065673828125,0.15
999.24,678.5756225585938,0.32
1050.25,617.8450927734375,0.41
1084.41,649.8939819335938,0.4
644.93,712.7410278320312,0.11
1014.31,663.3243408203125,0.35
631.01,663.3243408203125,0.05
658.9,663.3243408203125,0.01
595.01,678.5756225585938,0.14
722.8,645.3706665039062,0.11
1094.18,688.4498901367188,0.37
984.36,645.3706665039062,0.34
926.54,660.6132202148438,0.29
672.88,645.3706665039062,0.04
495.17,660.6132202148438,0.33
479.27,660.6132202148438,0.38
477.2,677.1832275390625,0.42
475.21,688.4498901367188,0.45
531.11,695.2430419921875,0.31
1026.29,621.5814819335938,0.39
1000.33,610.1937866210938,0.39
976.46,621.5814819335938,0.36
642.93,621.5814819335938,0.03
655.0,655.629638671875,0.0
1088.19,655.629638671875,0.4
1088.19,628.567626953125,0.42
802.66,655.629638671875,0.18
632.95,670.4258422851562,0.06
660.9,655.629638671875,0.01
1000.33,655.629638671875,0.34
1250.01,662.7879638671875,0.47
1135.54,670.300048828125,0.41
1082.2,645.3706665039062,0.4
718.8,645.3706665039062,0.1
692.29,610.1937866210938,0.12
726.79,610.1937866210938,0.16
984.44,590.6902465820312,0.4
804.66,594.5769653320312,0.26
511.22,594.5769653320312,0.16
475.21,593.3819580078125,0.25
413.31,560.6174926757812,0.36
443.26,578.2128295898438,0.3
726.79,594.5769653320312,0.18
942.43,576.461669921875,0.39
892.51,610.1937866210938,0.32
589.09,594.5769653320312,0.01
608.99,594.5769653320312,0.02
639.03,610.1937866210938,0.05
1002.33,610.1937866210938,0.39
1024.29,594.5769653320312,0.42
610.98,594.5769653320312,0.03
593.01,610.1937866210938,0.03
1004.33,595.8040161132812,0.41
984.44,594.5769653320312,0.4
654.91,595.8040161132812,0.09
674.98,594.5769653320312,0.12
1034.28,594.5769653320312,0.43
1102.16,594.5769653320312,0.46
872.55,594.5769653320312,0.32
547.09,655.629638671875,0.2
495.17,643.8464965820312,0.3
505.16,594.5769653320312,0.18
662.52,610.1937866210938,0.08
948.42,610.1937866210938,0.36
523.13,610.1937866210938,0.17
469.93,662.7879638671875,0.41
509.15,655.629638671875,0.29
988.35,660.6132202148438,0.33
950.49,660.6132202148438,0.3
880.53,660.6132202148438,0.25
643.03,688.4498901367188,0.07
624.96,678.5756225585938,0.09
1050.25,663.3243408203125,0.37
936.44,663.3243408203125,0.29
577.04,678.5756225585938,0.18
740.77,740.8367919921875,0.0
704.23,765.8397216796875,0.09
1046.26,797.6644287109375,0.24
994.34,803.7385864257812,0.19
630.95,803.7385864257812,0.27
617.47,797.6644287109375,0.29
652.91,743.9141845703125,0.14
563.14,743.9141845703125,0.32
810.8,728.1065673828125,0.1
964.39,728.1065673828125,0.25
772.71,728.1065673828125,0.06
441.26,712.7410278320312,0.62
449.25,728.1065673828125,0.62
449.25,699.3421020507812,0.56
463.23,712.7410278320312,0.54
626.96,712.7410278320312,0.14
970.65,745.4967651367188,0.23
958.4,794.3270263671875,0.17
994.34,870.3648681640625,0.12
994.34,955.8895874023438,0.04
812.65,1018.0236206054688,0.25
820.63,993.8408813476562,0.21
1116.14,1018.0236206054688,0.09
1234.2,1004.4669799804688,0.19
1223.96,993.8408813476562,0.19
1239.93,993.8408813476562,0.2
1259.9,942.8680419921875,0.25
1281.95,852.1263427734375,0.34
1215.97,829.6279907226562,0.32
954.41,764.0341186523438,0.2
746.76,702.9904174804688,0.06
702.83,670.300048828125,0.05
1010.51,621.5814819335938,0.38
980.37,594.5769653320312,0.39
557.07,607.0419921875,0.09
507.15,593.3819580078125,0.17
485.25,578.199462890625,0.19
485.19,594.5769653320312,0.23
487.19,545.2738647460938,0.12
543.09,545.2738647460938,0.0
1018.3,496.2063293457031,0.51
1004.52,464.0728454589844,0.54
1021.18,464.0728454589844,0.55
681.69,498.0431823730469,0.27
936.44,532.80078125,0.43
1166.15,578.3389892578125,0.5
1106.16,657.9226684570312,0.41
991.44,722.9959106445312,0.27
676.87,715.9464111328125,0.06
676.87,788.5346069335938,0.16
1005.46,778.3455200195312,0.23
1281.95,778.3455200195312,0.39
1194.01,737.5542602539062,0.38
1064.23,680.2054443359375,0.36
712.81,655.629638671875,0.08
708.93,640.4658813476562,0.1
1098.17,649.0972290039062,0.41
956.41,593.3819580078125,0.38
790.68,578.199462890625,0.27
483.19,564.7954711914062,0.17
461.29,564.7954711914062,0.22
399.33,549.5551147460938,0.38
429.28,549.5551147460938,0.28
946.62,564.7954711914062,0.4
880.53,564.4267578125,0.36
944.43,615.1510620117188,0.35
972.38,646.1149291992188,0.34
656.91,715.9464111328125,0.09
952.41,763.2874755859375,0.2
1114.23,781.6306762695312,0.3
1064.23,776.8695068359375,0.27
770.72,821.4292602539062,0.07
816.79,788.5346069335938,0.03
838.6,833.260009765625,0.01
858.57,833.260009765625,0.03
892.51,788.5346069335938,0.12
910.48,786.2701416015625,0.14
889.1,738.1864013671875,0.17
882.69,714.6930541992188,0.19
858.65,706.9837036132812,0.18
818.64,657.9226684570312,0.2
761.66,660.4058837890625,0.13
726.79,627.4124145507812,0.14
708.82,627.4124145507812,0.11
708.82,627.4124145507812,0.11
686.86,628.567626953125,0.08
700.89,627.4124145507812,0.1
728.92,614.018310546875,0.16
766.72,627.4124145507812,0.18
776.71,657.9226684570312,0.15
822.63,717.975830078125,0.13
866.56,771.142578125,0.11
876.54,844.4886474609375,0.04
896.51,839.6096801757812,0.06
892.51,839.6096801757812,0.06
880.78,839.6096801757812,0.05
834.61,806.4978637695312,0.03
822.63,804.3905639648438,0.02
852.58,785.9456176757812,0.08
850.58,785.9456176757812,0.08
890.52,745.0098266601562,0.16
890.52,745.0098266601562,0.16
852.58,714.6930541992188,0.16
864.71,706.9837036132812,0.18
780.77,706.9837036132812,0.09
740.77,672.3865966796875,0.09
728.79,666.7163696289062,0.09
708.82,660.4058837890625,0.07
704.36,660.4058837890625,0.06
686.99,645.3706665039062,0.06
686.86,645.3706665039062,0.06
720.8,645.3706665039062,0.1
730.2,589.0550537109375,0.19
776.71,578.199462890625,0.26
804.66,578.3389892578125,0.28
796.67,578.3389892578125,0.27
832.61,649.0972290039062,0.22
852.74,636.2744140625,0.25
840.6,625.8407592773438,0.26
816.64,623.0441284179688,0.24
790.76,625.8407592773438,0.21
808.65,583.364013671875,0.28
824.63,583.364013671875,0.29
832.61,554.4702758789062,0.33
858.57,554.4702758789062,0.35
890.68,546.794189453125,0.39
858.57,546.794189453125,0.36
828.62,500.3514099121094,0.4
792.68,489.14703369140625,0.38
740.83,476.43206787109375,0.36
716.81,518.1807861328125,0.28
686.86,561.6841430664062,0.18
664.89,533.2297973632812,0.2
666.89,533.2297973632812,0.2
675.01,532.80078125,0.21
702.83,546.0825805664062,0.22
714.81,546.4652709960938,0.24
772.79,578.3148803710938,0.25
606.99,591.8972778320312,0.02
545.8,591.8972778320312,0.08
559.15,642.8115234375,0.15
549.08,601.9631958007812,0.1
659.09,649.8364868164062,0.01
824.7,636.2744140625,0.23
786.69,661.4102172851562,0.16
790.68,642.8115234375,0.19
828.62,636.2744140625,0.23
850.58,596.1461181640625,0.3
585.11,546.4652709960938,0.07
581.03,513.33837890625,0.12
624.96,500.3514099121094,0.2
579.03,500.3514099121094,0.14
513.22,490.1073913574219,0.05
720.8,464.50958251953125,0.36
680.87,459.7436218261719,0.32
465.22,461.4747619628906,0.01
421.3,467.4792785644531,0.11
379.42,461.4747619628906,0.22
379.37,461.4747619628906,0.22
595.01,457.94622802734375,0.23
722.8,464.0728454589844,0.36
758.8,460.7615051269531,0.39
547.09,489.14703369140625,0.11
565.06,561.3383178710938,0.01
636.94,546.0825805664062,0.14
906.49,575.5404663085938,0.37
890.69,572.0429077148438,0.36
868.55,538.9122314453125,0.38
840.6,521.4871826171875,0.38
850.74,473.2625427246094,0.44
890.52,493.9635925292969,0.45
910.57,492.58251953125,0.46
916.64,481.2250671386719,0.48
925.17,481.2250671386719,0.48
924.46,481.2250671386719,0.48
910.48,473.2625427246094,0.48
830.62,481.9208984375,0.42
758.81,500.0055847167969,0.34
672.88,473.2625427246094,0.3
652.91,487.4737243652344,0.25
652.91,498.7594299316406,0.24
647.04,498.7594299316406,0.23
668.89,498.7594299316406,0.25
690.85,498.7594299316406,0.28
754.74,509.4881286621094,0.32
758.74,496.2063293457031,0.35
