reality,predict,mape,accurary
573.04,639.5457499,0.116057779,0.88
511.15,580.6283471,0.135925554,0.86
437.27,508.2257324,0.162269839,0.84
399.33,508.2257324,0.272696097,0.73
367.39,439.3277445,0.195807574,0.8
375.37,467.5331271,0.245526087,0.75
367.85,406.2244185,0.104320833,0.9
369.38,294.9770954,0.201426457,0.8
419.35,375.8099584,0.103827451,0.9
435.27,439.3277445,0.009322362,0.99
499.17,508.2257324,0.01814158,0.98
928.82,596.8525452,0.357407738,0.64
770.72,627.361407,0.186006063,0.81
587.87,697.0431456,0.185709673,0.81
668.89,705.1078652,0.05414622,0.95
652.91,798.4200776,0.222863913,0.78
622.96,838.5182305,0.346022587,0.65
591.01,862.7488034,0.45978715,0.54
613.07,873.3962619,0.424627305,0.58
608.99,845.8492925,0.388937901,0.61
878.54,789.6636001,0.101163749,0.9
976.46,765.4492222,0.216097718,0.78
678.87,782.2169231,0.152233746,0.85
670.88,764.3390026,0.139308077,0.86
555.07,713.0478492,0.284608877,0.72
962.4,696.0861438,0.276718471,0.72
537.18,603.1885238,0.122879712,0.88
505.16,542.6440881,0.074202407,0.93
411.31,553.390468,0.345434023,0.65
405.32,526.9145346,0.299996385,0.7
405.32,542.6440881,0.338804125,0.66
419.36,542.6440881,0.293981515,0.71
427.29,526.9145346,0.233154379,0.77
421.3,542.6440881,0.288022996,0.71
517.14,651.1984846,0.259230546,0.74
571.12,710.0626392,0.24328099,0.76
745.26,865.9175502,0.161899941,0.84
988.35,889.3560592,0.100160814,0.9
656.99,970.7242895,0.477532823,0.52
714.81,887.01758,0.240913781,0.76
682.86,824.2331976,0.207031013,0.79
670.75,819.0278134,0.221062711,0.78
676.87,772.9508807,0.141948795,0.86
694.84,740.6370653,0.065910232,0.93
626.96,603.2614888,0.03779908,0.96
1010.32,543.7996385,0.461755049,0.54
820.63,524.2113044,0.3612087,0.64
642.93,471.9263367,0.265975555,0.73
654.99,450.9504869,0.311515463,0.69
575.12,464.4123472,0.192494876,0.81
447.25,478.5245241,0.06992627,0.93
413.31,478.5245241,0.157785982,0.84
407.32,478.5245241,0.174812246,0.83
379.37,478.5245241,0.261366276,0.74
373.38,499.1313936,0.336791991,0.66
393.34,478.5245241,0.216567153,0.78
399.33,491.1842465,0.230020901,0.77
429.28,505.8471726,0.178361844,0.82
471.35,499.1313936,0.058940052,0.94
471.21,514.0315595,0.090875744,0.91
509.15,514.0315595,0.009587665,0.99
561.06,514.0315595,0.083820697,0.92
543.09,543.8007589,0.001308731,1
557.07,627.361407,0.126180564,0.87
535.11,680.1902756,0.27112234,0.73
531.11,659.1826493,0.241141476,0.76
1000.33,714.3678723,0.285867791,0.71
710.57,659.1826493,0.072318492,0.93
704.83,659.1826493,0.064763632,0.94
616.97,639.5457499,0.036591325,0.96
668.89,592.1269571,0.114761834,0.89
658.9,532.9338573,0.191176419,0.81
639.33,517.485773,0.190581119,0.81
585.1,481.4900155,0.177080814,0.82
810.65,481.4900155,0.406044513,0.59
583.09,481.4900155,0.174244087,0.83
483.19,436.3667082,0.096904513,0.9
469.22,406.2244185,0.13425596,0.87
441.26,423.7178032,0.039754786,0.96
455.24,432.3045268,0.050381059,0.95
483.19,432.3045268,0.10531152,0.89
780.85,436.3667082,0.44116449,0.56
758.74,491.0253163,0.352841136,0.65
553.08,604.1265249,0.092295011,0.91
579.03,651.1984846,0.124636866,0.88
595.01,772.9508807,0.299055278,0.7
535.18,811.4034014,0.516131771,0.48
513.14,840.8173109,0.638572925,0.36
519.13,824.2331976,0.58772022,0.41
505.23,840.8173109,0.664226809,0.34
880.53,795.2867608,0.096809012,0.9
756.74,754.5642253,0.002875195,1
754.74,697.3565723,0.076030723,0.92
740.77,638.6299978,0.137883557,0.86
744.76,591.279103,0.206081015,0.79
720.89,600.6283248,0.166823892,0.83
628.95,591.279103,0.059894899,0.94
585.61,560.0344033,0.043673429,0.96
507.15,591.0651482,0.165464159,0.83
449.25,591.0651482,0.315670892,0.68
415.31,581.8647842,0.401037259,0.6
385.36,571.4527269,0.482906184,0.52
385.42,515.8648361,0.33844854,0.66
403.05,515.8648361,0.279902831,0.72
437.27,515.8648361,0.179739831,0.82
449.25,562.3540828,0.25176201,0.75
535.11,551.9745882,0.031516115,0.97
535.11,562.3540828,0.050913051,0.95
579.03,584.3362067,0.009163958,0.99
654.91,572.9888865,0.12508759,0.87
1088.19,614.2052802,0.435571656,0.56
780.83,614.2052802,0.213394362,0.79
587.02,670.2142285,0.141722988,0.86
579.11,647.9360088,0.118847902,0.88
595.01,502.3080647,0.155798953,0.84
636.94,490.3222275,0.23019087,0.77
700.83,490.3222275,0.300369237,0.7
960.4,459.476619,0.521577864,0.48
854.58,385.5518179,0.548840579,0.45
649.01,397.9848047,0.386781706,0.61
636.94,406.0500441,0.362498753,0.64
575.04,399.7295764,0.304866485,0.7
549.08,399.7295764,0.272001209,0.73
581.03,392.3516785,0.324730774,0.68
650.98,300.7843129,0.53795153,0.46
419.3,149.5269327,0.643389142,0.36
427.29,153.9906393,0.639610945,0.36
427.29,156.4821408,0.633780007,0.37
439.3,145.6730439,0.668397351,0.33
467.22,151.9462134,0.674786581,0.33
551.08,462.5082841,0.16072388,0.84
503.16,602.3869814,0.197207611,0.8
505.16,722.9581822,0.431146928,0.57
533.11,801.0843477,0.502662392,0.5
649.02,878.6064745,0.353743297,0.65
650.92,964.9995841,0.482516414,0.52
652.91,1157.590097,0.772970389,0.23
640.93,1101.509495,0.718611229,0.28
622.96,1206.492589,0.936709562,0.06
620.97,1373.510639,1.21187922,0
630.95,1373.510639,1.176893001,0
618.97,1126.265818,0.819580623,0.18
630.95,973.8077801,0.543399287,0.46
639.11,741.008266,0.159437759,0.84
