power,temperature,humidity,speed
531.11,0.35 ,0.59 ,0.33 
1000.33,0.39 ,0.54 ,0.42 
710.57,0.35 ,0.59 ,0.33 
704.83,0.35 ,0.59 ,0.33 
616.97,0.30 ,0.59 ,0.42 
668.89,0.26 ,0.65 ,0.42 
658.9,0.22 ,0.71 ,0.33 
639.33,0.22 ,0.71 ,0.25 
585.1,0.17 ,0.77 ,0.33 
810.65,0.17 ,0.77 ,0.33 
583.09,0.17 ,0.77 ,0.33 
483.19,0.13 ,0.85 ,0.33 
469.22,0.13 ,0.85 ,0.17 
441.26,0.13 ,0.85 ,0.25 
455.24,0.13 ,0.77 ,0.25 
483.19,0.13 ,0.77 ,0.25 
780.85,0.13 ,0.85 ,0.33 
758.74,0.17 ,0.77 ,0.42 
553.08,0.26 ,0.59 ,0.42 
579.03,0.30 ,0.54 ,0.42 
595.01,0.39 ,0.40 ,0.50 
535.18,0.43 ,0.36 ,0.50 
513.14,0.48 ,0.36 ,0.50 
519.13,0.43 ,0.36 ,0.58 
505.23,0.48 ,0.36 ,0.50 
880.53,0.43 ,0.40 ,0.50 
756.74,0.39 ,0.45 ,0.50 
754.74,0.35 ,0.54 ,0.50 
740.77,0.30 ,0.65 ,0.50 
744.76,0.26 ,0.72 ,0.50 
720.89,0.26 ,0.72 ,0.58 
628.95,0.26 ,0.72 ,0.50 
585.61,0.26 ,0.78 ,0.33 
507.15,0.26 ,0.78 ,0.58 
449.25,0.26 ,0.78 ,0.58 
415.31,0.26 ,0.78 ,0.50 
385.36,0.26 ,0.85 ,0.50 
385.42,0.22 ,0.92 ,0.42 
403.05,0.22 ,0.92 ,0.42 
437.27,0.22 ,0.92 ,0.42 
449.25,0.26 ,0.92 ,0.50 
535.11,0.26 ,0.92 ,0.42 
535.11,0.26 ,0.92 ,0.50 
579.03,0.30 ,0.92 ,0.42 
654.91,0.30 ,0.92 ,0.33 
1088.19,0.35 ,0.92 ,0.42 
780.83,0.35 ,0.92 ,0.42 
587.02,0.43 ,0.85 ,0.42 
579.11,0.30 ,0.85 ,1.00 
595.01,0.17 ,0.92 ,0.75 
636.94,0.17 ,0.85 ,0.50 
700.83,0.17 ,0.85 ,0.50 
960.4,0.13 ,0.92 ,0.67 
854.58,0.09 ,0.92 ,0.50 
649.01,0.09 ,0.85 ,0.58 
636.94,0.09 ,0.77 ,0.58 
575.04,0.09 ,0.77 ,0.50 
549.08,0.09 ,0.77 ,0.50 
581.03,0.09 ,0.77 ,0.42 
650.98,0.04 ,0.85 ,0.42 
419.3,0.00 ,0.92 ,0.25 
427.29,0.00 ,0.92 ,0.33 
427.29,0.00 ,0.85 ,0.33 
439.3,0.00 ,0.85 ,0.17 
467.22,0.00 ,0.85 ,0.25 
551.08,0.13 ,0.64 ,0.33 
503.16,0.22 ,0.47 ,0.50 
505.16,0.30 ,0.38 ,0.58 
533.11,0.39 ,0.36 ,0.58 
649.02,0.43 ,0.28 ,0.67 
650.92,0.48 ,0.21 ,0.67 
652.91,0.57 ,0.13 ,0.83 
640.93,0.57 ,0.15 ,0.67 
622.96,0.57 ,0.10 ,0.75 
620.97,0.57 ,0.05 ,0.67 
630.95,0.57 ,0.05 ,0.67 
618.97,0.52 ,0.09 ,0.42 
630.95,0.43 ,0.12 ,0.33 
639.11,0.35 ,0.23 ,0.17 
644.93,0.30 ,0.31 ,0.17 
583.03,0.26 ,0.38 ,0.17 
521.13,0.26 ,0.38 ,0.08 
946.42,0.17 ,0.47 ,0.17 
604.99,0.17 ,0.47 ,0.25 
483.19,0.13 ,0.59 ,0.25 
483.19,0.13 ,0.59 ,0.25 
491.25,0.09 ,0.64 ,0.25 
533.11,0.09 ,0.71 ,0.17 
483.26,0.17 ,0.71 ,0.25 
1016.31,0.30 ,0.54 ,0.25 
648.92,0.48 ,0.28 ,0.33 
708.82,0.52 ,0.24 ,0.42 
1134.11,0.61 ,0.15 ,0.50 
978.55,0.65 ,0.10 ,0.50 
700.94,0.70 ,0.09 ,0.50 
608.99,0.65 ,0.17 ,0.58 
581.11,0.70 ,0.09 ,0.67 
812.65,0.70 ,0.14 ,0.67 
1096.17,0.65 ,0.19 ,0.58 
889.1,0.65 ,0.26 ,0.58 
676.87,0.57 ,0.37 ,0.42 
627.05,0.52 ,0.45 ,0.42 
597,0.48 ,0.55 ,0.42 
1054.24,0.48 ,0.50 ,0.42 
920.47,0.48 ,0.50 ,0.58 
858.57,0.48 ,0.55 ,0.33 
555.07,0.48 ,0.55 ,0.33 
521.2,0.43 ,0.60 ,0.25 
483.19,0.43 ,0.60 ,0.25 
367.85,0.43 ,0.60 ,0.17 
369.38,0.43 ,0.60 ,0.25 
419.35,0.43 ,0.60 ,0.25 
435.27,0.39 ,0.72 ,0.33 
499.17,0.43 ,0.65 ,0.33 
928.82,0.48 ,0.65 ,0.33 
650.92,0.48 ,0.65 ,0.58 
888.52,0.48 ,0.72 ,0.33 
1184.03,0.57 ,0.60 ,0.50 
1054.54,0.65 ,0.56 ,0.33 
726.79,0.61 ,0.62 ,0.58 
692.85,0.61 ,0.62 ,0.58 
1104.16,0.61 ,0.62 ,0.50 
1154.26,0.57 ,0.60 ,0.50 
874.54,0.57 ,0.67 ,0.33 
706.58,0.52 ,0.67 ,0.33 
668.89,0.48 ,0.72 ,0.42 
734.87,0.48 ,0.72 ,0.42 
1152.08,0.43 ,0.78 ,0.33 
962.4,0.43 ,0.78 ,0.25 
537.18,0.43 ,0.78 ,0.25 
478.55,0.43 ,0.78 ,0.25 
439.33,0.43 ,0.78 ,0.25 
425.29,0.39 ,0.85 ,0.17 
419.3,0.39 ,0.85 ,0.17 
425.29,0.39 ,0.85 ,0.25 
475.21,0.39 ,0.85 ,0.25 
964.39,0.43 ,0.78 ,0.25 
778.84,0.48 ,0.72 ,0.17 
585.02,0.52 ,0.67 ,0.17 
954.41,0.52 ,0.67 ,0.25 
1084.27,0.48 ,0.78 ,0.25 
694.84,0.43 ,0.85 ,0.08 
692.85,0.43 ,0.85 ,0.08 
968.39,0.39 ,0.92 ,0.33 
1036.27,0.43 ,0.92 ,0.17 
968.39,0.43 ,0.92 ,0.08 
718.65,0.43 ,0.92 ,0.17 
626.96,0.43 ,0.92 ,0.17 
1010.32,0.43 ,0.92 ,0.25 
1114.14,0.30 ,0.92 ,0.33 
948.42,0.30 ,0.92 ,0.25 
710.82,0.26 ,1.00 ,0.42 
660.9,0.26 ,1.00 ,0.58 
585.11,0.22 ,0.92 ,0.50 
744.08,0.22 ,0.92 ,0.42 
692.85,0.17 ,1.00 ,0.42 
483.19,0.17 ,1.00 ,0.50 
483.19,0.17 ,0.92 ,0.42 
497.17,0.17 ,0.85 ,0.33 
525.12,0.17 ,0.85 ,0.33 
487.03,0.17 ,0.92 ,0.33 
519.13,0.22 ,0.85 ,0.33 
682.86,0.26 ,0.72 ,0.33 
984.36,0.35 ,0.40 ,0.33 
872.62,0.39 ,0.31 ,0.25 
626.96,0.39 ,0.21 ,0.42 
587.02,0.43 ,0.14 ,0.50 
595.1,0.43 ,0.21 ,0.42 
593.01,0.48 ,0.15 ,0.25 
656.91,0.52 ,0.13 ,0.33 
1044.26,0.48 ,0.15 ,0.25 
960.4,0.43 ,0.18 ,0.25 
932.45,0.43 ,0.12 ,0.25 
700.83,0.35 ,0.14 ,0.33 
652.99,0.30 ,0.19 ,0.33 
670.88,0.26 ,0.19 ,0.25 
633.04,0.26 ,0.31 ,0.17 
485.19,0.22 ,0.38 ,0.25 
459.23,0.22 ,0.44 ,0.17 
419.3,0.22 ,0.44 ,0.17 
407.32,0.17 ,0.53 ,0.25 
415.31,0.17 ,0.47 ,0.25 
421.3,0.17 ,0.47 ,0.17 
435.27,0.17 ,0.59 ,0.25 
443.32,0.22 ,0.54 ,0.25 
501.53,0.22 ,0.59 ,0.33 
768.72,0.30 ,0.49 ,0.33 
918.47,0.35 ,0.35 ,0.33 
656.91,0.43 ,0.32 ,0.33 
608.99,0.43 ,0.14 ,0.50 
593.08,0.48 ,0.15 ,0.42 
852,0.52 ,0.03 ,0.42 
880.71,0.52 ,0.13 ,0.42 
587.02,0.48 ,0.12 ,0.50 
604.99,0.48 ,0.24 ,0.58 
754.74,0.43 ,0.36 ,0.50 
972.38,0.39 ,0.49 ,0.42 
676.87,0.35 ,0.49 ,0.42 
652.91,0.35 ,0.49 ,0.33 
614.98,0.30 ,0.59 ,0.42 
565.13,0.30 ,0.65 ,0.33 
545.17,0.30 ,0.78 ,0.33 
467.22,0.30 ,0.78 ,0.33 
413.31,0.30 ,0.78 ,0.33 
423.29,0.30 ,0.85 ,0.25 
401.33,0.30 ,0.85 ,0.17 
431.28,0.30 ,0.85 ,0.17 
437.27,0.30 ,0.85 ,0.25 
479.2,0.30 ,0.92 ,0.17 
688.85,0.35 ,0.85 ,0.08 
1058.53,0.39 ,0.85 ,0.08 
694.84,0.39 ,0.85 ,0.08 
656.91,0.39 ,0.92 ,0.25 
1078.2,0.35 ,0.92 ,0.42 
736.77,0.30 ,1.00 ,0.25 
667.07,0.30 ,1.00 ,0.17 
636.94,0.35 ,0.92 ,0.25 
625.04,0.35 ,0.92 ,0.17 
900.67,0.35 ,0.92 ,0.25 
1092.18,0.35 ,0.92 ,0.08 
892.51,0.35 ,0.92 ,0.17 
670.54,0.35 ,0.92 ,0.08 
686.86,0.35 ,0.92 ,0.17 
1046.26,0.35 ,0.92 ,0.17 
609.07,0.35 ,0.92 ,0.17 
489.18,0.35 ,0.92 ,0.08 
439.27,0.35 ,0.92 ,0.00 
411.38,0.30 ,1.00 ,0.17 
421.3,0.35 ,0.92 ,0.17 
413.31,0.30 ,1.00 ,0.17 
427.29,0.30 ,1.00 ,0.17 
459.23,0.30 ,1.00 ,0.25 
702.83,0.30 ,1.00 ,0.25 
914.65,0.30 ,1.00 ,0.25 
634.94,0.35 ,0.92 ,0.17 
828.62,0.35 ,0.92 ,0.17 
1062.23,0.48 ,0.78 ,0.25 
1062.32,0.57 ,0.67 ,0.17 
856.57,0.65 ,0.56 ,0.17 
736.77,0.65 ,0.46 ,0.25 
638.94,0.70 ,0.42 ,0.17 
1014.52,0.65 ,0.51 ,0.25 
1066.22,0.65 ,0.46 ,0.25 
902.5,0.61 ,0.55 ,0.42 
670.88,0.57 ,0.55 ,0.42 
662.9,0.48 ,0.65 ,0.42 
588.56,0.43 ,0.72 ,0.33 
892.51,0.39 ,0.78 ,0.25 
924.46,0.35 ,0.78 ,0.17 
551.08,0.30 ,0.85 ,0.25 
503.23,0.30 ,0.85 ,0.17 
658.9,0.30 ,0.92 ,0.17 
583.1,0.30 ,0.92 ,0.08 
461.23,0.26 ,0.92 ,0.00 
491.18,0.26 ,0.92 ,0.00 
447.38,0.26 ,0.92 ,0.33 
443.26,0.30 ,0.85 ,0.25 
848.59,0.35 ,0.85 ,0.17 
862.56,0.39 ,0.72 ,0.25 
589.02,0.43 ,0.65 ,0.17 
954.41,0.48 ,0.40 ,0.33 
1054.24,0.61 ,0.08 ,0.75 
1004.33,0.65 ,0.10 ,0.58 
608.99,0.65 ,0.04 ,0.58 
571.05,0.61 ,0.03 ,0.58 
629.05,0.61 ,0.08 ,0.67 
996.41,0.57 ,0.15 ,0.58 
998.34,0.52 ,0.13 ,0.67 
684.86,0.43 ,0.18 ,0.75 
649.01,0.35 ,0.23 ,0.58 
686.86,0.30 ,0.19 ,0.42 
648.92,0.30 ,0.23 ,0.33 
606.99,0.26 ,0.27 ,0.33 
650.92,0.17 ,0.42 ,0.17 
848.59,0.17 ,0.42 ,0.25 
591.11,0.17 ,0.42 ,0.25 
466.64,0.13 ,0.47 ,0.25 
397.34,0.13 ,0.47 ,0.33 
399.33,0.09 ,0.53 ,0.25 
419.3,0.09 ,0.53 ,0.00 
553.08,0.17 ,0.53 ,0.08 
846.59,0.30 ,0.35 ,0.17 
589.02,0.35 ,0.23 ,0.25 
589.08,0.39 ,0.24 ,0.42 
966.39,0.43 ,0.21 ,0.50 
920.47,0.43 ,0.28 ,0.50 
768.72,0.48 ,0.21 ,0.42 
609.06,0.48 ,0.18 ,0.42 
527.12,0.48 ,0.15 ,0.50 
515.14,0.48 ,0.15 ,0.50 
784.83,0.48 ,0.12 ,0.42 
