reality,predict,mape
488.18,455.14508056640625,0.07
486.77,462.1803283691406,0.05
478.78,462.1803283691406,0.03
513.46,472.8124694824219,0.08
496.08,473.9675598144531,0.04
493.35,478.7783508300781,0.03
467.98,486.71710205078125,0.04
485.36,479.2943115234375,0.01
501.34,484.4931945800781,0.03
544.09,482.76165771484375,0.11
578.86,475.08990478515625,0.18
596.25,468.3659973144531,0.21
569.36,479.8841857910156,0.16
533.19,470.37957763671875,0.12
489.03,473.0096130371094,0.03
438.29,472.40838623046875,0.08
388.97,470.70843505859375,0.21
389.04,470.70843505859375,0.21
373.06,474.10052490234375,0.27
371.66,469.0111999511719,0.26
409.24,469.0111999511719,0.15
390.08,467.88055419921875,0.2
470.61,466.1854553222656,0.01
493.26,458.92694091796875,0.07
498.72,469.07025146484375,0.06
493.64,473.3052673339844,0.04
524.54,460.1602478027344,0.12
533.41,461.7608642578125,0.13
531.16,469.9617919921875,0.12
553.63,471.99713134765625,0.15
480.16,480.1700744628906,0.0
488.95,475.64642333984375,0.03
488.87,475.64642333984375,0.03
521.57,463.8937683105469,0.11
573.16,464.3114929199219,0.19
588.26,469.39105224609375,0.2
562.89,466.8345031738281,0.17
584.87,456.7740173339844,0.22
561.48,454.8969421386719,0.19
463.75,456.7694396972656,0.02
438.38,454.5080871582031,0.04
412.93,455.67572021484375,0.1
387.56,454.4813537597656,0.17
380.98,454.4813537597656,0.19
380.92,454.4056701660156,0.19
415.75,454.09552001953125,0.09
431.72,454.3440856933594,0.05
502.74,454.4813537597656,0.1
504.4,457.98651123046875,0.09
528.12,461.43121337890625,0.13
512.12,466.47637939453125,0.09
529.53,464.0088806152344,0.12
487.71,472.7023620605469,0.03
470.83,472.21893310546875,0.0
472.09,472.21893310546875,0.0
455.16,479.4036560058594,0.05
480.97,476.39599609375,0.01
520.26,475.82373046875,0.09
534.7,464.0484313964844,0.13
518.72,466.0012512207031,0.1
507.92,464.913330078125,0.08
498.52,459.8168029785156,0.08
487.64,455.2745056152344,0.07
478.32,454.0369567871094,0.05
394.21,454.0369567871094,0.15
405.02,453.9772033691406,0.12
378.24,453.73699951171875,0.2
378.24,453.6878356933594,0.2
379.57,453.79937744140625,0.2
431.72,453.6878356933594,0.05
447.69,453.8342590332031,0.01
525.2,454.0593566894531,0.14
513.46,454.0629577636719,0.12
505.48,461.024658203125,0.09
514.96,474.4796142578125,0.08
513.55,486.93438720703125,0.05
496.16,490.5564880371094,0.01
494.76,488.5749816894531,0.01
502.74,494.1490783691406,0.02
504.06,489.875732421875,0.03
530.07,494.1490783691406,0.07
548.32,496.8454284667969,0.09
558.91,487.7986145019531,0.13
553.33,482.6087951660156,0.13
491.38,480.6384582519531,0.02
518.04,473.3115234375,0.09
483.86,462.4460144042969,0.04
436.23,459.3097229003906,0.05
411.76,459.3097229003906,0.12
386.03,456.7545471191406,0.18
369.17,456.7545471191406,0.24
361.23,454.0629577636719,0.26
386.97,453.73541259765625,0.17
422.32,454.0629577636719,0.08
423.73,454.0629577636719,0.07
496.05,453.9548034667969,0.08
494.67,458.62158203125,0.07
528.02,474.7485656738281,0.1
551.13,473.783203125,0.14
532.24,484.0243225097656,0.09
530.93,484.0243225097656,0.09
557.71,484.1893310546875,0.13
538.92,489.1119689941406,0.09
501.34,486.1361389160156,0.03
525.3,489.1119689941406,0.07
510.64,486.1361389160156,0.05
545.4,480.5932922363281,0.12
528.02,463.4784851074219,0.12
492.48,458.0328674316406,0.07
466.48,462.4005432128906,0.01
473.06,455.1831359863281,0.04
431.72,454.14593505859375,0.05
382.59,455.5719299316406,0.19
358.28,453.7660827636719,0.27
344.88,453.72857666015625,0.32
345.26,454.71435546875,0.32
355.68,454.71435546875,0.28
380.98,457.2533264160156,0.2
390.38,457.2533264160156,0.17
429.5,458.896484375,0.07
450.51,463.1735534667969,0.03
483.86,462.2478332519531,0.04
486.69,459.6407775878906,0.06
512.14,464.82568359375,0.09
485.36,464.82568359375,0.04
470.71,464.5863342285156,0.01
530.93,469.8648986816406,0.12
514.96,455.3598327636719,0.12
540.33,457.2533264160156,0.15
575.1,455.7020263671875,0.21
575.0,454.3348693847656,0.21
590.94,457.84930419921875,0.23
600.37,454.9076843261719,0.24
580.17,455.92498779296875,0.21
512.05,454.9076843261719,0.11
415.75,453.95648193359375,0.09
374.41,453.95648193359375,0.21
365.08,455.5523376464844,0.25
359.09,453.95648193359375,0.26
346.28,453.95648193359375,0.31
368.48,454.3348693847656,0.23
381.05,453.7302551269531,0.19
386.37,453.7302551269531,0.17
408.87,454.3348693847656,0.11
450.51,453.7302551269531,0.01
474.5,454.3348693847656,0.04
499.74,455.0114440917969,0.09
515.66,456.2586975097656,0.12
463.3,456.2586975097656,0.02
463.3,458.414306640625,0.01
446.44,457.815673828125,0.03
414.35,457.815673828125,0.1
486.31,461.4057312011719,0.05
483.95,457.815673828125,0.05
491.85,466.6810607910156,0.05
507.82,455.7020263671875,0.1
495.08,455.7020263671875,0.08
473.06,455.0114440917969,0.04
438.29,456.2959899902344,0.04
404.94,455.0114440917969,0.12
344.81,456.2959899902344,0.32
336.89,455.0114440917969,0.35
352.86,455.0114440917969,0.29
328.9,453.6434326171875,0.38
346.28,453.92633056640625,0.31
406.43,453.92633056640625,0.12
398.37,453.92633056640625,0.14
474.56,453.5561218261719,0.04
518.63,455.167236328125,0.12
502.66,455.167236328125,0.09
502.66,455.167236328125,0.09
554.9,454.15582275390625,0.18
546.82,454.74444580078125,0.17
493.37,454.74444580078125,0.08
478.39,454.2586669921875,0.05
510.26,456.849365234375,0.1
505.84,457.75994873046875,0.1
513.72,457.1960754394531,0.11
535.71,457.1960754394531,0.15
528.22,454.74444580078125,0.14
559.55,455.3231201171875,0.19
487.99,455.3231201171875,0.07
455.67,453.5940856933594,0.0
401.92,454.15582275390625,0.13
377.97,454.6827697753906,0.2
370.93,455.3231201171875,0.23
362.05,454.15582275390625,0.25
344.88,454.15582275390625,0.32
363.67,453.7081604003906,0.25
398.44,453.7081604003906,0.14
405.02,454.8392333984375,0.12
466.57,454.8392333984375,0.03
521.54,455.8697204589844,0.13
504.15,454.4132080078125,0.1
512.14,458.6593017578125,0.1
537.42,473.5299987792969,0.12
510.34,493.3241271972656,0.03
493.26,505.0910339355469,0.02
455.67,530.4424438476562,0.16
470.23,524.7559204101562,0.12
464.29,498.64404296875,0.07
481.04,487.0281982421875,0.01
553.49,484.24908447265625,0.13
518.16,469.11590576171875,0.09
525.3,464.4185485839844,0.12
538.35,465.230712890625,0.14
500.47,460.0602722167969,0.08
425.94,456.22076416015625,0.07
406.5,455.4779968261719,0.12
385.06,454.52508544921875,0.18
379.64,454.52508544921875,0.2
395.62,454.72021484375,0.15
370.25,453.5140380859375,0.22
414.41,453.8018798828125,0.1
439.79,454.30096435546875,0.03
481.14,455.2047424316406,0.05
514.39,464.8462829589844,0.1
504.92,464.8462829589844,0.08
499.83,473.993896484375,0.05
518.63,477.7293395996094,0.08
501.24,466.996337890625,0.07
518.54,472.3314208984375,0.09
517.23,475.507568359375,0.08
505.1,470.1669006347656,0.07
489.12,465.87591552734375,0.05
569.47,474.3759460449219,0.17
568.06,459.6066589355469,0.19
521.08,459.32525634765625,0.12
510.27,455.167236328125,0.11
506.13,454.0014953613281,0.1
495.6,455.0114440917969,0.08
454.06,456.2959899902344,0.0
418.99,458.75701904296875,0.09
404.94,455.0114440917969,0.12
390.15,458.3788757324219,0.17
376.83,454.9076843261719,0.21
404.9,454.9076843261719,0.12
445.04,453.8295593261719,0.02
476.52,455.0114440917969,0.05
567.12,455.0114440917969,0.2
607.98,457.84930419921875,0.25
655.88,457.815673828125,0.3
653.23,457.2516174316406,0.3
643.47,461.67181396484375,0.28
627.49,467.5857238769531,0.25
617.86,463.46099853515625,0.25
600.47,463.46099853515625,0.23
581.68,472.4377136230469,0.19
596.25,475.551025390625,0.2
606.97,470.77813720703125,0.22
643.01,470.77813720703125,0.27
561.37,465.5450134277344,0.17
542.58,465.5450134277344,0.14
538.35,457.2244873046875,0.15
505.0,455.7640380859375,0.1
460.93,455.1857604980469,0.01
420.99,456.5006408691406,0.08
403.61,463.3369445800781,0.15
384.76,473.720703125,0.23
405.02,464.5863342285156,0.15
385.6,457.815673828125,0.19
430.9,454.3348693847656,0.05
481.04,458.3788757324219,0.05
518.63,453.6434326171875,0.13
557.62,455.0114440917969,0.18
573.69,455.92498779296875,0.21
607.05,454.9076843261719,0.25
584.0,454.8161926269531,0.22
585.55,454.24755859375,0.22
557.71,454.80377197265625,0.18
530.93,454.80377197265625,0.14
521.54,456.5006408691406,0.12
521.54,453.6509094238281,0.13
578.86,455.9155578613281,0.21
553.49,456.2586975097656,0.18
525.2,453.7059326171875,0.14
534.6,455.0114440917969,0.15
504.71,455.7020263671875,0.1
473.06,453.7302551269531,0.04
420.91,453.6418151855469,0.08
395.56,453.46661376953125,0.15
390.38,453.6434326171875,0.16
362.06,453.46661376953125,0.25
355.68,453.6434326171875,0.28
373.06,453.46661376953125,0.22
409.24,453.26153564453125,0.11
425.22,453.46661376953125,0.07
442.6,453.7059326171875,0.03
470.72,456.2586975097656,0.03
488.1,455.9155578613281,0.07
515.47,456.2886962890625,0.11
559.1,463.46099853515625,0.17
489.51,471.46661376953125,0.04
516.29,476.058349609375,0.08
505.23,477.1557922363281,0.06
521.56,480.76043701171875,0.08
517.75,485.67694091796875,0.06
500.29,480.57684326171875,0.04
519.11,470.9262390136719,0.09
527.99,472.4377136230469,0.11
502.25,470.77813720703125,0.06
503.14,457.2244873046875,0.09
451.76,462.3676452636719,0.02
407.39,453.6509094238281,0.11
386.22,453.59246826171875,0.17
368.84,453.5295104980469,0.23
359.39,453.3252258300781,0.26
360.85,453.26153564453125,0.26
370.25,453.35107421875,0.22
368.84,453.46661376953125,0.23
352.86,453.7302551269531,0.29
402.0,453.5295104980469,0.13
403.53,488.886474609375,0.21
441.11,496.556396484375,0.13
514.87,504.5703430175781,0.02
528.02,503.0675048828125,0.05
467.89,502.11279296875,0.07
486.69,505.275634765625,0.04
486.77,511.7104797363281,0.05
493.35,511.7104797363281,0.04
485.36,516.1693115234375,0.06
533.29,507.9903869628906,0.05
501.04,505.5960388183594,0.01
537.79,505.5960388183594,0.06
518.89,503.0479431152344,0.03
549.16,497.031494140625,0.09
470.61,488.8423156738281,0.04
411.6,483.6220397949219,0.17
379.64,474.4796142578125,0.25
335.48,468.36822509765625,0.4
327.49,464.1416320800781,0.42
335.48,464.1416320800781,0.38
355.62,454.8707580566406,0.28
370.04,457.3131103515625,0.24
387.56,458.99163818359375,0.18
444.87,457.68585205078125,0.03
462.33,473.02783203125,0.02
475.96,463.7316589355469,0.03
502.66,473.1371765136719,0.06
520.13,484.47998046875,0.07
505.56,479.8685607910156,0.05
504.15,489.04400634765625,0.03
528.12,491.7123107910156,0.07
458.5,496.2033996582031,0.08
491.85,496.8454284667969,0.01
486.42,485.91510009765625,0.0
525.2,479.7901611328125,0.09
536.01,479.673095703125,0.11
507.82,474.4716491699219,0.07
523.79,469.8503112792969,0.1
473.69,474.4716491699219,0.0
428.98,463.6080627441406,0.08
387.63,463.6080627441406,0.2
398.44,463.6080627441406,0.16
381.05,465.66546630859375,0.22
349.69,461.9897155761719,0.32
393.9,457.6351013183594,0.16
410.71,461.9897155761719,0.12
460.48,464.5291442871094,0.01
496.86,468.7577819824219,0.06
517.44,482.6087951660156,0.07
497.91,492.4586486816406,0.01
506.77,496.0414123535156,0.02
538.92,506.7990417480469,0.06
538.92,504.86767578125,0.06
570.0,507.7618103027344,0.11
520.13,506.3169250488281,0.03
501.34,498.68115234375,0.01
517.31,497.6914367675781,0.04
526.71,490.4582824707031,0.07
558.25,487.7986145019531,0.13
559.96,476.51300048828125,0.15
550.57,474.4716491699219,0.14
544.92,465.66546630859375,0.15
511.68,470.8171691894531,0.08
476.91,468.7577819824219,0.02
443.55,463.6080627441406,0.05
435.56,464.5291442871094,0.07
446.37,459.4058837890625,0.03
428.98,459.4058837890625,0.07
422.4,455.6445617675781,0.08
457.09,455.6445617675781,0.0
517.21,454.170166015625,0.12
555.74,455.6445617675781,0.18
575.37,469.8503112792969,0.18
631.8,475.60015869140625,0.25
638.06,485.91510009765625,0.24
518.54,501.46923828125,0.03
562.89,502.9286193847656,0.11
554.9,503.8990173339844,0.09
567.2,495.8138122558594,0.13
586.85,505.027099609375,0.14
602.83,494.7108154296875,0.18
636.06,489.04400634765625,0.23
607.87,489.5655517578125,0.19
581.1,481.7530212402344,0.17
560.11,475.9808044433594,0.15
505.41,473.8939208984375,0.06
419.52,464.0886535644531,0.11
395.62,460.95147705078125,0.17
395.62,460.95147705078125,0.17
402.65,457.3131103515625,0.14
384.76,457.3131103515625,0.19
429.14,457.3131103515625,0.07
482.99,458.4308166503906,0.05
572.02,458.4308166503906,0.2
581.36,455.9825439453125,0.22
565.98,458.896484375,0.19
544.81,473.02783203125,0.13
518.63,485.3033447265625,0.06
514.86,487.39703369140625,0.05
501.24,490.57501220703125,0.02
479.2,490.57501220703125,0.02
504.88,501.6985168457031,0.01
520.57,497.9884948730469,0.04
484.91,490.57501220703125,0.01
463.19,485.3358154296875,0.05
535.04,478.46075439453125,0.11
577.79,464.82568359375,0.2
557.14,461.4057312011719,0.17
605.05,454.4884338378906,0.25
547.74,455.0114440917969,0.17
503.59,455.0114440917969,0.1
470.23,453.92633056640625,0.03
419.52,455.0114440917969,0.08
420.99,453.92633056640625,0.08
403.61,455.0114440917969,0.13
420.99,455.0114440917969,0.08
420.99,453.92633056640625,0.08
430.31,453.92633056640625,0.05
473.06,453.92633056640625,0.04
525.2,453.92633056640625,0.14
551.98,453.6434326171875,0.18
551.98,454.4884338378906,0.18
572.28,454.4884338378906,0.21
592.49,453.7059326171875,0.23
580.27,458.5021667480469,0.21
610.72,455.9155578613281,0.25
521.29,454.6420593261719,0.13
527.45,458.5021667480469,0.13
518.16,455.9155578613281,0.12
527.55,455.9155578613281,0.14
592.49,454.4884338378906,0.23
574.54,454.4884338378906,0.21
552.88,453.7059326171875,0.18
523.5,453.8358459472656,0.13
496.4,457.815673828125,0.08
446.28,453.81719970703125,0.02
422.32,453.81719970703125,0.07
414.41,453.58367919921875,0.09
381.05,453.4834289550781,0.19
387.86,453.58367919921875,0.17
388.99,453.4834289550781,0.17
417.23,453.58367919921875,0.09
425.22,453.55462646484375,0.07
481.04,453.7302551269531,0.06
481.04,454.80377197265625,0.05
455.67,457.625732421875,0.0
489.03,470.77813720703125,0.04
226.35,472.4377136230469,1.09
490.44,481.053466796875,0.02
491.54,484.1974182128906,0.01
491.93,484.1974182128906,0.02
454.26,484.1974182128906,0.07
456.29,486.3465881347656,0.07
500.64,484.1974182128906,0.03
543.83,473.1961364746094,0.13
527.29,465.103515625,0.12
510.59,454.4701232910156,0.11
526.15,454.4701232910156,0.14
444.88,454.74444580078125,0.02
390.69,454.0086975097656,0.16
365.11,454.0086975097656,0.24
336.59,454.0086975097656,0.35
348.69,453.5295104980469,0.3
347.97,453.5295104980469,0.3
348.0,453.5295104980469,0.3
349.44,453.46661376953125,0.3
415.33,453.5295104980469,0.09
439.79,453.5045471191406,0.03
470.33,456.1509704589844,0.03
419.59,468.89849853515625,0.12
447.77,482.8765563964844,0.08
457.17,488.8360900878906,0.07
436.88,489.8009033203125,0.12
466.34,541.65771484375,0.16
475.04,568.6723022460938,0.2
463.66,516.9973754882812,0.12
517.67,523.4697875976562,0.01
519.2,506.4420166015625,0.02
561.92,489.1748046875,0.13
588.26,489.1748046875,0.17
518.89,487.4756164550781,0.06
549.16,484.45428466796875,0.12
541.17,485.99530029296875,0.1
446.34,475.551025390625,0.07
341.39,488.1528015136719,0.43
332.59,482.78021240234375,0.45
345.51,482.78021240234375,0.4
319.82,473.8927001953125,0.48
324.67,473.8927001953125,0.46
338.62,486.4613952636719,0.44
365.13,483.87469482421875,0.33
402.19,465.87591552734375,0.16
422.16,455.6412048339844,0.08
419.21,467.4683532714844,0.12
502.03,457.75994873046875,0.09
557.75,463.7087707519531,0.17
531.24,468.60357666015625,0.12
547.44,463.7087707519531,0.15
457.09,463.2716064453125,0.01
458.5,468.60357666015625,0.02
429.8,464.9580993652344,0.08
486.42,474.0331726074219,0.03
525.2,463.2716064453125,0.12
536.01,458.6593017578125,0.14
507.82,455.6624450683594,0.1
523.79,458.6593017578125,0.12
473.69,459.5206298828125,0.03
428.98,454.52508544921875,0.06
387.63,453.5357971191406,0.17
398.44,453.5357971191406,0.14
381.05,453.5357971191406,0.19
349.69,453.46392822265625,0.3
393.9,453.46392822265625,0.15
410.71,454.4132080078125,0.11
460.48,453.5524597167969,0.02
496.86,453.5357971191406,0.09
517.44,462.4012145996094,0.11
497.91,492.0584716796875,0.01
506.77,578.7037353515625,0.14
643.21,653.265380859375,0.02
614.64,669.0028686523438,0.09
606.65,776.74951171875,0.28
569.33,732.69482421875,0.29
589.01,727.6785888671875,0.24
579.77,732.69482421875,0.26
545.85,741.14892578125,0.36
533.29,632.7350463867188,0.19
512.09,591.692138671875,0.16
482.13,514.6209716796875,0.07
484.9,514.6209716796875,0.06
468.92,520.9141235351562,0.11
416.68,485.8594055175781,0.17
368.53,481.1165771484375,0.31
354.89,469.4991149902344,0.32
357.96,460.57159423828125,0.29
328.38,460.01788330078125,0.4
337.78,455.6600036621094,0.35
376.83,455.6600036621094,0.21
387.35,455.6600036621094,0.18
446.34,479.3487854003906,0.07
493.32,532.787109375,0.08
606.02,591.2462158203125,0.02
762.46,585.44482421875,0.23
895.69,647.0881958007812,0.28
897.37,698.0919189453125,0.22
867.1,662.667724609375,0.24
788.67,662.667724609375,0.16
497.74,669.0028686523438,0.34
510.58,619.1553955078125,0.21
546.13,562.881591796875,0.03
587.48,498.92535400390625,0.15
513.52,466.64654541015625,0.09
537.76,477.4443054199219,0.11
813.09,466.64654541015625,0.43
560.11,466.55426025390625,0.17
505.41,461.2088317871094,0.09
419.52,462.0684509277344,0.1
395.62,456.9498291015625,0.16
395.62,456.9498291015625,0.16
402.65,456.9498291015625,0.13
384.76,467.3359069824219,0.21
429.14,467.3359069824219,0.09
482.99,470.4192810058594,0.03
572.02,474.7915344238281,0.17
655.05,498.92535400390625,0.24
575.37,562.881591796875,0.02
630.08,642.4789428710938,0.02
893.18,713.4315185546875,0.2
883.68,767.60791015625,0.13
858.4,804.0675048828125,0.06
867.8,855.6025390625,0.01
858.11,855.6025390625,0.0
809.45,804.0675048828125,0.01
889.82,738.138916015625,0.17
721.4,532.787109375,0.26
635.52,509.4793395996094,0.2
609.61,479.6358642578125,0.21
609.61,480.6556396484375,0.21
534.48,460.5900573730469,0.14
453.6,458.3564453125,0.01
399.4,462.0684509277344,0.16
389.41,459.5206298828125,0.18
390.78,456.572509765625,0.17
397.82,456.1983337402344,0.15
399.34,454.4132080078125,0.14
436.42,462.14862060546875,0.06
467.26,466.21624755859375,0.0
487.72,459.3496398925781,0.06
473.07,464.1976318359375,0.02
473.06,459.6066589355469,0.03
731.92,464.4364929199219,0.37
760.11,472.6812744140625,0.38
542.58,472.6812744140625,0.13
610.72,467.3730163574219,0.23
521.29,475.8422546386719,0.09
527.45,470.52783203125,0.11
518.16,465.9285888671875,0.1
527.55,465.9285888671875,0.12
592.49,460.72998046875,0.22
574.54,464.82568359375,0.19
552.88,459.6407775878906,0.17
523.5,464.82568359375,0.11
496.4,459.6407775878906,0.07
446.28,461.67181396484375,0.03
422.32,466.25738525390625,0.1
414.41,466.25738525390625,0.13
381.05,458.5021667480469,0.2
387.86,458.5021667480469,0.18
388.99,464.63592529296875,0.19
417.23,456.82073974609375,0.09
425.22,464.63592529296875,0.09
481.04,457.4218444824219,0.05
481.04,455.3231201171875,0.05
455.67,457.7990417480469,0.0
489.03,456.1983337402344,0.07
226.35,468.60357666015625,1.07
490.44,464.04412841796875,0.05
491.54,460.3265686035156,0.06
491.93,456.22076416015625,0.07
454.26,465.230712890625,0.02
456.29,465.230712890625,0.02
500.64,465.230712890625,0.07
543.83,473.5299987792969,0.13
508.76,464.04412841796875,0.09
468.82,455.4779968261719,0.03
426.07,458.8060607910156,0.08
399.38,458.6593017578125,0.15
401.04,454.4132080078125,0.13
356.57,454.4132080078125,0.27
348.01,453.8536376953125,0.3
338.62,454.4132080078125,0.34
356.49,453.8536376953125,0.27
357.41,453.3732604980469,0.27
392.48,453.5524597167969,0.16
368.23,454.9436950683594,0.24
400.77,455.6412048339844,0.14
417.94,457.7990417480469,0.1
429.36,453.57745361328125,0.06
483.56,455.6412048339844,0.06
464.95,453.8536376953125,0.02
437.75,457.75994873046875,0.05
446.41,457.75994873046875,0.03
407.9,457.7990417480469,0.12
427.87,460.46746826171875,0.08
417.88,461.2671813964844,0.1
499.18,459.6066589355469,0.08
481.21,464.63592529296875,0.03
470.23,456.8572692871094,0.03
463.66,456.8572692871094,0.01
454.35,458.75701904296875,0.01
428.39,455.0114440917969,0.06
395.62,454.5264892578125,0.15
370.25,453.7992858886719,0.23
368.84,455.5469055175781,0.24
368.77,455.5469055175781,0.24
349.97,453.7992858886719,0.3
411.51,457.2024230957031,0.11
386.15,455.0114440917969,0.18
393.32,456.2959899902344,0.16
428.98,455.5469055175781,0.06
426.16,456.2959899902344,0.07
454.06,456.2959899902344,0.0
463.46,458.75701904296875,0.01
471.07,471.93157958984375,0.0
472.01,461.2474670410156,0.02
496.01,466.6810607910156,0.06
435.27,458.414306640625,0.05
436.11,462.9399108886719,0.06
