power,temperature,humidity,speed
842.6,0.86 ,0.63 ,0.33 
860.57,0.86 ,0.63 ,0.33 
856.57,0.83 ,0.68 ,0.33 
834.76,0.83 ,0.68 ,0.33 
846.59,0.83 ,0.62 ,0.42 
830.62,0.80 ,0.68 ,0.33 
798.67,0.80 ,0.57 ,0.33 
637.01,0.80 ,0.52 ,0.33 
435.27,0.77 ,0.57 ,0.17 
411.4,0.80 ,0.52 ,0.33 
399.39,0.77 ,0.62 ,0.33 
383.36,0.77 ,0.62 ,0.33 
407.32,0.77 ,0.62 ,0.33 
483.19,0.77 ,0.62 ,0.25 
760.73,0.77 ,0.67 ,0.25 
832.61,0.77 ,0.73 ,0.25 
848.66,0.80 ,0.62 ,0.33 
854.58,0.83 ,0.57 ,0.33 
888.52,0.86 ,0.49 ,0.33 
894.51,0.86 ,0.49 ,0.25 
884.53,0.89 ,0.37 ,0.25 
914.65,0.89 ,0.33 ,0.33 
850.58,0.86 ,0.40 ,0.42 
834.61,0.89 ,0.33 ,0.33 
862.56,0.86 ,0.40 ,0.33 
870.62,0.86 ,0.37 ,0.33 
858.75,0.83 ,0.44 ,0.33 
898.5,0.83 ,0.44 ,0.33 
864.56,0.80 ,0.52 ,0.33 
862.56,0.80 ,0.57 ,0.42 
846.74,0.80 ,0.57 ,0.42 
716.81,0.77 ,0.67 ,0.33 
523.19,0.77 ,0.67 ,0.25 
441.26,0.77 ,0.67 ,0.33 
433.28,0.77 ,0.67 ,0.33 
443.26,0.77 ,0.73 ,0.33 
425.29,0.77 ,0.73 ,0.33 
465.22,0.77 ,0.73 ,0.25 
882.53,0.77 ,0.79 ,0.33 
938.44,0.80 ,0.73 ,0.33 
807.71,0.80 ,0.73 ,0.33 
656.98,0.80 ,0.73 ,0.42 
778.7,0.83 ,0.68 ,0.42 
890.52,0.83 ,0.68 ,0.42 
900.5,0.86 ,0.68 ,0.42 
988.35,0.86 ,0.63 ,0.42 
950.42,0.86 ,0.68 ,0.33 
898.5,0.89 ,0.63 ,0.25 
889.1,0.89 ,0.63 ,0.33 
902.67,0.86 ,0.68 ,0.33 
892.46,0.86 ,0.68 ,0.33 
892.38,0.86 ,0.74 ,0.33 
830.17,0.83 ,0.79 ,0.25 
840.6,0.83 ,0.79 ,0.17 
787.3,0.80 ,0.93 ,0.25 
696.5,0.80 ,0.93 ,0.17 
471.21,0.77 ,0.93 ,0.25 
407.78,0.77 ,1.00 ,0.25 
401.33,0.77 ,0.93 ,0.33 
393.4,0.77 ,0.93 ,0.17 
407.32,0.77 ,0.93 ,0.17 
561.06,0.74 ,0.93 ,0.25 
752.75,0.74 ,0.93 ,0.25 
778.7,0.74 ,0.93 ,0.25 
794.68,0.74 ,0.93 ,0.33 
838.6,0.74 ,0.93 ,0.33 
832.68,0.74 ,0.93 ,0.33 
828.62,0.74 ,0.93 ,0.33 
810.65,0.74 ,0.93 ,0.33 
814.8,0.74 ,0.93 ,0.25 
836.35,0.74 ,0.93 ,0.42 
800.67,0.77 ,0.87 ,0.33 
814.64,0.77 ,0.79 ,0.33 
816.64,0.77 ,0.79 ,0.33 
840.6,0.77 ,0.79 ,0.33 
846.59,0.77 ,0.79 ,0.25 
830.7,0.77 ,0.79 ,0.25 
807.94,0.77 ,0.79 ,0.42 
798.67,0.77 ,0.79 ,0.42 
750.75,0.77 ,0.79 ,0.25 
491.18,0.77 ,0.79 ,0.25 
385.36,0.74 ,0.85 ,0.25 
363.22,0.77 ,0.79 ,0.17 
348.93,0.74 ,0.79 ,0.17 
430.48,0.74 ,0.85 ,0.17 
708.87,0.74 ,0.85 ,0.17 
730.78,0.77 ,0.79 ,0.17 
780.7,0.80 ,0.73 ,0.33 
805.11,0.83 ,0.68 ,0.42 
818.64,0.86 ,0.68 ,0.42 
846.59,0.86 ,0.63 ,0.58 
832.61,0.89 ,0.59 ,0.50 
826.69,0.86 ,0.63 ,0.50 
800.67,0.91 ,0.54 ,0.58 
806.66,0.86 ,0.57 ,0.50 
768.72,0.89 ,0.54 ,0.42 
820.63,0.86 ,0.52 ,0.50 
818.64,0.83 ,0.57 ,0.50 
842.6,0.80 ,0.62 ,0.42 
834.76,0.80 ,0.62 ,0.42 
820.63,0.80 ,0.68 ,0.42 
810.04,0.77 ,0.73 ,0.33 
778.7,0.77 ,0.73 ,0.33 
581.03,0.77 ,0.73 ,0.33 
413.31,0.77 ,0.73 ,0.33 
353.41,0.77 ,0.73 ,0.25 
331.49,0.77 ,0.73 ,0.33 
337.44,0.77 ,0.73 ,0.25 
351.41,0.77 ,0.73 ,0.25 
419.3,0.77 ,0.73 ,0.33 
720.86,0.77 ,0.67 ,0.25 
788.69,0.77 ,0.73 ,0.33 
776.71,0.80 ,0.68 ,0.42 
800.86,0.80 ,0.68 ,0.42 
836.61,0.86 ,0.52 ,0.42 
841.52,0.86 ,0.52 ,0.33 
824.63,0.89 ,0.44 ,0.42 
835.17,0.89 ,0.44 ,0.42 
835.45,0.89 ,0.37 ,0.50 
822.63,0.89 ,0.40 ,0.42 
850.58,0.89 ,0.44 ,0.42 
894.51,0.86 ,0.49 ,0.42 
898.5,0.80 ,0.48 ,0.42 
