le_accurary,le_accurary_frequency,le_frequency_probability,le_probability_log,le_self_entrocy,gru_accurary,gru_accurary_frequency,gru_frequency_probability,gru_probability_log,gru_self_entrocy,mul_accurary_multiply,mul_accurary_division,multiply_add_division,mul_frequency,mul_probability,mul_division_single,mul_division_single_log,mutual_information
0.95,78,0.0005124027748581038,-10.930434091100206,0.0027677471564704903,0.78,48,0.0002980070776680946,-11.7123657844479,0.0017655282129767325,0.741,1.2179487179487178,1.9589487179487177,2,0.0002754062241806665,0.011848205269439091,-6.399187649214555,0.0017623761082937361
0.9,81,0.0005321105738911078,-10.875986307077829,0.002859881719515326,0.75,38,0.0002359222698205749,-12.049400771725471,0.0014379303274623283,0.675,1.2,1.875,2,0.0002754062241806665,0.014411852023645208,-6.116600445959361,0.0016845498336434486
0.87,73,0.0004795564431364305,-11.026011751082438,0.0026129777510878562,0.65,29,0.00018004594275780717,-12.439347290041484,0.002239654010127293,0.5655,1.3384615384615384,1.9039615384615383,2,0.0002754062241806665,0.020954029536504465,-5.57662848363874,0.0015358381943373011
0.6,21,0.00013795459323102797,-12.823518887183694,0.001769063331871831,0.63,38,0.0002359222698205749,-12.049400771725471,0.0028427219800432604,0.378,0.9523809523809523,1.3303809523809522,3,0.0004131093362709997,0.0833828581368044,-3.584105365132341,0.0014806273885151504
0.7,41,0.0002693399201177213,-11.858284305344371,0.0015783383749854607,0.42,16,9.933569255603154e-05,-13.297328285169057,0.0013208993143521755,0.294,1.6666666666666665,1.9606666666666666,1,0.00013770311209033325,0.03381073211035057,-4.886374934249234,0.0006728690352863171
0.45,11,7.226192978768131e-05,-13.756404691325157,0.0009940643499354684,0.45,25,0.0001552120196187993,-12.653472095394331,0.0019639709591162745,0.2025,1.0,1.2025000000000001,2,0.0002754062241806665,0.16130792919556347,-2.6321107380431727,0.0007248996799898576
0.67,42,0.00027590918646205594,-11.823518887183694,0.0032622174772816057,0.44,16,9.933569255603154e-05,-13.297328285169057,0.0013208993143521755,0.2948,1.5227272727272727,1.8175272727272727,2,0.0002754062241806665,0.06601142935830351,-3.9211403524099113,0.0010799064589396617
0.65,41,0.0002693399201177213,-11.858284305344371,0.003193909347534681,0.42,16,9.933569255603154e-05,-13.297328285169057,0.0013208993143521755,0.273,1.5476190476190477,1.8206190476190476,1,0.00013770311209033325,0.03381073211035057,-4.886374934249234,0.0006728690352863171
-0.51,2,1.313853268866933e-05,-16.215836309962455,0.00021305229543255278,0.47,17,0.0001055441733407835,-13.209865443918718,0.0013942243282213831,-0.2397,-1.0851063829787235,-1.3248063829787236,1,0.00013770311209033325,0.6523482430702935,-0.6162857708814903,8.486446858737129e-05
0.65,41,0.0002693399201177213,-11.858284305344371,0.003193909347534681,0.47,17,0.0001055441733407835,-13.209865443918718,0.0013942243282213831,0.3055,1.3829787234042554,1.6884787234042555,1,0.00013770311209033325,0.031821865515624076,-4.9738377754995735,0.0006849129407187516
0.71,52,0.0003416018499054026,-11.515396591821363,0.0019439121939718864,0.63,38,0.0002359222698205749,-12.049400771725471,0.0028427219800432604,0.4473,1.126984126984127,1.574284126984127,2,0.0002754062241806665,0.022449231036831958,-5.4771901612158285,0.0015084522614199473
0.95,78,0.0005124027748581038,-10.930434091100206,0.0027677471564704903,0.67,40,0.00024833923139007885,-11.975400190281693,0.0029739616788431594,0.6365,1.417910447761194,2.0544104477611937,2,0.0002754062241806665,0.014217846323326908,-6.136153243380762,0.001689934795753446
0.91,70,0.0004598486441034265,-11.086553293017488,0.0025193528064293503,0.69,44,0.0002731731545290867,-11.837896666531758,0.0032337955753858408,0.6279,1.318840579710145,1.946740579710145,1,0.00013770311209033325,0.007201246839087655,-7.117537565213414,0.0009801070731497404
0.86,59,0.0003875867143157452,-11.333193260600613,0.0021706945058879877,0.72,41,0.0002545477121748308,-11.939776280550973,0.0015373361635181823,0.6192,1.1944444444444444,1.8136444444444444,1,0.00013770311209033325,0.009169012097722189,-6.769017983611076,0.0009321148421386775
0.98,95,0.0006240803027117932,-10.645980701631506,0.003283247940934945,0.74,46,0.00028559011609859066,-11.773766329112043,0.0017008344400725232,0.7252,1.3243243243243243,2.049524324324324,1,0.00013770311209033325,0.005075478321370705,-7.6222404940191115,0.0010496062371273909
0.98,95,0.0006240803027117932,-10.645980701631506,0.003283247940934945,0.75,38,0.0002359222698205749,-12.049400771725471,0.0014379303274623283,0.735,1.3066666666666666,2.0416666666666665,4,0.000550812448361333,0.02457600029295288,-5.346606051405685,0.0029449771695982843
0.97,71,0.0004664179104477612,-11.066089190457772,0.002550626782623327,0.66,46,0.00028559011609859066,-11.773766329112043,0.0033624712928487857,0.6402,1.4696969696969695,2.1098969696969694,1,0.00013770311209033325,0.006791132965214323,-7.202132005192846,0.000991755990800447
0.94,86,0.0005649569056127812,-10.789571555260357,0.0030122918828073414,0.69,44,0.0002731731545290867,-11.837896666531758,0.0032337955753858408,0.6486,1.3623188405797102,2.01091884057971,2,0.0002754062241806665,0.01172295997060781,-6.414519302970547,0.001766598541165119
0.87,73,0.0004795564431364305,-11.026011751082438,0.0026129777510878562,0.61,38,0.0002359222698205749,-12.049400771725471,0.0028427219800432604,0.5307,1.4262295081967213,1.9569295081967213,1,0.00013770311209033325,0.007995616533666178,-6.966575001954753,0.000959319058379889
0.83,53,0.00034817111624973725,-11.487915855399255,0.001976566890313471,0.54,31,0.0001924629043273111,-12.343131974782182,0.0023755950283618774,0.4482,1.5370370370370368,1.9852370370370367,1,0.00013770311209033325,0.013499598456719402,-6.210939694581225,0.0008552657249492186
0.87,73,0.0004795564431364305,-11.026011751082438,0.0026129777510878562,0.7,42,0.0002607561929595828,-11.905010862390295,0.0015702466796756887,0.609,1.2428571428571429,1.8518571428571429,1,0.00013770311209033325,0.007234129244745589,-7.110964911289929,0.0009792019982497837
0.89,82,0.0005386798402354426,-10.858284305344371,0.0028904766261850334,0.79,32,0.00019867138511206307,-12.297328285169057,0.001235803846480032,0.7031000000000001,1.1265822784810127,1.8296822784810127,5,0.0006885155604516662,0.042263415137938215,-4.564446839361873,0.0031426926737550764
0.93,78,0.0005124027748581038,-10.930434091100206,0.0027677471564704903,0.8,48,0.0002980070776680946,-11.7123657844479,0.0017655282129767325,0.7440000000000001,1.1625,1.9065000000000003,3,0.0004131093362709997,0.017772307904158634,-5.814225148493399,0.0024019106920242627
0.84,68,0.0004467101114147572,-11.128373468712114,0.0024566031567519416,0.83,62,0.0003849258086546222,-11.343131974782182,0.002208581712910793,0.6971999999999999,1.0120481927710843,1.709248192771084,3,0.0004131093362709997,0.015782618783958712,-5.9855195805472095,0.00247267402115693
0.89,82,0.0005386798402354426,-10.858284305344371,0.0028904766261850334,0.79,32,0.00019867138511206307,-12.297328285169057,0.001235803846480032,0.7031000000000001,1.1265822784810127,1.8296822784810127,5,0.0006885155604516662,0.042263415137938215,-4.564446839361873,0.0031426926737550764
0.81,57,0.0003744481816270759,-11.382946295797712,0.0021063180200048704,0.72,41,0.0002545477121748308,-11.939776280550973,0.0015373361635181823,0.5832,1.1250000000000002,1.7082000000000002,1,0.00013770311209033325,0.009490731820449284,-6.719264948413977,0.0009252636943560971
0.71,52,0.0003416018499054026,-11.515396591821363,0.0019439121939718864,0.71,50,0.0003104240392375986,-11.653472095394331,0.0018298443199376382,0.5041,1.0,1.5041,4,0.000550812448361333,0.03412283117598457,-4.8731188375469685,0.0026841745180649786
0.48,13,8.540046247635065e-05,-13.515396591821363,0.0011542211194928377,0.52,19,0.00011796113491028745,-13.049400771725471,0.0015393221249319175,0.2496,0.923076923076923,1.172676923076923,1,0.00013770311209033325,0.08979692414732783,-3.477190161215829,0.00047881990652930725
0.12,5,3.284633172167332e-05,-14.893908215075092,0.0004892102498645118,0.39,17,0.0001055441733407835,-13.209865443918718,0.0013942243282213831,0.0468,0.30769230769230765,0.35449230769230766,1,0.00013770311209033325,0.26093929722811743,-1.9382138657688526,0.00026689808121300643
0.25,10,6.569266344334664e-05,-13.893908215075092,0.000912727836285677,0.27,4,2.4833923139007884e-05,-15.297328285169057,0.00037989267486605963,0.0675,0.9259259259259258,0.9934259259259258,1,0.00013770311209033325,0.5544960066097494,-0.8507510245185135,0.00011715106369023871
-0.99,1,6.569266344334665e-06,-17.215836309962455,0.00011309541406061105,0.43,16,9.933569255603154e-05,-13.297328285169057,0.0013208993143521755,-0.42569999999999997,-2.302325581395349,-2.728025581395349,1,0.00013770311209033325,1.3862400165243736,0.471177070368849,-6.488254893539645e-05
0.1,5,3.284633172167332e-05,-14.893908215075092,0.0004892102498645118,0.3,7,4.34593654932638e-05,-14.489973363111451,0.0006297250483751174,0.03,0.33333333333333337,0.3633333333333334,1,0.00013770311209033325,0.6337097218397136,-0.6581059465761174,9.062323692868597e-05
-0.67,1,6.569266344334665e-06,-17.215836309962455,0.00011309541406061105,0.47,17,0.0001055441733407835,-13.209865443918718,0.0013942243282213831,-0.3149,-1.4255319148936172,-1.7404319148936171,1,0.00013770311209033325,1.304696486140587,0.38371422911850966,-5.2838643502961954e-05
-0.78,1,6.569266344334665e-06,-17.215836309962455,0.00011309541406061105,0.43,16,9.933569255603154e-05,-13.297328285169057,0.0013208993143521755,-0.33540000000000003,-1.8139534883720931,-2.149353488372093,1,0.00013770311209033325,1.3862400165243736,0.471177070368849,-6.488254893539645e-05
0.5,12,7.883119613201597e-05,-13.630873809241299,0.0010745380867070605,0.5,25,0.0001552120196187993,-12.653472095394331,0.0019639709591162745,0.25,1.0,1.25,1,0.00013770311209033325,0.07393280088129991,-3.757641620127032,0.0005174389452116541
0.6,21,0.00013795459323102797,-12.823518887183694,0.001769063331871831,0.68,38,0.0002359222698205749,-12.049400771725471,0.0028427219800432604,0.40800000000000003,0.8823529411764705,1.2903529411764705,3,0.0004131093362709997,0.0833828581368044,-3.584105365132341,0.0014806273885151504
0.61,28,0.00018393945764137062,-12.40848138790485,0.0022824093366442598,0.8,48,0.0002980070776680946,-11.7123657844479,0.0017655282129767325,0.488,0.7625,1.2505,1,0.00013770311209033325,0.016502857339575877,-5.921140352409911,0.0008153594536504974
0.54,10,6.569266344334664e-05,-13.893908215075092,0.000912727836285677,0.83,62,0.0003849258086546222,-11.343131974782182,0.002208581712910793,0.4482,0.6506024096385543,1.0988024096385542,1,0.00013770311209033325,0.03577393591030641,-4.804947334905389,0.0006616562014466248
0.72,59,0.0003875867143157452,-11.333193260600613,0.0021706945058879877,0.82,59,0.0003663003663003663,-11.414685235807214,0.0021149726185065417,0.5903999999999999,0.8780487804878049,1.4684487804878048,3,0.0004131093362709997,0.019115059118980156,-5.709146527633678,0.002358501732704631
0.46,13,8.540046247635065e-05,-13.515396591821363,0.0011542211194928377,0.76,43,0.00026696467374433475,-11.871063530466959,0.0016030493123185827,0.3496,0.6052631578947368,0.9548631578947369,2,0.0002754062241806665,0.07935542133949904,-3.6555274024743407,0.0010067549993044178
0.49,20,0.00013138532688669328,-12.893908215075092,0.0016940703456846608,0.74,46,0.00028559011609859066,-11.773766329112043,0.0017008344400725232,0.3626,0.6621621621621622,1.024762162162162,2,0.0002754062241806665,0.04821704405302169,-4.374312980575526,0.0012047130213647828
0.44,15,9.853899516501997e-05,-13.308945714353936,0.0013114501373982356,0.68,38,0.0002359222698205749,-12.049400771725471,0.0028427219800432604,0.2992,0.6470588235294117,0.9462588235294117,2,0.0002754062241806665,0.07782400092768413,-3.683641038683255,0.0010144976697007038
0.78,47,0.00030875551818372924,-11.661247458284818,0.0017792512109022496,0.74,46,0.00028559011609859066,-11.773766329112043,0.0017008344400725232,0.5772,1.0540540540540542,1.6312540540540543,5,0.0006885155604516662,0.05129472771598052,-4.285045642478439,0.0029503206020920123
0.66,31,0.0002036472566743746,-12.261639999575578,0.0024970493482423463,0.67,40,0.00024833923139007885,-11.975400190281693,0.0029739616788431594,0.44220000000000004,0.9850746268656716,1.4272746268656715,1,0.00013770311209033325,0.017886967955153207,-5.804947334905389,0.000799359313536958
0.77,46,0.0003021862518393946,-11.692274353905441,0.0017460281036099595,0.73,39,0.00024213075060532688,-12.011926066306808,0.0014711808217441752,0.5621,1.0547945205479452,1.6168945205479452,1,0.00013770311209033325,0.01236334462897992,-6.337787104550412,0.000872733008062574
0.97,71,0.0004664179104477612,-11.066089190457772,0.002550626782623327,0.83,62,0.0003849258086546222,-11.343131974782182,0.002208581712910793,0.8050999999999999,1.1686746987951808,1.9737746987951807,3,0.0004131093362709997,0.015115747567735103,-6.047803858801553,0.0024984042380067004
0.92,71,0.0004664179104477612,-11.066089190457772,0.002550626782623327,0.91,85,0.0005277208667039176,-10.887937349031354,0.0029063862904104834,0.8372,1.010989010989011,1.8481890109890111,3,0.0004131093362709997,0.01102560410823031,-6.5029984845523785,0.00268644938772475
0.94,86,0.0005649569056127812,-10.789571555260357,0.0030122918828073414,0.9,66,0.0004097597317936301,-11.252934165810602,0.002332375715713422,0.846,1.0444444444444443,1.8904444444444444,5,0.0006885155604516662,0.019538266617679684,-5.67755370880434,0.003909084073811856
0.88,69,0.00045327937775909187,-11.107311853184285,0.0024880119210607546,0.85,61,0.00037871732786987024,-11.36659094760617,0.00217745337088998,0.748,1.035294117647059,1.783294117647059,4,0.000550812448361333,0.02107848920350675,-5.568084723972206,0.003066970379494468
0.7,41,0.0002693399201177213,-11.858284305344371,0.0015783383749854607,0.76,43,0.00026696467374433475,-11.871063530466959,0.0016030493123185827,0.5319999999999999,0.9210526315789473,1.4530526315789474,1,0.00013770311209033325,0.012580737529432772,-6.312639688951332,0.0008692701306735517
0.75,53,0.00034817111624973725,-11.487915855399255,0.001976566890313471,0.71,50,0.0003104240392375986,-11.653472095394331,0.0018298443199376382,0.5325,1.0563380281690142,1.5888380281690142,3,0.0004131093362709997,0.02510925312949808,-5.3156370732479195,0.0021959393031869673
0.42,16,0.00010510826150935464,-13.215836309962455,0.001389093578932358,0.52,19,0.00011796113491028745,-13.049400771725471,0.0015393221249319175,0.2184,0.8076923076923076,1.0260923076923076,1,0.00013770311209033325,0.07296000086970388,-3.7767504430747363,0.0005200702895999361
0.18,4,2.627706537733866e-05,-15.215836309962455,0.00039982752548776686,0.32,8,4.966784627801577e-05,-14.297328285169057,0.0007101175034541035,0.0576,0.5625,0.6201,1,0.00013770311209033325,0.6931200082621868,-0.5288229296311511,7.282056315493681e-05
0.32,11,7.226192978768131e-05,-13.756404691325157,0.0009940643499354684,0.31,7,4.34593654932638e-05,-14.489973363111451,0.0006297250483751174,0.0992,1.032258064516129,1.131458064516129,1,0.00013770311209033325,0.2880498735635062,-1.7956094703260523,0.0002472610121627723
0.46,13,8.540046247635065e-05,-13.515396591821363,0.0011542211194928377,0.3,7,4.34593654932638e-05,-14.489973363111451,0.0006297250483751174,0.138,1.5333333333333334,1.6713333333333336,1,0.00013770311209033325,0.24373450839988983,-2.0366175698298474,0.0002804485775034216
0.24,4,2.627706537733866e-05,-15.215836309962455,0.00039982752548776686,0.31,7,4.34593654932638e-05,-14.489973363111451,0.0006297250483751174,0.0744,0.7741935483870968,0.8485935483870968,1,0.00013770311209033325,0.792137152299642,-0.33617785168875525,4.629273639338409e-05
0.31,9,5.912339709901198e-05,-14.045911308520143,0.0008304419919111394,0.39,17,0.0001055441733407835,-13.209865443918718,0.0013942243282213831,0.12090000000000001,0.7948717948717948,0.9157717948717948,1,0.00013770311209033325,0.144966276237843,-2.7862107723238028,0.0003836698942885986
0.34,7,4.5984864410342654e-05,-14.40848138790485,0.0006625720629817503,0.45,25,0.0001552120196187993,-12.653472095394331,0.0019639709591162745,0.15300000000000002,0.7555555555555555,0.9085555555555556,1,0.00013770311209033325,0.1267419443679427,-2.98003404146348,0.0004103599616446544
