reality,predict,mape
704.83,543.0869140625,0.23
616.97,539.4971923828125,0.13
668.89,533.0106811523438,0.2
658.9,527.921630859375,0.2
639.33,526.8933715820312,0.18
585.1,526.0125122070312,0.1
810.65,526.0125122070312,0.35
583.09,526.0125122070312,0.1
483.19,524.855712890625,0.09
469.22,523.0231323242188,0.11
441.26,523.9334716796875,0.19
455.24,523.2884521484375,0.15
483.19,523.2884521484375,0.08
780.85,524.855712890625,0.33
758.74,526.9010009765625,0.31
553.08,533.668212890625,0.04
579.03,540.1831665039062,0.07
595.01,556.60595703125,0.06
535.18,561.672119140625,0.05
513.14,567.745849609375,0.11
519.13,564.4067993164062,0.09
505.23,567.745849609375,0.12
880.53,561.1249389648438,0.36
756.74,555.92041015625,0.27
754.74,548.7026977539062,0.27
740.77,541.2609252929688,0.27
744.76,535.244140625,0.28
720.89,537.3228149414062,0.25
628.95,535.244140625,0.15
585.61,531.6858520507812,0.09
507.15,537.46728515625,0.06
449.25,537.46728515625,0.2
415.31,535.3784790039062,0.29
385.36,535.5288696289062,0.39
385.42,530.3947143554688,0.38
403.05,530.3947143554688,0.32
437.27,530.3947143554688,0.21
449.25,535.7076416015625,0.19
535.11,533.967041015625,0.0
535.11,535.7076416015625,0.0
579.03,538.009521484375,0.07
654.91,536.133056640625,0.18
1088.19,542.4976806640625,0.5
780.83,542.4976806640625,0.31
587.02,552.3353271484375,0.06
579.11,553.55419921875,0.04
595.01,533.40966796875,0.1
636.94,528.45361328125,0.17
700.83,528.45361328125,0.25
960.4,529.2615966796875,0.45
854.58,525.3875732421875,0.39
649.01,525.6681518554688,0.19
636.94,524.9598999023438,0.18
575.04,524.071533203125,0.09
549.08,524.071533203125,0.05
581.03,523.1838989257812,0.1
650.98,522.1024780273438,0.2
419.3,519.7139282226562,0.24
427.29,520.19580078125,0.22
427.29,519.6007080078125,0.22
439.3,518.90576171875,0.18
467.22,519.2338256835938,0.11
551.08,523.467529296875,0.05
503.16,532.071533203125,0.06
505.16,547.5990600585938,0.08
533.11,559.855712890625,0.05
649.02,568.2523193359375,0.12
650.92,575.373291015625,0.12
652.91,594.3973999023438,0.09
640.93,588.6746215820312,0.08
622.96,591.8980712890625,0.05
620.97,590.0404052734375,0.05
630.95,590.0404052734375,0.06
618.97,574.709228515625,0.07
630.95,559.8311157226562,0.11
639.11,542.7440185546875,0.15
644.93,535.94091796875,0.17
583.03,529.3206176757812,0.09
521.13,527.5369873046875,0.01
946.42,522.0714111328125,0.45
604.99,523.0764770507812,0.14
483.19,522.1490478515625,0.08
483.19,522.1490478515625,0.08
491.25,520.4163818359375,0.06
533.11,520.4707641601562,0.02
483.26,524.6102294921875,0.09
1016.31,535.3504638671875,0.47
648.92,563.6397094726562,0.13
708.82,572.6813354492188,0.19
1134.11,589.1339111328125,0.48
978.55,596.0943603515625,0.39
700.94,602.5746459960938,0.14
608.99,598.1331176757812,0.02
581.11,608.6368408203125,0.05
812.65,607.9652099609375,0.25
1096.17,597.8646850585938,0.45
889.1,596.9251098632812,0.33
676.87,577.068603515625,0.15
627.05,569.8465576171875,0.09
597.0,562.40478515625,0.06
1054.24,563.0791625976562,0.47
920.47,568.61376953125,0.38
858.57,559.99853515625,0.35
555.07,559.99853515625,0.01
521.2,550.6273803710938,0.06
483.19,550.6273803710938,0.14
367.85,547.941162109375,0.49
369.38,550.6273803710938,0.49
419.35,550.6273803710938,0.31
435.27,547.2333374023438,0.26
499.17,552.6475830078125,0.11
928.82,558.65576171875,0.4
650.92,566.5839233398438,0.13
888.52,557.7213134765625,0.37
1184.03,576.84228515625,0.51
1054.54,584.44970703125,0.45
726.79,585.7561645507812,0.19
692.85,585.7561645507812,0.15
1104.16,582.8486328125,0.47
1154.26,576.84228515625,0.5
874.54,570.5831298828125,0.35
706.58,564.454833984375,0.2
668.89,560.1266479492188,0.16
734.87,560.1266479492188,0.24
1152.08,550.9061279296875,0.52
962.4,548.2129516601562,0.43
537.18,548.2129516601562,0.02
478.55,548.2129516601562,0.15
439.33,548.2129516601562,0.25
425.29,540.5452880859375,0.27
419.3,540.5452880859375,0.29
425.29,542.8349609375,0.28
475.21,542.8349609375,0.14
964.39,548.2129516601562,0.43
778.84,552.2578125,0.29
585.02,558.899169921875,0.04
954.41,561.6726684570312,0.41
1084.27,554.189697265625,0.49
694.84,542.2647705078125,0.22
692.85,542.2647705078125,0.22
968.39,545.10107421875,0.44
1036.27,544.0678100585938,0.47
968.39,542.1251220703125,0.44
718.65,544.0678100585938,0.24
626.96,544.0678100585938,0.13
1010.32,546.355712890625,0.46
1114.14,536.133056640625,0.52
948.42,534.2625732421875,0.44
710.82,534.4090576171875,0.25
660.9,537.9658203125,0.19
585.11,532.11328125,0.09
744.08,530.3947143554688,0.29
692.85,528.42578125,0.24
483.19,529.4612426757812,0.1
483.19,527.8959350585938,0.09
497.17,526.53076171875,0.06
525.12,526.53076171875,0.0
487.03,526.989501953125,0.08
519.13,528.841796875,0.02
682.86,531.3590698242188,0.22
984.36,545.6773071289062,0.45
872.62,550.1187744140625,0.37
626.96,556.51513671875,0.11
587.02,564.6837158203125,0.04
595.1,560.9920654296875,0.06
593.01,562.6334228515625,0.05
656.91,571.7000122070312,0.13
1044.26,562.6334228515625,0.46
960.4,556.297119140625,0.42
932.45,557.1096801757812,0.4
700.83,549.2393798828125,0.22
652.99,542.731201171875,0.17
670.88,534.4522094726562,0.2
633.04,530.281494140625,0.16
485.19,526.5411376953125,0.09
459.23,524.511474609375,0.14
419.3,524.511474609375,0.25
407.32,523.4600219726562,0.29
415.31,523.0764770507812,0.26
421.3,522.0714111328125,0.24
435.27,523.8438110351562,0.2
443.32,525.7971801757812,0.19
501.53,527.1627197265625,0.05
768.72,538.6077880859375,0.3
918.47,546.362060546875,0.41
656.91,557.112548828125,0.15
608.99,564.6837158203125,0.07
593.08,567.8253173828125,0.04
852.0,575.523193359375,0.32
880.71,574.167724609375,0.35
587.02,571.0166015625,0.03
604.99,572.1666259765625,0.05
754.74,561.672119140625,0.26
972.38,552.687255859375,0.43
676.87,546.750244140625,0.19
652.91,544.449462890625,0.17
614.98,539.4971923828125,0.12
565.13,536.4177856445312,0.05
545.17,535.843505859375,0.02
467.22,535.843505859375,0.15
413.31,535.843505859375,0.3
423.29,533.8856811523438,0.26
401.33,532.1170654296875,0.33
431.28,532.1170654296875,0.23
437.27,533.8856811523438,0.22
479.2,532.4849853515625,0.11
688.85,534.2343139648438,0.22
1058.53,538.63525390625,0.49
694.84,538.63525390625,0.22
656.91,542.9033203125,0.17
1078.2,542.4976806640625,0.5
736.77,534.6910400390625,0.27
667.07,532.90234375,0.2
636.94,538.4254150390625,0.15
625.04,536.2574462890625,0.14
900.67,538.4254150390625,0.4
1092.18,534.4974975585938,0.51
892.51,536.2574462890625,0.4
670.54,534.4974975585938,0.2
686.86,536.2574462890625,0.22
1046.26,536.2574462890625,0.49
609.07,536.2574462890625,0.12
489.18,534.4974975585938,0.09
439.27,532.7078247070312,0.21
411.38,532.90234375,0.3
421.3,536.2574462890625,0.27
413.31,532.90234375,0.29
427.29,532.90234375,0.25
459.23,534.6910400390625,0.16
702.83,534.6910400390625,0.24
914.65,534.6910400390625,0.42
634.94,536.2574462890625,0.16
828.62,536.2574462890625,0.35
1062.23,554.189697265625,0.48
1062.32,564.9330444335938,0.47
856.57,578.6124877929688,0.32
736.77,582.84130859375,0.21
638.94,586.6361083984375,0.08
1014.52,582.1840209960938,0.43
1066.22,582.84130859375,0.45
902.5,580.8739624023438,0.36
670.88,574.6591186523438,0.14
662.9,561.05859375,0.15
588.56,551.70556640625,0.06
892.51,543.7697143554688,0.39
924.46,535.9766845703125,0.42
551.08,533.8856811523438,0.03
503.23,532.1170654296875,0.06
658.9,532.4849853515625,0.19
583.1,530.9302978515625,0.09
461.23,527.5057373046875,0.14
491.18,527.5057373046875,0.07
447.38,532.4410400390625,0.19
443.26,533.8856811523438,0.2
848.59,536.1204223632812,0.37
862.56,544.5771484375,0.37
589.02,547.2706298828125,0.07
954.41,562.0177001953125,0.41
1054.24,598.5343017578125,0.43
1004.33,599.0729370117188,0.4
608.99,599.8816528320312,0.01
571.05,593.6864013671875,0.04
629.05,595.951904296875,0.05
996.41,585.7830200195312,0.41
998.34,582.6815185546875,0.42
684.86,572.047119140625,0.16
649.01,555.635498046875,0.14
686.86,545.00830078125,0.21
648.92,542.1806640625,0.16
606.99,535.8740234375,0.12
650.92,521.7793579101562,0.2
848.59,522.75634765625,0.38
591.11,522.75634765625,0.12
466.64,521.3892211914062,0.12
397.34,522.3768310546875,0.31
399.33,519.6470336914062,0.3
419.3,518.6258544921875,0.24
553.08,521.8953247070312,0.06
846.59,535.3950805664062,0.37
589.02,545.3690795898438,0.07
589.08,556.1046142578125,0.06
966.39,563.7252807617188,0.42
920.47,562.7669677734375,0.39
768.72,567.0108032226562,0.26
609.06,567.4180297851562,0.07
527.12,570.6070556640625,0.08
515.14,570.6070556640625,0.11
784.83,568.232666015625,0.28
912.48,561.401123046875,0.38
624.96,556.51513671875,0.11
571.05,543.3515625,0.05
569.05,534.3524780273438,0.06
559.07,535.740478515625,0.04
527.12,532.071533203125,0.01
477.28,531.0936279296875,0.11
431.28,526.0516967773438,0.22
397.39,525.1746826171875,0.32
399.33,524.6102294921875,0.31
371.38,524.3002319335938,0.41
391.35,523.2884521484375,0.34
405.32,523.2884521484375,0.29
439.27,524.99169921875,0.2
698.84,531.2015380859375,0.24
946.42,537.2389526367188,0.43
614.61,550.3472900390625,0.1
792.82,562.5574951171875,0.29
622.96,564.974853515625,0.09
628.95,572.1409912109375,0.09
581.03,575.504150390625,0.01
1004.33,578.5476684570312,0.42
653.82,572.1409912109375,0.12
649.02,565.5177001953125,0.13
766.72,567.2008666992188,0.26
966.48,554.6869506835938,0.43
906.49,545.3836059570312,0.4
670.88,538.6741333007812,0.2
628.95,538.6741333007812,0.14
571.05,536.4177856445312,0.06
477.2,536.4177856445312,0.12
453.3,538.6741333007812,0.19
433.28,535.7110595703125,0.24
391.35,535.7110595703125,0.37
706.82,535.843505859375,0.24
656.91,535.843505859375,0.18
493.25,533.7258911132812,0.08
469.22,533.8856811523438,0.14
738.77,535.9766845703125,0.27
942.43,538.1209716796875,0.43
619.07,535.9766845703125,0.13
620.97,542.8690795898438,0.13
571.05,544.5771484375,0.05
962.4,544.5771484375,0.43
898.5,541.9295043945312,0.4
616.97,541.9295043945312,0.12
624.28,544.5771484375,0.13
684.86,546.4271850585938,0.2
1062.23,546.4271850585938,0.49
1072.43,544.5771484375,0.49
754.74,544.5771484375,0.28
730.78,542.8690795898438,0.26
650.92,536.105224609375,0.18
937.3,536.105224609375,0.43
634.94,535.9766845703125,0.16
467.22,538.1209716796875,0.15
397.39,535.9766845703125,0.35
393.34,535.9766845703125,0.36
391.35,535.9766845703125,0.37
399.33,532.1170654296875,0.33
427.29,530.5681762695312,0.24
421.3,530.9302978515625,0.26
798.74,536.1204223632812,0.33
668.89,541.1248779296875,0.19
577.04,549.9546508789062,0.05
655.01,547.2706298828125,0.16
980.37,544.9293212890625,0.44
980.37,544.9293212890625,0.44
936.44,559.3263549804688,0.4
658.9,566.0571899414062,0.14
559.07,566.0571899414062,0.01
638.94,559.99853515625,0.12
720.88,557.2569580078125,0.23
720.8,563.0791625976562,0.22
936.61,553.997314453125,0.41
1106.16,551.1910400390625,0.5
846.59,538.7080078125,0.36
604.86,535.843505859375,0.11
547.09,535.843505859375,0.02
872.61,535.843505859375,0.39
589.02,529.0377197265625,0.1
471.21,529.0377197265625,0.12
473.21,529.0377197265625,0.12
461.91,529.0377197265625,0.15
485.19,529.0377197265625,0.09
501.16,529.0377197265625,0.06
878.54,535.843505859375,0.39
768.72,538.7080078125,0.3
541.1,550.6273803710938,0.02
585.02,564.6060791015625,0.03
1048.54,572.9282836914062,0.45
954.41,578.90673828125,0.39
610.98,585.0755615234375,0.04
549.08,583.2699584960938,0.06
565.06,583.2699584960938,0.03
1024.29,583.2699584960938,0.43
1028.29,577.068603515625,0.44
644.93,570.384765625,0.12
626.96,557.041748046875,0.11
604.99,552.687255859375,0.09
750.96,546.0669555664062,0.27
926.46,547.98486328125,0.41
776.71,546.362060546875,0.3
525.12,536.7176513671875,0.02
465.22,536.7176513671875,0.15
453.24,536.0341186523438,0.18
445.26,536.0341186523438,0.2
474.56,530.3203125,0.12
511.21,529.6336669921875,0.04
495.25,537.92333984375,0.09
752.75,545.130615234375,0.28
954.41,545.6773071289062,0.43
638.94,560.0374145507812,0.12
678.87,569.380615234375,0.16
941.95,582.900390625,0.38
970.57,582.4954833984375,0.4
692.85,592.7383422851562,0.14
601.0,589.1339111328125,0.02
776.71,579.0855712890625,0.25
892.59,584.83447265625,0.34
664.89,579.561279296875,0.13
798.67,567.8253173828125,0.29
1076.21,567.8253173828125,0.47
950.42,563.314453125,0.41
904.49,557.154541015625,0.38
848.74,546.0669555664062,0.36
712.81,546.0669555664062,0.23
499.17,543.0869140625,0.09
471.21,545.3836059570312,0.16
437.34,544.5648193359375,0.25
483.19,542.2698974609375,0.12
840.6,542.2698974609375,0.35
782.7,542.2698974609375,0.31
796.83,541.3195190429688,0.32
840.6,542.7985229492188,0.35
664.89,540.503662109375,0.19
670.88,547.2333374023438,0.18
698.84,555.0109252929688,0.21
927.36,568.5028686523438,0.39
1098.17,571.3064575195312,0.48
752.75,571.3064575195312,0.24
587.11,570.6338500976562,0.03
838.6,567.83203125,0.32
1078.2,561.05859375,0.48
1050.25,545.4911499023438,0.48
749.77,540.597900390625,0.28
752.75,542.4976806640625,0.28
992.62,538.4254150390625,0.46
748.75,542.3255004882812,0.28
628.95,538.2747802734375,0.14
894.51,534.2625732421875,0.4
533.11,532.4849853515625,0.0
487.19,534.2625732421875,0.1
425.29,534.2625732421875,0.26
397.34,534.2625732421875,0.34
407.37,534.2625732421875,0.31
888.52,534.2625732421875,0.4
607.05,532.90234375,0.12
553.08,536.2574462890625,0.03
597.0,542.8349609375,0.09
601.0,548.2129516601562,0.09
914.48,554.9839477539062,0.39
1054.24,550.9061279296875,0.48
1016.31,553.26953125,0.46
732.9,560.1266479492188,0.24
638.94,554.9839477539062,0.13
650.92,564.454833984375,0.13
766.8,557.7213134765625,0.27
1120.13,551.70556640625,0.51
1019.75,551.70556640625,0.46
800.67,546.4271850585938,0.32
652.91,546.4271850585938,0.16
664.89,543.7697143554688,0.18
774.71,542.3255004882812,0.3
900.5,540.4346313476562,0.4
635.96,542.3255004882812,0.15
477.27,540.4346313476562,0.13
463.23,540.4346313476562,0.17
463.23,540.4346313476562,0.17
473.21,540.4346313476562,0.14
513.14,540.4346313476562,0.05
724.92,540.4346313476562,0.25
952.41,542.3255004882812,0.43
652.91,540.4346313476562,0.17
608.99,546.4271850585938,0.1
652.91,546.4271850585938,0.16
1100.25,553.26953125,0.5
904.49,550.9061279296875,0.39
608.99,557.7213134765625,0.08
525.12,557.7213134765625,0.06
918.65,563.7962036132812,0.39
922.46,566.2412109375,0.39
646.92,563.7962036132812,0.13
608.99,559.3306274414062,0.08
842.6,554.189697265625,0.34
1062.23,549.974853515625,0.48
1026.38,544.6038208007812,0.47
722.8,549.974853515625,0.24
788.83,544.6038208007812,0.31
576.7,542.2647705078125,0.06
481.2,544.6038208007812,0.13
459.23,544.6038208007812,0.19
463.23,547.28515625,0.18
467.22,552.3353271484375,0.18
497.24,550.4943237304688,0.11
525.12,548.7610473632812,0.05
715.21,553.175537109375,0.23
948.42,554.1199340820312,0.42
581.03,554.1199340820312,0.05
634.94,553.26953125,0.13
636.94,553.26953125,0.13
850.58,553.26953125,0.35
589.02,559.501708984375,0.05
567.21,563.8152465820312,0.01
591.01,558.65576171875,0.05
852.58,558.65576171875,0.34
1140.1,561.05859375,0.51
766.72,555.0109252929688,0.28
722.8,552.6475830078125,0.24
712.81,544.5771484375,0.24
1088.19,541.9295043945312,0.5
620.97,541.9295043945312,0.13
531.19,541.9295043945312,0.02
435.34,539.619873046875,0.24
457.24,534.0991821289062,0.17
862.56,534.2343139648438,0.38
523.13,534.2343139648438,0.02
471.21,536.1204223632812,0.14
461.23,534.2343139648438,0.16
523.13,536.1204223632812,0.02
925.01,536.1204223632812,0.42
567.05,546.3347778320312,0.04
603.0,543.9957275390625,0.1
652.91,549.0159301757812,0.16
1012.31,556.479736328125,0.45
1002.33,566.5194091796875,0.43
630.95,572.174072265625,0.09
585.51,569.3423461914062,0.03
640.93,580.8739624023438,0.09
832.61,567.83203125,0.32
1082.2,565.3882446289062,0.48
1060.32,558.65576171875,0.47
758.74,554.0695190429688,0.27
742.76,549.5643920898438,0.26
622.96,545.4298706054688,0.12
778.7,540.503662109375,0.31
856.74,540.503662109375,0.37
467.22,540.503662109375,0.16
463.23,540.503662109375,0.17
457.24,535.99169921875,0.17
433.28,533.8856811523438,0.23
441.26,535.99169921875,0.21
802.73,535.99169921875,0.33
826.62,532.1170654296875,0.36
547.09,540.4346313476562,0.01
591.11,549.0159301757812,0.07
589.02,565.3882446289062,0.04
804.66,573.9915771484375,0.29
1056.24,581.539306640625,0.45
1036.27,594.6644897460938,0.43
667.07,594.6644897460938,0.11
523.2,594.6644897460938,0.14
579.03,594.6644897460938,0.03
842.6,594.6644897460938,0.29
1060.45,587.014892578125,0.45
1014.31,583.768310546875,0.42
632.95,576.84228515625,0.09
639.33,569.7056274414062,0.11
610.98,562.883544921875,0.08
557.07,559.3306274414062,0.0
788.84,559.3306274414062,0.29
764.73,549.974853515625,0.28
427.34,549.974853515625,0.29
451.25,549.974853515625,0.22
419.3,547.28515625,0.31
443.26,546.355712890625,0.23
453.24,546.355712890625,0.21
587.02,550.4093017578125,0.06
900.68,546.355712890625,0.39
603.0,546.4854125976562,0.09
567.05,547.2453002929688,0.03
832.61,552.3436279296875,0.34
1118.22,555.0751953125,0.5
948.42,549.6207885742188,0.42
632.95,552.3436279296875,0.13
549.08,549.6207885742188,0.0
682.86,558.3873901367188,0.18
1040.48,558.3873901367188,0.46
1074.21,558.3873901367188,0.48
882.53,561.1643676757812,0.36
646.92,554.0146484375,0.14
666.74,551.2865600585938,0.17
589.02,556.40869140625,0.06
1010.32,557.4722900390625,0.45
932.45,555.0751953125,0.4
499.24,559.1527709960938,0.12
483.19,551.3999633789062,0.14
471.21,551.3999633789062,0.17
453.43,549.5531005859375,0.21
493.18,547.0469970703125,0.11
545.16,542.4976806640625,0.0
950.61,544.6673583984375,0.43
774.71,544.6673583984375,0.3
591.01,544.6673583984375,0.08
606.99,554.0695190429688,0.09
636.94,557.7197875976562,0.12
1058.24,567.9313354492188,0.46
914.48,563.0791625976562,0.38
626.96,574.9617919921875,0.08
559.07,579.0855712890625,0.04
511.22,576.9962158203125,0.13
545.09,567.8253173828125,0.04
698.92,568.232666015625,0.19
1024.29,560.9920654296875,0.45
714.81,546.7772216796875,0.24
638.94,543.0508422851562,0.15
579.03,531.942138671875,0.08
722.8,527.28564453125,0.27
856.74,524.1636962890625,0.39
493.18,522.7421875,0.06
467.22,525.0918579101562,0.12
426.7,525.4745483398438,0.23
413.31,525.4745483398438,0.27
435.27,523.7752075195312,0.2
513.14,523.584716796875,0.02
958.4,525.8557739257812,0.45
816.79,529.9036254882812,0.35
595.01,536.2730712890625,0.1
610.64,550.6276245117188,0.1
824.7,571.6005859375,0.31
1072.21,582.4954833984375,0.46
972.38,573.8973388671875,0.41
688.96,573.8973388671875,0.17
585.02,572.1409912109375,0.02
535.11,564.1807861328125,0.05
826.62,564.99267578125,0.32
1059.96,555.484619140625,0.48
818.72,556.5689697265625,0.32
682.86,550.8897705078125,0.19
666.89,547.0054931640625,0.18
657.09,544.5648193359375,0.17
806.66,532.1229248046875,0.34
926.46,541.8275756835938,0.42
616.97,532.1229248046875,0.14
483.19,529.9036254882812,0.1
463.23,529.5570068359375,0.14
393.34,528.208251953125,0.34
407.32,529.2794189453125,0.3
443.26,529.6424560546875,0.19
449.31,527.342041015625,0.17
892.51,529.5570068359375,0.41
896.58,541.228271484375,0.4
595.62,556.3641357421875,0.07
638.94,570.384765625,0.11
689.97,567.93310546875,0.18
1072.88,574.0404052734375,0.46
688.85,571.7332153320312,0.17
601.03,578.3782958984375,0.04
573.04,587.4842529296875,0.03
891.62,585.0755615234375,0.34
1062.44,588.01318359375,0.45
778.7,578.90673828125,0.26
585.02,565.8074951171875,0.03
593.09,562.355712890625,0.05
926.46,561.3445434570312,0.39
612.98,557.9277954101562,0.09
674.88,549.9546508789062,0.19
367.82,546.4271850585938,0.49
429.28,538.2747802734375,0.25
419.3,540.4346313476562,0.29
425.41,540.4346313476562,0.27
425.38,538.2747802734375,0.27
603.0,533.8856811523438,0.11
898.5,538.2747802734375,0.4
820.63,549.0159301757812,0.33
559.13,562.603515625,0.01
555.07,579.0120239257812,0.04
1060.23,592.5794067382812,0.44
1056.46,601.1526489257812,0.43
976.37,600.6277465820312,0.38
616.97,612.240478515625,0.01
578.94,619.5523681640625,0.07
1010.32,608.5714111328125,0.4
1126.36,605.953857421875,0.46
1042.34,589.635498046875,0.43
714.81,583.4794311523438,0.18
742.76,576.7025146484375,0.22
758.74,566.5201416015625,0.25
706.82,559.0770874023438,0.21
593.01,555.8721923828125,0.06
966.58,554.9290161132812,0.43
