power,temperature,humidity,speed
786.69,0.72 ,0.80 ,0.15 
802.66,0.72 ,0.87 ,0.08 
864.56,0.74 ,0.75 ,0.23 
882.53,0.79 ,0.66 ,0.31 
894.76,0.85 ,0.61 ,0.23 
926.46,0.87 ,0.61 ,0.38 
1108.15,0.90 ,0.61 ,0.31 
1172.05,0.92 ,0.53 ,0.31 
1106.16,0.95 ,0.45 ,0.23 
1076.21,0.95 ,0.49 ,0.23 
1040.27,0.95 ,0.45 ,0.31 
1072.21,0.95 ,0.41 ,0.23 
1132.19,0.95 ,0.41 ,0.23 
1176.28,0.90 ,0.56 ,0.31 
1146.09,0.87 ,0.66 ,0.23 
1048.25,0.85 ,0.70 ,0.31 
906.49,0.82 ,0.70 ,0.31 
854.58,0.79 ,0.76 ,0.23 
804.66,0.77 ,0.82 ,0.15 
758.74,0.77 ,0.82 ,0.15 
730.98,0.77 ,0.82 ,0.08 
730.78,0.74 ,0.87 ,0.15 
724.79,0.74 ,0.87 ,0.08 
756.74,0.72 ,0.87 ,0.08 
746.76,0.72 ,0.93 ,0.00 
776.71,0.77 ,0.87 ,0.00 
847.34,0.79 ,0.76 ,0.00 
838.6,0.87 ,0.61 ,0.00 
896.51,0.92 ,0.48 ,0.08 
922.54,0.92 ,0.45 ,0.31 
962.58,0.95 ,0.41 ,0.31 
1170.05,0.92 ,0.48 ,0.38 
1148.09,0.95 ,0.41 ,0.31 
1118.14,0.90 ,0.56 ,0.31 
1100.4,0.92 ,0.53 ,0.31 
1082.27,0.92 ,0.48 ,0.31 
1146.09,0.92 ,0.45 ,0.31 
1112.15,0.90 ,0.48 ,0.31 
1074.21,0.87 ,0.52 ,0.31 
1076.21,0.82 ,0.61 ,0.31 
1062.23,0.79 ,0.70 ,0.31 
988.35,0.77 ,0.76 ,0.31 
926.46,0.74 ,0.75 ,0.31 
503.23,0.74 ,0.70 ,0.23 
473.28,0.74 ,0.70 ,0.23 
461.23,0.72 ,0.75 ,0.23 
459.23,0.72 ,0.75 ,0.23 
888.52,0.72 ,0.75 ,0.23 
970.38,0.72 ,0.75 ,0.31 
908.49,0.72 ,0.80 ,0.23 
994.34,0.74 ,0.75 ,0.31 
946.42,0.77 ,0.70 ,0.31 
634.94,0.82 ,0.61 ,0.31 
860.8,0.85 ,0.61 ,0.38 
1205.99,0.87 ,0.52 ,0.38 
1202,0.90 ,0.53 ,0.23 
1174.04,0.90 ,0.53 ,0.23 
652.67,0.87 ,0.52 ,0.31 
608.99,0.90 ,0.48 ,0.31 
1154.08,0.87 ,0.56 ,0.38 
1181.25,0.85 ,0.56 ,0.46 
1140.33,0.79 ,0.66 ,0.38 
1126.12,0.77 ,0.70 ,0.31 
1026.29,0.77 ,0.70 ,0.38 
686.86,0.77 ,0.76 ,0.38 
1058.24,0.77 ,0.70 ,0.31 
754.74,0.74 ,0.75 ,0.38 
501.16,0.74 ,0.80 ,0.31 
473.28,0.72 ,0.80 ,0.31 
461.23,0.72 ,0.80 ,0.31 
710.82,0.72 ,0.80 ,0.31 
746.76,0.72 ,0.80 ,0.31 
767,0.72 ,0.80 ,0.31 
774.71,0.72 ,0.87 ,0.31 
818.64,0.74 ,0.80 ,0.23 
815.88,0.77 ,0.76 ,0.31 
1112.15,0.82 ,0.61 ,0.38 
1140.18,0.82 ,0.61 ,0.38 
1168.29,0.85 ,0.56 ,0.38 
1168.05,0.85 ,0.56 ,0.46 
926.46,0.85 ,0.56 ,0.46 
868.55,0.85 ,0.56 ,0.38 
862.56,0.82 ,0.61 ,0.38 
938.44,0.82 ,0.61 ,0.38 
916.47,0.82 ,0.61 ,0.46 
928.45,0.79 ,0.70 ,0.46 
940.43,0.77 ,0.70 ,0.46 
934.54,0.74 ,0.75 ,0.46 
906.08,0.74 ,0.75 ,0.46 
834.61,0.74 ,0.70 ,0.31 
822.63,0.74 ,0.75 ,0.38 
744.42,0.74 ,0.75 ,0.38 
746.76,0.72 ,0.80 ,0.31 
724.85,0.72 ,0.80 ,0.31 
732.92,0.72 ,0.80 ,0.38 
730.78,0.72 ,0.80 ,0.38 
760.73,0.72 ,0.80 ,0.38 
808.65,0.72 ,0.80 ,0.38 
854.58,0.74 ,0.75 ,0.46 
880.53,0.74 ,0.75 ,0.38 
900.5,0.74 ,0.75 ,0.38 
926.46,0.77 ,0.70 ,0.46 
986.45,0.77 ,0.70 ,0.54 
998.53,0.77 ,0.76 ,0.54 
1110.15,0.79 ,0.66 ,0.38 
850.58,0.79 ,0.66 ,0.46 
888.52,0.79 ,0.70 ,0.46 
908.49,0.79 ,0.66 ,0.46 
924.46,0.77 ,0.70 ,0.46 
1114.14,0.77 ,0.70 ,0.46 
1152.08,0.74 ,0.75 ,0.38 
924.54,0.74 ,0.75 ,0.46 
902.66,0.74 ,0.80 ,0.46 
818.64,0.74 ,0.75 ,0.46 
764.73,0.74 ,0.75 ,0.54 
746.76,0.72 ,0.80 ,0.46 
724.79,0.72 ,0.80 ,0.38 
724.79,0.72 ,0.87 ,0.31 
732.15,0.69 ,0.93 ,0.38 
718.8,0.69 ,0.93 ,0.31 
734.84,0.69 ,0.93 ,0.38 
770.72,0.72 ,0.87 ,0.38 
803.27,0.72 ,0.87 ,0.38 
822.63,0.74 ,0.80 ,0.38 
882.53,0.74 ,0.80 ,0.38 
912.56,0.77 ,0.76 ,0.46 
1006.52,0.79 ,0.76 ,0.46 
1164.06,0.82 ,0.70 ,0.46 
1158.07,0.82 ,0.70 ,0.31 
1192.01,0.82 ,0.70 ,0.46 
1233.94,0.82 ,0.70 ,0.38 
1040.27,0.82 ,0.70 ,0.38 
892.51,0.79 ,0.70 ,0.38 
1289.85,0.77 ,0.76 ,0.38 
1296.2,0.77 ,0.76 ,0.38 
1178.04,0.74 ,0.80 ,0.46 
1132.11,0.74 ,0.75 ,0.46 
1014.31,0.74 ,0.75 ,0.38 
658.9,0.72 ,0.80 ,0.38 
