power,temperature,humidity,speed,,
519.32 ,0.13 ,0.54 ,0.25 ,,
472.63 ,0.10 ,0.66 ,0.25 ,,
409.87 ,0.10 ,0.66 ,0.25 ,,
385.08 ,0.10 ,0.60 ,0.17 ,,
383.36 ,0.13 ,0.54 ,0.25 ,,
383.36 ,0.10 ,0.66 ,0.17 ,,
407.32 ,0.08 ,0.64 ,0.25 ,,
431.74 ,0.10 ,0.66 ,0.25 ,,
499.17 ,0.08 ,0.64 ,0.33 ,,
525.12 ,0.08 ,0.64 ,0.25 ,,
579.13 ,0.10 ,0.60 ,0.33 ,,
587.02 ,0.15 ,0.45 ,0.42 ,,
606.99 ,0.20 ,0.13 ,0.58 ,,
616.97 ,0.23 ,0.07 ,0.58 ,,
620.97 ,0.23 ,0.07 ,0.67 ,,
631.02 ,0.23 ,0.09 ,0.67 ,,
553.08 ,0.23 ,0.11 ,0.67 ,,
545.09 ,0.23 ,0.07 ,0.67 ,,
591.01 ,0.20 ,0.07 ,0.75 ,,
653.00 ,0.18 ,0.13 ,0.50 ,,
660.90 ,0.18 ,0.15 ,0.42 ,,
666.89 ,0.15 ,0.17 ,0.33 ,,
646.92 ,0.13 ,0.40 ,0.33 ,,
619.06 ,0.13 ,0.45 ,0.33 ,,
553.08 ,0.08 ,0.59 ,0.25 ,,
515.14 ,0.05 ,0.64 ,0.17 ,,
473.21 ,0.03 ,0.70 ,0.25 ,,
435.27 ,0.05 ,0.64 ,0.25 ,,
399.39 ,0.08 ,0.59 ,0.17 ,,
415.31 ,0.08 ,0.54 ,0.17 ,,
431.28 ,0.03 ,0.64 ,0.08 ,,
433.34 ,0.03 ,0.70 ,0.17 ,,
493.18 ,0.00 ,0.70 ,0.00 ,,
542.13 ,0.00 ,0.77 ,0.25 ,,
597.10 ,0.05 ,0.77 ,0.17 ,,
601.00 ,0.13 ,0.45 ,0.17 ,,
601.00 ,0.18 ,0.23 ,0.17 ,,
612.93 ,0.20 ,0.18 ,0.17 ,,
630.95 ,0.23 ,0.16 ,0.17 ,,
618.97 ,0.23 ,0.11 ,0.17 ,,
593.01 ,0.25 ,0.08 ,0.08 ,,
557.07 ,0.25 ,0.08 ,0.17 ,,
595.10 ,0.25 ,0.09 ,0.17 ,,
644.93 ,0.23 ,0.09 ,0.17 ,,
668.89 ,0.20 ,0.33 ,0.33 ,,
662.99 ,0.18 ,0.37 ,0.33 ,,
620.97 ,0.15 ,0.45 ,0.33 ,,
603.29 ,0.15 ,0.45 ,0.42 ,,
537.36 ,0.13 ,0.54 ,0.33 ,,
512.14 ,0.13 ,0.54 ,0.25 ,,
452.24 ,0.10 ,0.60 ,0.25 ,,
416.23 ,0.10 ,0.66 ,0.17 ,,
388.60 ,0.10 ,0.66 ,0.17 ,,
403.56 ,0.10 ,0.66 ,0.25 ,,
403.56 ,0.08 ,0.71 ,0.17 ,,
431.79 ,0.08 ,0.71 ,0.17 ,,
466.57 ,0.08 ,0.64 ,0.25 ,,
527.80 ,0.08 ,0.71 ,0.17 ,,
523.08 ,0.15 ,0.66 ,0.25 ,,
527.57 ,0.20 ,0.51 ,0.33 ,,
542.05 ,0.25 ,0.34 ,0.42 ,,
548.58 ,0.30 ,0.28 ,0.50 ,,
548.58 ,0.33 ,0.20 ,0.58 ,,
556.92 ,0.35 ,0.13 ,0.58 ,,
510.68 ,0.35 ,0.17 ,0.50 ,,
546.09 ,0.38 ,0.15 ,0.50 ,,
565.35 ,0.35 ,0.29 ,0.42 ,,
601.50 ,0.33 ,0.39 ,0.42 ,,
617.56 ,0.30 ,0.47 ,0.42 ,,
599.00 ,0.28 ,0.56 ,0.33 ,,
571.05 ,0.28 ,0.61 ,0.42 ,,
573.04 ,0.25 ,0.72 ,0.42 ,,
473.21 ,0.25 ,0.72 ,0.50 ,,
449.25 ,0.25 ,0.72 ,0.33 ,,
389.40 ,0.25 ,0.72 ,0.42 ,,
381.36 ,0.25 ,0.72 ,0.50 ,,
359.45 ,0.23 ,0.72 ,0.33 ,,
389.35 ,0.23 ,0.72 ,0.33 ,,
397.34 ,0.23 ,0.72 ,0.33 ,,
437.27 ,0.20 ,0.78 ,0.33 ,,
467.22 ,0.20 ,0.78 ,0.25 ,,
481.12 ,0.20 ,0.78 ,0.25 ,,
490.71 ,0.25 ,0.72 ,0.25 ,,
544.64 ,0.33 ,0.52 ,0.42 ,,
536.06 ,0.40 ,0.36 ,0.42 ,,
548.29 ,0.45 ,0.24 ,0.50 ,,
535.90 ,0.48 ,0.18 ,0.50 ,,
573.73 ,0.50 ,0.15 ,0.58 ,,
539.90 ,0.50 ,0.13 ,0.58 ,,
541.05 ,0.53 ,0.15 ,0.50 ,,
569.62 ,0.50 ,0.22 ,0.42 ,,
603.48 ,0.48 ,0.30 ,0.33 ,,
609.38 ,0.43 ,0.44 ,0.33 ,,
610.62 ,0.40 ,0.52 ,0.25 ,,
584.24 ,0.40 ,0.57 ,0.33 ,,
531.94 ,0.40 ,0.62 ,0.42 ,,
525.54 ,0.40 ,0.68 ,0.50 ,,
461.58 ,0.38 ,0.74 ,0.42 ,,
388.50 ,0.38 ,0.74 ,0.50 ,,
359.45 ,0.38 ,0.68 ,0.50 ,,
359.40 ,0.38 ,0.68 ,0.42 ,,
393.34 ,0.38 ,0.68 ,0.33 ,,
361.40 ,0.35 ,0.72 ,0.25 ,,
375.37 ,0.33 ,0.72 ,0.25 ,,
403.33 ,0.30 ,0.79 ,0.25 ,,
425.29 ,0.30 ,0.79 ,0.17 ,,
461.30 ,0.35 ,0.62 ,0.08 ,,
497.24 ,0.35 ,0.56 ,0.25 ,,
535.11 ,0.43 ,0.32 ,0.25 ,,
537.10 ,0.43 ,0.29 ,0.50 ,,
569.05 ,0.43 ,0.29 ,0.50 ,,
533.11 ,0.45 ,0.26 ,0.58 ,,
507.15 ,0.43 ,0.29 ,0.58 ,,
445.26 ,0.40 ,0.36 ,0.58 ,,
457.30 ,0.35 ,0.56 ,0.67 ,,
513.22 ,0.33 ,0.56 ,0.67 ,,
527.12 ,0.28 ,0.67 ,0.67 ,,
523.85 ,0.28 ,0.67 ,0.67 ,,
519.32 ,0.28 ,0.67 ,0.58 ,,
502.28 ,0.25 ,0.72 ,0.58 ,,
460.38 ,0.25 ,0.72 ,0.58 ,,
399.42 ,0.25 ,0.72 ,0.58 ,,
359.47 ,0.25 ,0.67 ,0.58 ,,
344.71 ,0.25 ,0.67 ,0.42 ,,
338.35 ,0.25 ,0.61 ,0.50 ,,
338.35 ,0.23 ,0.72 ,0.42 ,,
369.89 ,0.23 ,0.72 ,0.42 ,,
380.88 ,0.23 ,0.72 ,0.42 ,,
425.44 ,0.23 ,0.66 ,0.58 ,,
463.34 ,0.23 ,0.66 ,0.42 ,,
475.21 ,0.23 ,0.66 ,0.42 ,,
507.15 ,0.28 ,0.51 ,0.58 ,,
489.18 ,0.28 ,0.51 ,0.50 ,,
517.14 ,0.30 ,0.47 ,0.42 ,,
517.14 ,0.33 ,0.39 ,0.42 ,,
495.24 ,0.33 ,0.31 ,0.50 ,,
487.19 ,0.33 ,0.31 ,0.42 ,,
489.18 ,0.30 ,0.34 ,0.50 ,,
533.18 ,0.30 ,0.34 ,0.50 ,,
521.13 ,0.28 ,0.38 ,0.58 ,,
527.12 ,0.25 ,0.46 ,0.50 ,,
534.98 ,0.23 ,0.51 ,0.50 ,,
500.20 ,0.23 ,0.55 ,0.33 ,,
481.04 ,0.23 ,0.55 ,0.33 ,,
416.30 ,0.23 ,0.55 ,0.17 ,,
382.54 ,0.23 ,0.61 ,0.17 ,,
369.93 ,0.23 ,0.61 ,0.08 ,,
367.06 ,0.18 ,0.66 ,0.08 ,,
355.17 ,0.15 ,0.71 ,0.17 ,,
375.46 ,0.15 ,0.71 ,0.00 ,,
387.44 ,0.15 ,0.78 ,0.00 ,,
385.08 ,0.13 ,0.78 ,0.00 ,,
395.16 ,0.13 ,0.78 ,0.00 ,,
428.79 ,0.15 ,0.78 ,0.25 ,,
461.91 ,0.23 ,0.72 ,0.25 ,,
477.14 ,0.28 ,0.56 ,0.42 ,,
489.67 ,0.33 ,0.47 ,0.50 ,,
505.16 ,0.35 ,0.43 ,0.42 ,,
527.17 ,0.38 ,0.36 ,0.33 ,,
498.58 ,0.40 ,0.29 ,0.42 ,,
471.33 ,0.43 ,0.29 ,0.42 ,,
459.23 ,0.40 ,0.36 ,0.33 ,,
467.22 ,0.38 ,0.39 ,0.42 ,,
511.15 ,0.35 ,0.47 ,0.42 ,,
517.14 ,0.33 ,0.56 ,0.33 ,,
511.21 ,0.33 ,0.56 ,0.42 ,,
489.18 ,0.30 ,0.61 ,0.25 ,,
465.22 ,0.33 ,0.61 ,0.25 ,,
417.19 ,0.33 ,0.61 ,0.25 ,,
404.63 ,0.30 ,0.67 ,0.25 ,,
383.36 ,0.30 ,0.67 ,0.25 ,,
389.35 ,0.30 ,0.67 ,0.17 ,,
349.42 ,0.28 ,0.72 ,0.17 ,,
373.38 ,0.28 ,0.72 ,0.17 ,,
377.42 ,0.25 ,0.78 ,0.00 ,,
373.38 ,0.25 ,0.78 ,0.08 ,,
406.40 ,0.23 ,0.78 ,0.00 ,,
431.34 ,0.23 ,0.85 ,0.00 ,,
467.83 ,0.25 ,0.85 ,0.17 ,,
489.67 ,0.30 ,0.72 ,0.25 ,,
488.22 ,0.35 ,0.62 ,0.25 ,,
504.44 ,0.40 ,0.47 ,0.33 ,,
490.77 ,0.43 ,0.36 ,0.25 ,,
499.12 ,0.43 ,0.36 ,0.42 ,,
496.05 ,0.43 ,0.40 ,0.58 ,,
505.11 ,0.40 ,0.44 ,0.50 ,,
531.41 ,0.38 ,0.56 ,0.50 ,,
582.58 ,0.35 ,0.62 ,0.50 ,,
599.00 ,0.33 ,0.67 ,0.50 ,,
555.76 ,0.33 ,0.67 ,0.42 ,,
557.66 ,0.33 ,0.67 ,0.42 ,,
501.53 ,0.33 ,0.67 ,0.42 ,,
449.25 ,0.33 ,0.67 ,0.33 ,,
429.28 ,0.30 ,0.72 ,0.25 ,,
363.39 ,0.30 ,0.72 ,0.33 ,,
331.45 ,0.30 ,0.72 ,0.25 ,,
323.50 ,0.30 ,0.79 ,0.17 ,,
367.39 ,0.30 ,0.79 ,0.25 ,,
351.41 ,0.30 ,0.79 ,0.25 ,,
365.39 ,0.30 ,0.79 ,0.17 ,,
379.62 ,0.30 ,0.79 ,0.25 ,,
418.65 ,0.30 ,0.85 ,0.33 ,,
446.32 ,0.33 ,0.79 ,0.33 ,,
436.62 ,0.33 ,0.79 ,0.42 ,,
445.09 ,0.35 ,0.72 ,0.33 ,,
463.00 ,0.38 ,0.74 ,0.50 ,,
475.02 ,0.43 ,0.62 ,0.67 ,,
451.90 ,0.45 ,0.57 ,0.58 ,,
454.66 ,0.45 ,0.57 ,0.42 ,,
437.78 ,0.43 ,0.68 ,0.42 ,,
464.15 ,0.40 ,0.74 ,0.25 ,,
486.96 ,0.40 ,0.79 ,0.17 ,,
478.62 ,0.38 ,0.86 ,0.17 ,,
464.45 ,0.38 ,0.79 ,0.17 ,,
452.24 ,0.38 ,0.79 ,0.17 ,,
445.60 ,0.35 ,0.86 ,0.08 ,,
403.55 ,0.35 ,0.86 ,0.17 ,,
357.32 ,0.35 ,0.79 ,0.17 ,,
338.00 ,0.35 ,0.79 ,0.25 ,,
334.64 ,0.33 ,0.79 ,0.17 ,,
330.01 ,0.30 ,0.85 ,0.17 ,,
345.93 ,0.28 ,0.92 ,0.17 ,,
337.44 ,0.25 ,0.92 ,0.25 ,,
349.47 ,0.28 ,0.85 ,0.33 ,,
391.35 ,0.28 ,0.92 ,0.08 ,,
419.30 ,0.28 ,0.92 ,0.17 ,,
441.32 ,0.28 ,0.92 ,0.17 ,,
469.22 ,0.28 ,0.92 ,0.08 ,,
475.21 ,0.30 ,0.92 ,0.25 ,,
465.22 ,0.33 ,0.93 ,0.25 ,,
473.21 ,0.40 ,0.79 ,0.08 ,,
445.26 ,0.48 ,0.57 ,0.25 ,,
433.34 ,0.50 ,0.53 ,0.25 ,,
413.31 ,0.53 ,0.45 ,0.17 ,,
437.33 ,0.53 ,0.45 ,0.25 ,,
489.18 ,0.48 ,0.57 ,0.50 ,,
454.29 ,0.43 ,0.68 ,0.25 ,,
466.64 ,0.40 ,0.68 ,0.33 ,,
460.42 ,0.33 ,0.79 ,0.25 ,,
446.25 ,0.30 ,0.85 ,0.25 ,,
400.63 ,0.30 ,0.79 ,0.42 ,,
388.85 ,0.30 ,0.85 ,0.50 ,,
344.25 ,0.30 ,0.92 ,0.33 ,,
338.26 ,0.30 ,0.92 ,0.33 ,,
323.87 ,0.30 ,0.92 ,0.33 ,,
320.29 ,0.33 ,0.85 ,0.33 ,,
340.68 ,0.33 ,0.85 ,0.42 ,,
355.27 ,0.35 ,0.86 ,0.33 ,,
373.10 ,0.35 ,0.86 ,0.33 ,,
388.03 ,0.38 ,0.79 ,0.42 ,,
409.41 ,0.38 ,0.79 ,0.42 ,,
423.70 ,0.40 ,0.79 ,0.50 ,,
409.41 ,0.45 ,0.68 ,0.50 ,,
411.31 ,0.50 ,0.57 ,0.42 ,,
409.38 ,0.53 ,0.53 ,0.50 ,,
381.36 ,0.55 ,0.49 ,0.42 ,,
389.40 ,0.58 ,0.45 ,0.42 ,,
411.31 ,0.58 ,0.45 ,0.50 ,,
401.33 ,0.58 ,0.49 ,0.42 ,,
449.25 ,0.53 ,0.59 ,0.50 ,,
443.26 ,0.50 ,0.57 ,0.42 ,,
435.27 ,0.48 ,0.63 ,0.50 ,,
431.34 ,0.48 ,0.63 ,0.50 ,,
416.17 ,0.45 ,0.74 ,0.42 ,,
376.67 ,0.43 ,0.79 ,0.42 ,,
353.12 ,0.43 ,0.79 ,0.42 ,,
344.25 ,0.43 ,0.86 ,0.42 ,,
323.64 ,0.43 ,0.86 ,0.42 ,,
335.85 ,0.45 ,0.79 ,0.42 ,,
323.69 ,0.45 ,0.79 ,0.42 ,,
338.31 ,0.45 ,0.79 ,0.33 ,,
361.07 ,0.43 ,0.93 ,0.33 ,,
363.63 ,0.43 ,0.93 ,0.33 ,,
403.56 ,0.43 ,0.86 ,0.25 ,,
405.67 ,0.45 ,0.86 ,0.33 ,,
407.76 ,0.48 ,0.79 ,0.33 ,,
414.07 ,0.53 ,0.63 ,0.42 ,,
435.09 ,0.60 ,0.49 ,0.33 ,,
409.87 ,0.65 ,0.39 ,0.33 ,,
417.39 ,0.68 ,0.29 ,0.42 ,,
420.33 ,0.68 ,0.29 ,0.42 ,,
415.77 ,0.68 ,0.26 ,0.33 ,,
414.03 ,0.68 ,0.26 ,0.33 ,,
436.37 ,0.63 ,0.34 ,0.25 ,,
457.24 ,0.60 ,0.38 ,0.17 ,,
455.24 ,0.58 ,0.41 ,0.25 ,,
417.30 ,0.55 ,0.45 ,0.17 ,,
423.29 ,0.50 ,0.57 ,0.08 ,,
393.34 ,0.45 ,0.62 ,0.17 ,,
359.45 ,0.50 ,0.53 ,0.17 ,,
341.43 ,0.43 ,0.74 ,0.25 ,,
333.49 ,0.43 ,0.74 ,0.25 ,,
323.46 ,0.40 ,0.79 ,0.25 ,,
337.44 ,0.38 ,0.79 ,0.33 ,,
342.04 ,0.35 ,0.86 ,0.33 ,,
356.28 ,0.35 ,0.86 ,0.25 ,,
355.22 ,0.35 ,0.86 ,0.25 ,,
422.54 ,0.35 ,0.93 ,0.17 ,,
411.40 ,0.35 ,0.93 ,0.08 ,,
426.68 ,0.35 ,0.93 ,0.08 ,,
434.20 ,0.38 ,0.86 ,0.08 ,,
448.60 ,0.40 ,0.86 ,0.08 ,,
416.11 ,0.45 ,0.68 ,0.17 ,,
405.47 ,0.45 ,0.68 ,0.25 ,,
407.89 ,0.45 ,0.68 ,0.25 ,,
382.66 ,0.45 ,0.68 ,0.25 ,,
395.21 ,0.43 ,0.74 ,0.25 ,,
447.81 ,0.43 ,0.68 ,0.25 ,,
458.14 ,0.40 ,0.74 ,0.25 ,,
449.74 ,0.38 ,0.74 ,0.33 ,,
448.92 ,0.35 ,0.79 ,0.33 ,,
453.54 ,0.33 ,0.85 ,0.33 ,,
406.09 ,0.33 ,0.85 ,0.33 ,,
350.61 ,0.33 ,0.85 ,0.17 ,,
305.49 ,0.33 ,0.93 ,0.25 ,,
319.47 ,0.35 ,0.86 ,0.25 ,,
299.50 ,0.35 ,0.86 ,0.33 ,,
311.48 ,0.33 ,0.85 ,0.42 ,,
333.45 ,0.33 ,0.85 ,0.33 ,,
351.62 ,0.33 ,0.85 ,0.33 ,,
375.43 ,0.33 ,0.85 ,0.33 ,,
427.34 ,0.33 ,0.85 ,0.50 ,,
433.28 ,0.33 ,0.79 ,0.50 ,,
455.24 ,0.33 ,0.72 ,0.42 ,,
485.19 ,0.30 ,0.85 ,0.50 ,,
473.21 ,0.30 ,0.79 ,0.58 ,,
467.22 ,0.30 ,0.56 ,0.83 ,,
467.22 ,0.28 ,0.56 ,0.67 ,,
441.32 ,0.28 ,0.56 ,0.75 ,,
425.29 ,0.25 ,0.55 ,0.67 ,,
437.94 ,0.25 ,0.51 ,0.75 ,,
489.67 ,0.23 ,0.55 ,0.67 ,,
491.77 ,0.23 ,0.51 ,0.58 ,,
485.80 ,0.23 ,0.51 ,0.50 ,,
485.54 ,0.23 ,0.51 ,0.58 ,,
479.23 ,0.20 ,0.51 ,0.67 ,,
430.95 ,0.20 ,0.51 ,0.50 ,,
409.87 ,0.20 ,0.51 ,0.58 ,,
397.25 ,0.20 ,0.51 ,0.58 ,,
374.08 ,0.20 ,0.51 ,0.50 ,,
369.88 ,0.18 ,0.49 ,0.58 ,,
377.88 ,0.15 ,0.54 ,0.50 ,,
363.65 ,0.15 ,0.45 ,0.50 ,,
396.80 ,0.13 ,0.49 ,0.50 ,,
419.13 ,0.13 ,0.49 ,0.42 ,,
455.24 ,0.13 ,0.49 ,0.42 ,,
497.17 ,0.15 ,0.45 ,0.42 ,,
493.18 ,0.15 ,0.45 ,0.50 ,,
525.12 ,0.18 ,0.37 ,0.50 ,,
563.06 ,0.23 ,0.30 ,0.50 ,,
605.08 ,0.23 ,0.30 ,0.42 ,,
561.06 ,0.23 ,0.26 ,0.50 ,,
541.10 ,0.23 ,0.26 ,0.58 ,,
571.12 ,0.23 ,0.26 ,0.42 ,,
578.17 ,0.20 ,0.33 ,0.58 ,,
591.41 ,0.18 ,0.33 ,0.42 ,,
615.86 ,0.18 ,0.33 ,0.50 ,,
573.82 ,0.18 ,0.37 ,0.50 ,,
547.04 ,0.18 ,0.37 ,0.42 ,,
579.22 ,0.18 ,0.37 ,0.33 ,,
496.05 ,0.18 ,0.41 ,0.25 ,,
488.11 ,0.18 ,0.41 ,0.25 ,,
439.30 ,0.18 ,0.45 ,0.25 ,,
424.54 ,0.18 ,0.45 ,0.25 ,,
409.87 ,0.18 ,0.49 ,0.25 ,,
394.64 ,0.20 ,0.46 ,0.33 ,,
405.67 ,0.20 ,0.51 ,0.33 ,,
439.23 ,0.20 ,0.55 ,0.50 ,,
445.60 ,0.20 ,0.55 ,0.42 ,,
557.00 ,0.23 ,0.51 ,0.42 ,,
559.10 ,0.23 ,0.55 ,0.42 ,,
592.25 ,0.23 ,0.61 ,0.50 ,,
600.33 ,0.23 ,0.61 ,0.50 ,,
576.28 ,0.23 ,0.61 ,0.42 ,,
646.05 ,0.20 ,0.78 ,0.42 ,,
619.15 ,0.20 ,0.85 ,0.42 ,,
565.13 ,0.20 ,0.85 ,0.50 ,,
601.00 ,0.20 ,0.85 ,0.42 ,,
603.00 ,0.20 ,0.85 ,0.50 ,,
656.91 ,0.23 ,0.85 ,0.42 ,,
653.41 ,0.23 ,0.85 ,0.50 ,,
634.97 ,0.25 ,0.78 ,0.42 ,,
610.98 ,0.25 ,0.78 ,0.50 ,,
628.95 ,0.25 ,0.85 ,0.33 ,,
583.11 ,0.25 ,0.85 ,0.42 ,,
515.14 ,0.28 ,0.85 ,0.33 ,,
491.18 ,0.28 ,0.85 ,0.33 ,,
425.29 ,0.28 ,0.92 ,0.25 ,,
415.31 ,0.28 ,0.92 ,0.17 ,,
403.33 ,0.28 ,0.92 ,0.17 ,,
445.66 ,0.28 ,0.92 ,0.17 ,,
431.28 ,0.30 ,0.85 ,0.17 ,,
449.80 ,0.30 ,0.92 ,0.08 ,,
514.59 ,0.30 ,0.92 ,0.25 ,,
569.53 ,0.30 ,0.92 ,0.33 ,,
560.20 ,0.30 ,0.92 ,0.25 ,,
620.06 ,0.30 ,0.92 ,0.25 ,,
630.58 ,0.30 ,0.92 ,0.33 ,,
632.28 ,0.30 ,0.85 ,0.33 ,,
607.53 ,0.28 ,0.92 ,0.42 ,,
595.06 ,0.28 ,0.85 ,0.50 ,,
615.76 ,0.28 ,0.85 ,0.50 ,,
612.85 ,0.28 ,0.85 ,0.50 ,,
628.82 ,0.28 ,0.85 ,0.50 ,,
655.72 ,0.28 ,0.85 ,0.42 ,,
595.36 ,0.28 ,0.92 ,0.42 ,,
591.01 ,0.28 ,0.92 ,0.42 ,,
585.02 ,0.28 ,0.92 ,0.50 ,,
505.16 ,0.28 ,0.85 ,0.50 ,,
513.14 ,0.28 ,0.85 ,0.42 ,,
449.25 ,0.28 ,0.85 ,0.50 ,,
437.27 ,0.25 ,0.92 ,0.58 ,,
443.26 ,0.25 ,0.85 ,0.67 ,,
413.37 ,0.25 ,0.85 ,0.67 ,,
416.17 ,0.23 ,0.92 ,0.50 ,,
430.82 ,0.23 ,0.85 ,0.67 ,,
468.99 ,0.23 ,0.85 ,0.67 ,,
532.56 ,0.23 ,0.85 ,0.58 ,,
574.59 ,0.23 ,0.85 ,0.42 ,,
592.56 ,0.23 ,0.85 ,0.50 ,,
630.66 ,0.23 ,0.85 ,0.42 ,,
639.07 ,0.23 ,0.92 ,0.42 ,,
668.33 ,0.23 ,0.92 ,0.42 ,,
668.41 ,0.23 ,0.92 ,0.50 ,,
644.16 ,0.23 ,0.92 ,0.42 ,,
609.46 ,0.23 ,0.92 ,0.42 ,,
638.96 ,0.23 ,0.85 ,0.50 ,,
681.00 ,0.18 ,0.85 ,0.58 ,,
697.81 ,0.18 ,0.85 ,0.50 ,,
662.00 ,0.18 ,0.85 ,0.58 ,,
619.96 ,0.18 ,0.85 ,0.42 ,,
611.65 ,0.15 ,0.92 ,0.50 ,,
533.88 ,0.15 ,0.85 ,0.42 ,,
509.02 ,0.15 ,0.85 ,0.42 ,,
488.50 ,0.15 ,0.85 ,0.42 ,,
490.18 ,0.15 ,0.85 ,0.58 ,,
455.29 ,0.15 ,0.85 ,0.50 ,,
447.25 ,0.15 ,0.78 ,0.58 ,,
445.26 ,0.13 ,0.85 ,0.50 ,,
457.30 ,0.13 ,0.78 ,0.50 ,,
459.23 ,0.13 ,0.71 ,0.58 ,,
543.09 ,0.10 ,0.71 ,0.42 ,,
609.06 ,0.10 ,0.78 ,0.42 ,,
616.97 ,0.13 ,0.66 ,0.58 ,,
640.93 ,0.15 ,0.60 ,0.50 ,,
628.95 ,0.15 ,0.66 ,0.58 ,,
640.93 ,0.18 ,0.60 ,0.58 ,,
662.90 ,0.18 ,0.55 ,0.50 ,,
581.07 ,0.20 ,0.51 ,0.50 ,,
617.80 ,0.20 ,0.46 ,0.50 ,,
630.95 ,0.18 ,0.55 ,0.58 ,,
702.03 ,0.15 ,0.60 ,0.42 ,,
697.72 ,0.15 ,0.60 ,0.42 ,,
668.30 ,0.15 ,0.60 ,0.50 ,,
634.68 ,0.15 ,0.60 ,0.42 ,,
657.39 ,0.15 ,0.60 ,0.50 ,,
567.43 ,0.15 ,0.60 ,0.50 ,,
530.22 ,0.15 ,0.60 ,0.42 ,,
497.78 ,0.15 ,0.60 ,0.50 ,,
475.03 ,0.13 ,0.66 ,0.50 ,,
491.77 ,0.13 ,0.66 ,0.50 ,,
439.23 ,0.13 ,0.66 ,0.42 ,,
449.74 ,0.13 ,0.66 ,0.42 ,,
450.66 ,0.13 ,0.66 ,0.42 ,,
464.89 ,0.13 ,0.66 ,0.42 ,,
512.39 ,0.13 ,0.71 ,0.50 ,,
571.32 ,0.15 ,0.66 ,0.42 ,,
595.28 ,0.15 ,0.60 ,0.50 ,,
601.00 ,0.15 ,0.60 ,0.50 ,,
567.05 ,0.15 ,0.66 ,0.58 ,,
539.10 ,0.13 ,0.78 ,0.50 ,,
503.16 ,0.10 ,0.85 ,0.50 ,,
483.27 ,0.13 ,0.85 ,0.50 ,,
481.26 ,0.13 ,0.78 ,0.67 ,,
521.13 ,0.13 ,0.71 ,0.75 ,,
529.12 ,0.13 ,0.60 ,0.67 ,,
525.12 ,0.10 ,0.66 ,0.58 ,,
543.09 ,0.10 ,0.66 ,0.58 ,,
525.12 ,0.10 ,0.66 ,0.58 ,,
497.17 ,0.10 ,0.66 ,0.58 ,,
455.81 ,0.08 ,0.71 ,0.58 ,,
430.63 ,0.08 ,0.71 ,0.58 ,,
378.34 ,0.08 ,0.77 ,0.58 ,,
367.06 ,0.08 ,0.71 ,0.67 ,,
348.86 ,0.08 ,0.64 ,0.67 ,,
382.49 ,0.05 ,0.71 ,0.67 ,,
355.22 ,0.05 ,0.71 ,0.58 ,,
384.70 ,0.05 ,0.71 ,0.67 ,,
454.07 ,0.05 ,0.64 ,0.58 ,,
517.14 ,0.03 ,0.70 ,0.58 ,,
481.33 ,0.05 ,0.64 ,0.67 ,,
481.26 ,0.05 ,0.64 ,0.67 ,,
506.48 ,0.08 ,0.59 ,0.67 ,,
498.07 ,0.13 ,0.45 ,0.58 ,,
506.50 ,0.13 ,0.49 ,0.58 ,,
508.27 ,0.10 ,0.49 ,0.58 ,,
485.97 ,0.10 ,0.60 ,0.67 ,,
474.62 ,0.10 ,0.60 ,0.58 ,,
531.11 ,0.10 ,0.54 ,0.58 ,,
535.11 ,0.05 ,0.84 ,0.58 ,,
543.09 ,0.05 ,0.71 ,0.67 ,,
523.13 ,0.05 ,0.71 ,0.58 ,,
491.18 ,0.05 ,0.64 ,0.58 ,,
495.17 ,0.05 ,0.64 ,0.58 ,,
425.41 ,0.05 ,0.64 ,0.50 ,,
391.35 ,0.05 ,0.64 ,0.58 ,,
353.41 ,0.05 ,0.64 ,0.50 ,,
373.38 ,0.03 ,0.70 ,0.42 ,,
355.41 ,0.03 ,0.70 ,0.50 ,,
345.93 ,0.03 ,0.70 ,0.42 ,,
367.11 ,0.03 ,0.70 ,0.42 ,,
389.92 ,0.00 ,0.77 ,0.42 ,,
418.77 ,0.00 ,0.70 ,0.42 ,,
467.90 ,0.00 ,0.70 ,0.42 ,,
502.28 ,0.03 ,0.70 ,0.58 ,,
532.66 ,0.08 ,0.59 ,0.67 ,,
524.26 ,0.10 ,0.54 ,0.42 ,,
578.37 ,0.15 ,0.45 ,0.50 ,,
531.41 ,0.18 ,0.41 ,0.58 ,,
547.09 ,0.15 ,0.40 ,0.58 ,,
521.26 ,0.15 ,0.45 ,0.50 ,,
525.46 ,0.18 ,0.41 ,0.50 ,,
533.80 ,0.15 ,0.45 ,0.50 ,,
563.22 ,0.15 ,0.49 ,0.42 ,,
600.33 ,0.15 ,0.54 ,0.50 ,,
558.62 ,0.13 ,0.60 ,0.42 ,,
517.43 ,0.13 ,0.60 ,0.33 ,,
479.25 ,0.13 ,0.60 ,0.42 ,,
441.00 ,0.13 ,0.60 ,0.42 ,,
395.34 ,0.13 ,0.60 ,0.42 ,,
391.35 ,0.13 ,0.60 ,0.42 ,,
405.32 ,0.13 ,0.60 ,0.42 ,,
367.39 ,0.13 ,0.60 ,0.42 ,,
379.37 ,0.13 ,0.66 ,0.33 ,,
359.50 ,0.10 ,0.71 ,0.33 ,,
393.34 ,0.10 ,0.78 ,0.42 ,,
393.34 ,0.10 ,0.85 ,0.33 ,,
