power,temperature,humidity,speed,,
348.41 ,0.33 ,0.93 ,0.25 ,,
364.33 ,0.35 ,0.93 ,0.25 ,,
387.30 ,0.38 ,0.93 ,0.50 ,,
439.00 ,0.38 ,0.93 ,0.42 ,,
445.83 ,0.38 ,1.00 ,0.33 ,,
480.13 ,0.40 ,1.00 ,0.33 ,,
501.13 ,0.48 ,0.63 ,0.50 ,,
492.17 ,0.53 ,0.45 ,0.50 ,,
499.73 ,0.58 ,0.31 ,0.50 ,,
483.30 ,0.55 ,0.31 ,0.33 ,,
465.55 ,0.55 ,0.31 ,0.25 ,,
450.98 ,0.53 ,0.33 ,0.25 ,,
440.28 ,0.50 ,0.30 ,0.25 ,,
495.08 ,0.48 ,0.33 ,0.25 ,,
480.99 ,0.48 ,0.33 ,0.25 ,,
495.16 ,0.48 ,0.37 ,0.17 ,,
466.71 ,0.45 ,0.40 ,0.08 ,,
458.17 ,0.45 ,0.57 ,0.25 ,,
411.87 ,0.45 ,0.57 ,0.33 ,,
375.27 ,0.43 ,0.62 ,0.42 ,,
328.90 ,0.40 ,0.52 ,0.58 ,,
330.26 ,0.38 ,0.56 ,0.50 ,,
325.86 ,0.35 ,0.56 ,0.58 ,,
316.62 ,0.33 ,0.67 ,0.67 ,,
314.79 ,0.30 ,0.85 ,0.67 ,,
348.41 ,0.30 ,0.79 ,0.67 ,,
412.09 ,0.30 ,0.72 ,0.67 ,,
432.83 ,0.30 ,0.72 ,0.67 ,,
435.06 ,0.28 ,0.78 ,0.67 ,,
467.02 ,0.28 ,0.72 ,0.58 ,,
481.91 ,0.25 ,0.78 ,0.58 ,,
484.56 ,0.25 ,0.67 ,0.67 ,,
466.90 ,0.25 ,0.55 ,0.67 ,,
483.18 ,0.25 ,0.51 ,0.67 ,,
450.58 ,0.23 ,0.61 ,0.67 ,,
449.27 ,0.23 ,0.55 ,0.58 ,,
456.75 ,0.20 ,0.60 ,0.67 ,,
513.33 ,0.18 ,0.71 ,0.50 ,,
539.95 ,0.15 ,0.85 ,0.33 ,,
513.41 ,0.15 ,0.85 ,0.33 ,,
504.54 ,0.15 ,0.78 ,0.50 ,,
472.19 ,0.15 ,0.78 ,0.58 ,,
447.39 ,0.15 ,0.78 ,0.42 ,,
431.34 ,0.15 ,0.71 ,0.42 ,,
348.41 ,0.15 ,0.71 ,0.50 ,,
332.49 ,0.15 ,0.71 ,0.42 ,,
330.66 ,0.15 ,0.66 ,0.50 ,,
331.62 ,0.15 ,0.66 ,0.25 ,,
386.40 ,0.15 ,0.66 ,0.33 ,,
415.95 ,0.15 ,0.66 ,0.42 ,,
460.89 ,0.15 ,0.66 ,0.33 ,,
455.20 ,0.15 ,0.60 ,0.42 ,,
515.41 ,0.15 ,0.60 ,0.42 ,,
529.50 ,0.18 ,0.55 ,0.42 ,,
553.36 ,0.20 ,0.55 ,0.42 ,,
527.24 ,0.23 ,0.41 ,0.50 ,,
535.19 ,0.23 ,0.41 ,0.42 ,,
503.73 ,0.25 ,0.34 ,0.50 ,,
512.91 ,0.25 ,0.34 ,0.50 ,,
510.05 ,0.25 ,0.34 ,0.42 ,,
594.35 ,0.25 ,0.34 ,0.42 ,,
585.71 ,0.23 ,0.38 ,0.42 ,,
572.68 ,0.20 ,0.41 ,0.42 ,,
599.00 ,0.20 ,0.41 ,0.42 ,,
488.04 ,0.20 ,0.41 ,0.42 ,,
439.63 ,0.15 ,0.54 ,0.25 ,,
431.34 ,0.13 ,0.66 ,0.33 ,,
401.79 ,0.10 ,0.71 ,0.25 ,,
375.22 ,0.10 ,0.71 ,0.25 ,,
340.89 ,0.10 ,0.71 ,0.25 ,,
321.85 ,0.13 ,0.66 ,0.25 ,,
330.72 ,0.10 ,0.71 ,0.17 ,,
349.65 ,0.10 ,0.71 ,0.25 ,,
344.81 ,0.10 ,0.71 ,0.25 ,,
386.38 ,0.10 ,0.71 ,0.25 ,,
459.85 ,0.10 ,0.71 ,0.25 ,,
442.10 ,0.13 ,0.66 ,0.25 ,,
468.72 ,0.18 ,0.49 ,0.33 ,,
1494.81 ,0.20 ,0.41 ,0.42 ,,
577.04 ,0.25 ,0.28 ,0.42 ,,
526.87 ,0.28 ,0.24 ,0.33 ,,
532.55 ,0.28 ,0.22 ,0.42 ,,
488.66 ,0.30 ,0.14 ,0.33 ,,
494.52 ,0.30 ,0.16 ,0.42 ,,
503.19 ,0.28 ,0.18 ,0.33 ,,
545.21 ,0.25 ,0.18 ,0.42 ,,
571.00 ,0.20 ,0.23 ,0.17 ,,
576.11 ,0.20 ,0.23 ,0.25 ,,
531.11 ,0.18 ,0.30 ,0.25 ,,
515.74 ,0.18 ,0.33 ,0.17 ,,
491.87 ,0.15 ,0.40 ,0.17 ,,
438.46 ,0.15 ,0.49 ,0.17 ,,
367.98 ,0.15 ,0.54 ,0.08 ,,
806.30 ,0.18 ,0.45 ,0.08 ,,
385.20 ,0.15 ,0.54 ,0.00 ,,
376.52 ,0.13 ,0.66 ,0.08 ,,
396.11 ,0.13 ,0.71 ,0.08 ,,
403.15 ,0.10 ,0.78 ,0.17 ,,
394.81 ,0.08 ,0.77 ,0.08 ,,
408.84 ,0.10 ,0.78 ,0.08 ,,
1656.27 ,0.15 ,0.66 ,0.08 ,,
575.96 ,0.20 ,0.55 ,0.17 ,,
552.07 ,0.28 ,0.38 ,0.17 ,,
607.68 ,0.30 ,0.34 ,0.25 ,,
587.46 ,0.33 ,0.34 ,0.25 ,,
599.73 ,0.35 ,0.29 ,0.25 ,,
560.84 ,0.35 ,0.25 ,0.25 ,,
421.48 ,0.35 ,0.25 ,0.25 ,,
573.21 ,0.35 ,0.29 ,0.25 ,,
583.06 ,0.33 ,0.31 ,0.25 ,,
600.37 ,0.30 ,0.34 ,0.17 ,,
474.02 ,0.28 ,0.38 ,0.17 ,,
569.07 ,0.23 ,0.51 ,0.17 ,,
590.21 ,0.25 ,0.46 ,0.17 ,,
407.73 ,0.23 ,0.51 ,0.00 ,,
497.49 ,0.23 ,0.51 ,0.08 ,,
185.01 ,0.18 ,0.60 ,0.00 ,,
407.32 ,0.18 ,0.66 ,0.08 ,,
416.57 ,0.15 ,0.71 ,0.17 ,,
391.30 ,0.13 ,0.78 ,0.17 ,,
350.23 ,0.13 ,0.78 ,0.08 ,,
426.25 ,0.15 ,0.71 ,0.08 ,,
446.86 ,0.15 ,0.78 ,0.08 ,,
495.59 ,0.15 ,0.78 ,0.08 ,,
419.20 ,0.18 ,0.78 ,0.08 ,,
432.77 ,0.25 ,0.61 ,0.08 ,,
555.46 ,0.30 ,0.52 ,0.25 ,,
555.57 ,0.35 ,0.43 ,0.25 ,,
431.34 ,0.38 ,0.39 ,0.17 ,,
564.83 ,0.43 ,0.29 ,0.25 ,,
569.05 ,0.45 ,0.21 ,0.25 ,,
396.60 ,0.43 ,0.18 ,0.25 ,,
519.96 ,0.43 ,0.21 ,0.25 ,,
466.90 ,0.38 ,0.23 ,0.25 ,,
595.51 ,0.35 ,0.25 ,0.17 ,,
475.77 ,0.30 ,0.34 ,0.17 ,,
539.27 ,0.28 ,0.46 ,0.17 ,,
505.13 ,0.28 ,0.46 ,0.17 ,,
475.58 ,0.20 ,0.60 ,0.08 ,,
373.50 ,0.20 ,0.66 ,0.08 ,,
339.54 ,0.20 ,0.72 ,0.08 ,,
370.02 ,0.15 ,0.78 ,0.08 ,,
343.60 ,0.18 ,0.78 ,0.08 ,,
365.05 ,0.15 ,0.85 ,0.00 ,,
406.12 ,0.13 ,0.92 ,0.08 ,,
408.10 ,0.15 ,0.71 ,0.17 ,,
421.58 ,0.15 ,0.71 ,0.00 ,,
476.42 ,0.13 ,0.78 ,0.08 ,,
566.19 ,0.18 ,0.71 ,0.08 ,,
580.88 ,0.28 ,0.61 ,0.17 ,,
591.18 ,0.35 ,0.43 ,0.08 ,,
459.92 ,0.40 ,0.36 ,0.33 ,,
456.27 ,0.45 ,0.26 ,0.33 ,,
569.15 ,0.45 ,0.24 ,0.33 ,,
214.38 ,0.45 ,0.21 ,0.25 ,,
559.09 ,0.45 ,0.21 ,0.33 ,,
584.52 ,0.43 ,0.29 ,0.33 ,,
587.75 ,0.38 ,0.36 ,0.33 ,,
595.74 ,0.35 ,0.39 ,0.17 ,,
576.60 ,0.33 ,0.47 ,0.42 ,,
583.95 ,0.30 ,0.61 ,0.42 ,,
560.66 ,0.28 ,0.72 ,0.50 ,,
540.42 ,0.25 ,0.78 ,0.42 ,,
464.85 ,0.25 ,0.78 ,0.42 ,,
431.57 ,0.25 ,0.72 ,0.50 ,,
386.38 ,0.23 ,0.72 ,0.50 ,,
360.73 ,0.23 ,0.72 ,0.42 ,,
349.60 ,0.23 ,0.72 ,0.33 ,,
378.48 ,0.20 ,0.72 ,0.42 ,,
414.86 ,0.20 ,0.72 ,0.33 ,,
400.43 ,0.20 ,0.72 ,0.33 ,,
551.12 ,0.20 ,0.72 ,0.17 ,,
445.83 ,0.23 ,0.66 ,0.25 ,,
1179.78 ,0.25 ,0.55 ,0.33 ,,
624.33 ,0.28 ,0.56 ,0.33 ,,
492.17 ,0.30 ,0.47 ,0.33 ,,
1167.82 ,0.30 ,0.47 ,0.33 ,,
604.35 ,0.30 ,0.43 ,0.33 ,,
465.56 ,0.30 ,0.47 ,0.33 ,,
554.97 ,0.28 ,0.51 ,0.42 ,,
601.30 ,0.28 ,0.51 ,0.33 ,,
629.52 ,0.25 ,0.55 ,0.33 ,,
480.99 ,0.25 ,0.55 ,0.42 ,,
657.12 ,0.25 ,0.55 ,0.42 ,,
571.03 ,0.25 ,0.55 ,0.42 ,,
559.64 ,0.23 ,0.61 ,0.25 ,,
550.76 ,0.23 ,0.66 ,0.33 ,,
509.16 ,0.23 ,0.61 ,0.25 ,,
470.42 ,0.23 ,0.66 ,0.33 ,,
421.33 ,0.23 ,0.66 ,0.25 ,,
415.22 ,0.23 ,0.66 ,0.17 ,,
398.79 ,0.23 ,0.66 ,0.25 ,,
406.22 ,0.23 ,0.72 ,0.25 ,,
433.23 ,0.25 ,0.67 ,0.33 ,,
473.94 ,0.25 ,0.67 ,0.42 ,,
624.37 ,0.25 ,0.72 ,0.17 ,,
628.02 ,0.28 ,0.67 ,0.25 ,,
597.92 ,0.28 ,0.67 ,0.33 ,,
622.81 ,0.30 ,0.67 ,0.42 ,,
645.78 ,0.30 ,0.67 ,0.42 ,,
627.91 ,0.33 ,0.61 ,0.42 ,,
664.51 ,0.33 ,0.61 ,0.33 ,,
580.19 ,0.30 ,0.72 ,0.42 ,,
584.52 ,0.30 ,0.72 ,0.33 ,,
607.02 ,0.28 ,0.85 ,0.42 ,,
653.38 ,0.28 ,0.85 ,0.50 ,,
661.79 ,0.28 ,0.85 ,0.42 ,,
673.16 ,0.28 ,0.92 ,0.42 ,,
634.10 ,0.28 ,0.92 ,0.33 ,,
605.75 ,0.28 ,0.92 ,0.42 ,,
553.37 ,0.28 ,0.92 ,0.25 ,,
496.66 ,0.28 ,1.00 ,0.25 ,,
431.41 ,0.30 ,0.92 ,0.33 ,,
392.52 ,0.30 ,0.92 ,0.42 ,,
392.52 ,0.30 ,0.92 ,0.42 ,,
376.66 ,0.30 ,0.92 ,0.42 ,,
383.62 ,0.28 ,0.92 ,0.50 ,,
399.63 ,0.28 ,0.92 ,0.58 ,,
464.32 ,0.25 ,0.92 ,0.75 ,,
561.03 ,0.25 ,1.00 ,0.42 ,,
659.21 ,0.25 ,0.92 ,0.42 ,,
612.89 ,0.28 ,0.92 ,0.42 ,,
647.00 ,0.28 ,0.92 ,0.50 ,,
672.12 ,0.28 ,0.92 ,0.50 ,,
652.71 ,0.28 ,0.92 ,0.42 ,,
663.41 ,0.30 ,0.85 ,0.50 ,,
629.74 ,0.30 ,0.85 ,0.50 ,,
631.32 ,0.30 ,0.92 ,0.50 ,,
633.24 ,0.28 ,0.92 ,0.42 ,,
663.26 ,0.28 ,0.92 ,0.42 ,,
620.71 ,0.28 ,0.92 ,0.42 ,,
616.88 ,0.28 ,0.92 ,0.50 ,,
598.61 ,0.28 ,0.92 ,0.42 ,,
609.99 ,0.28 ,0.92 ,0.42 ,,
550.84 ,0.28 ,0.92 ,0.42 ,,
486.21 ,0.28 ,0.85 ,0.33 ,,
440.35 ,0.28 ,0.85 ,0.33 ,,
408.50 ,0.25 ,0.92 ,0.33 ,,
397.40 ,0.25 ,0.92 ,0.33 ,,
400.18 ,0.25 ,0.92 ,0.33 ,,
399.63 ,0.25 ,0.92 ,0.33 ,,
426.25 ,0.25 ,0.92 ,0.25 ,,
450.53 ,0.25 ,0.92 ,0.33 ,,
536.80 ,0.25 ,0.92 ,0.25 ,,
553.54 ,0.25 ,0.92 ,0.25 ,,
554.93 ,0.25 ,0.92 ,0.33 ,,
568.61 ,0.25 ,0.92 ,0.25 ,,
571.29 ,0.28 ,0.78 ,0.42 ,,
539.95 ,0.28 ,0.78 ,0.33 ,,
539.95 ,0.28 ,0.72 ,0.42 ,,
505.84 ,0.30 ,0.67 ,0.42 ,,
498.35 ,0.28 ,0.67 ,0.42 ,,
511.94 ,0.28 ,0.67 ,0.33 ,,
544.66 ,0.28 ,0.67 ,0.33 ,,
569.55 ,0.28 ,0.67 ,0.33 ,,
527.01 ,0.28 ,0.67 ,0.33 ,,
546.24 ,0.25 ,0.67 ,0.25 ,,
486.21 ,0.25 ,0.72 ,0.25 ,,
459.59 ,0.23 ,0.72 ,0.25 ,,
463.32 ,0.23 ,0.78 ,0.25 ,,
410.33 ,0.20 ,0.78 ,0.25 ,,
392.09 ,0.20 ,0.85 ,0.17 ,,
369.58 ,0.23 ,0.78 ,0.25 ,,
369.53 ,0.23 ,0.78 ,0.17 ,,
376.58 ,0.23 ,0.78 ,0.17 ,,
415.82 ,0.23 ,0.72 ,0.08 ,,
425.60 ,0.23 ,0.78 ,0.08 ,,
492.69 ,0.23 ,0.78 ,0.08 ,,
562.02 ,0.25 ,0.72 ,0.17 ,,
548.32 ,0.25 ,0.67 ,0.25 ,,
582.40 ,0.28 ,0.61 ,0.33 ,,
566.00 ,0.28 ,0.61 ,0.33 ,,
566.58 ,0.28 ,0.61 ,0.42 ,,
546.58 ,0.28 ,0.61 ,0.42 ,,
530.66 ,0.28 ,0.61 ,0.42 ,,
546.58 ,0.28 ,0.61 ,0.50 ,,
535.88 ,0.28 ,0.61 ,0.42 ,,
592.52 ,0.28 ,0.67 ,0.42 ,,
562.41 ,0.28 ,0.67 ,0.33 ,,
538.56 ,0.28 ,0.67 ,0.42 ,,
520.73 ,0.25 ,0.67 ,0.50 ,,
494.11 ,0.25 ,0.61 ,0.58 ,,
470.35 ,0.23 ,0.61 ,0.50 ,,
471.81 ,0.20 ,0.72 ,0.33 ,,
432.97 ,0.20 ,0.66 ,0.33 ,,
419.20 ,0.18 ,0.71 ,0.17 ,,
403.28 ,0.18 ,0.71 ,0.17 ,,
394.41 ,0.18 ,0.78 ,0.17 ,,
405.11 ,0.18 ,0.78 ,0.33 ,,
428.08 ,0.18 ,0.66 ,0.50 ,,
468.72 ,0.15 ,0.60 ,0.50 ,,
520.13 ,0.13 ,0.66 ,0.42 ,,
566.10 ,0.15 ,0.66 ,0.25 ,,
575.96 ,0.18 ,0.60 ,0.42 ,,
622.33 ,0.20 ,0.51 ,0.50 ,,
584.37 ,0.23 ,0.51 ,0.42 ,,
566.19 ,0.25 ,0.41 ,0.42 ,,
535.19 ,0.25 ,0.41 ,0.33 ,,
511.33 ,0.25 ,0.41 ,0.50 ,,
511.33 ,0.23 ,0.46 ,0.33 ,,
563.38 ,0.20 ,0.51 ,0.42 ,,
589.96 ,0.20 ,0.51 ,0.42 ,,
605.41 ,0.18 ,0.55 ,0.33 ,,
599.30 ,0.20 ,0.51 ,0.25 ,,
574.06 ,0.20 ,0.46 ,0.33 ,,
523.59 ,0.18 ,0.55 ,0.25 ,,
493.96 ,0.18 ,0.55 ,0.25 ,,
449.19 ,0.18 ,0.55 ,0.08 ,,
431.52 ,0.15 ,0.60 ,0.08 ,,
394.07 ,0.15 ,0.60 ,0.17 ,,
394.14 ,0.15 ,0.66 ,0.08 ,,
401.57 ,0.10 ,0.78 ,0.17 ,,
420.71 ,0.13 ,0.71 ,0.00 ,,
417.93 ,0.10 ,0.78 ,0.00 ,,
459.53 ,0.10 ,0.78 ,0.00 ,,
536.63 ,0.13 ,0.85 ,0.08 ,,
569.82 ,0.18 ,0.71 ,0.17 ,,
559.02 ,0.20 ,0.66 ,0.25 ,,
544.92 ,0.23 ,0.61 ,0.25 ,,
555.37 ,0.28 ,0.51 ,0.42 ,,
527.27 ,0.28 ,0.51 ,0.50 ,,
502.47 ,0.28 ,0.51 ,0.42 ,,
511.41 ,0.30 ,0.43 ,0.58 ,,
519.82 ,0.33 ,0.39 ,0.50 ,,
533.83 ,0.30 ,0.38 ,0.42 ,,
601.33 ,0.30 ,0.38 ,0.33 ,,
588.97 ,0.30 ,0.38 ,0.42 ,,
596.15 ,0.28 ,0.43 ,0.33 ,,
565.66 ,0.25 ,0.51 ,0.17 ,,
539.54 ,0.25 ,0.55 ,0.25 ,,
471.73 ,0.20 ,0.66 ,0.17 ,,
432.97 ,0.20 ,0.66 ,0.17 ,,
387.36 ,0.18 ,0.71 ,0.25 ,,
371.44 ,0.18 ,0.71 ,0.17 ,,
367.46 ,0.15 ,0.78 ,0.17 ,,
355.46 ,0.15 ,0.78 ,0.08 ,,
392.63 ,0.13 ,0.85 ,0.17 ,,
416.54 ,0.15 ,0.78 ,0.00 ,,
417.93 ,0.15 ,0.78 ,0.08 ,,
499.82 ,0.13 ,0.78 ,0.08 ,,
578.31 ,0.20 ,0.66 ,0.17 ,,
594.59 ,0.25 ,0.51 ,0.33 ,,
615.66 ,0.30 ,0.38 ,0.42 ,,
567.97 ,0.35 ,0.25 ,0.33 ,,
539.86 ,0.35 ,0.15 ,0.33 ,,
541.25 ,0.38 ,0.15 ,0.25 ,,
523.53 ,0.38 ,0.15 ,0.25 ,,
523.61 ,0.38 ,0.13 ,0.25 ,,
537.71 ,0.35 ,0.13 ,0.25 ,,
594.35 ,0.33 ,0.15 ,0.25 ,,
617.32 ,0.30 ,0.16 ,0.17 ,,
657.12 ,0.28 ,0.43 ,0.33 ,,
571.03 ,0.28 ,0.38 ,0.25 ,,
559.64 ,0.25 ,0.41 ,0.17 ,,
550.76 ,0.25 ,0.41 ,0.17 ,,
509.16 ,0.23 ,0.55 ,0.17 ,,
470.42 ,0.23 ,0.55 ,0.33 ,,
421.33 ,0.23 ,0.61 ,0.25 ,,
415.22 ,0.23 ,0.61 ,0.25 ,,
398.79 ,0.23 ,0.61 ,0.08 ,,
406.22 ,0.23 ,0.61 ,0.17 ,,
433.23 ,0.20 ,0.66 ,0.08 ,,
473.94 ,0.23 ,0.66 ,0.33 ,,
624.37 ,0.23 ,0.66 ,0.25 ,,
628.02 ,0.25 ,0.61 ,0.25 ,,
509.52 ,0.28 ,0.61 ,0.42 ,,
559.12 ,0.28 ,0.61 ,0.50 ,,
551.04 ,0.30 ,0.61 ,0.42 ,,
566.58 ,0.33 ,0.56 ,0.50 ,,
557.70 ,0.35 ,0.52 ,0.50 ,,
516.13 ,0.35 ,0.52 ,0.42 ,,
505.92 ,0.35 ,0.52 ,0.50 ,,
520.90 ,0.35 ,0.52 ,0.42 ,,
555.02 ,0.33 ,0.61 ,0.33 ,,
576.10 ,0.33 ,0.61 ,0.42 ,,
553.45 ,0.33 ,0.61 ,0.42 ,,
546.05 ,0.33 ,0.61 ,0.42 ,,
525.18 ,0.33 ,0.67 ,0.42 ,,
491.51 ,0.30 ,0.72 ,0.33 ,,
445.57 ,0.30 ,0.79 ,0.50 ,,
399.63 ,0.30 ,0.79 ,0.42 ,,
401.45 ,0.30 ,0.85 ,0.33 ,,
360.73 ,0.30 ,0.85 ,0.25 ,,
382.26 ,0.28 ,0.85 ,0.25 ,,
373.95 ,0.25 ,0.92 ,0.17 ,,
392.03 ,0.23 ,0.92 ,0.17 ,,
418.33 ,0.23 ,0.92 ,0.17 ,,
472.19 ,0.23 ,0.92 ,0.17 ,,
508.69 ,0.25 ,0.92 ,0.08 ,,
523.59 ,0.30 ,0.85 ,0.33 ,,
604.01 ,0.35 ,0.67 ,0.25 ,,
587.21 ,0.43 ,0.44 ,0.33 ,,
604.95 ,0.43 ,0.40 ,0.42 ,,
572.58 ,0.45 ,0.33 ,0.50 ,,
547.44 ,0.45 ,0.30 ,0.50 ,,
522.29 ,0.45 ,0.30 ,0.50 ,,
556.40 ,0.43 ,0.29 ,0.42 ,,
604.11 ,0.40 ,0.36 ,0.33 ,,
624.33 ,0.38 ,0.44 ,0.42 ,,
616.88 ,0.38 ,0.32 ,0.58 ,,
598.61 ,0.35 ,0.47 ,0.58 ,,
609.99 ,0.33 ,0.52 ,0.58 ,,
550.84 ,0.28 ,0.61 ,0.75 ,,
486.21 ,0.25 ,0.67 ,0.67 ,,
440.35 ,0.25 ,0.72 ,0.33 ,,
408.50 ,0.23 ,0.61 ,0.75 ,,
397.40 ,0.20 ,0.66 ,0.42 ,,
400.18 ,0.20 ,0.66 ,0.50 ,,
399.63 ,0.18 ,0.66 ,0.58 ,,
426.25 ,0.18 ,0.66 ,0.50 ,,
450.53 ,0.18 ,0.71 ,0.33 ,,
536.80 ,0.18 ,0.71 ,0.50 ,,
553.54 ,0.18 ,0.71 ,0.67 ,,
554.93 ,0.20 ,0.66 ,0.50 ,,
598.46 ,0.23 ,0.61 ,0.42 ,,
581.47 ,0.25 ,0.61 ,0.42 ,,
573.06 ,0.25 ,0.61 ,0.33 ,,
559.93 ,0.25 ,0.61 ,0.33 ,,
563.38 ,0.25 ,0.61 ,0.42 ,,
498.84 ,0.25 ,0.61 ,0.42 ,,
561.91 ,0.25 ,0.61 ,0.42 ,,
559.30 ,0.25 ,0.61 ,0.50 ,,
567.73 ,0.23 ,0.61 ,0.42 ,,
553.63 ,0.20 ,0.66 ,0.33 ,,
530.25 ,0.18 ,0.71 ,0.33 ,,
541.99 ,0.15 ,0.71 ,0.25 ,,
477.34 ,0.15 ,0.71 ,0.17 ,,
438.45 ,0.15 ,0.71 ,0.08 ,,
418.62 ,0.15 ,0.71 ,0.08 ,,
393.89 ,0.15 ,0.71 ,0.08 ,,
382.43 ,0.13 ,0.78 ,0.08 ,,
382.43 ,0.10 ,0.85 ,0.08 ,,
400.24 ,0.10 ,0.85 ,0.08 ,,
428.08 ,0.08 ,0.92 ,0.00 ,,
425.48 ,0.10 ,0.92 ,0.08 ,,
496.96 ,0.08 ,0.92 ,0.08 ,,
554.93 ,0.15 ,0.78 ,0.17 ,,
557.61 ,0.20 ,0.66 ,0.25 ,,
559.02 ,0.23 ,0.61 ,0.33 ,,
573.11 ,0.25 ,0.55 ,0.33 ,,
574.94 ,0.30 ,0.47 ,0.25 ,,
546.58 ,0.33 ,0.47 ,0.42 ,,
548.41 ,0.35 ,0.43 ,0.42 ,,
595.74 ,0.33 ,0.47 ,0.25 ,,
597.10 ,0.33 ,0.52 ,0.33 ,,
690.79 ,0.30 ,0.52 ,0.33 ,,
654.65 ,0.28 ,0.56 ,0.33 ,,
663.53 ,0.25 ,0.67 ,0.33 ,,
640.44 ,0.25 ,0.67 ,0.33 ,,
574.94 ,0.25 ,0.72 ,0.33 ,,
515.66 ,0.25 ,0.72 ,0.25 ,,
466.58 ,0.25 ,0.78 ,0.25 ,,
415.15 ,0.25 ,0.78 ,0.25 ,,
401.57 ,0.25 ,0.78 ,0.25 ,,
400.18 ,0.25 ,0.78 ,0.25 ,,
401.57 ,0.23 ,0.85 ,0.17 ,,
411.83 ,0.23 ,0.85 ,0.17 ,,
401.57 ,0.25 ,0.78 ,0.17 ,,
417.99 ,0.23 ,0.85 ,0.17 ,,
461.65 ,0.23 ,0.92 ,0.17 ,,
509.99 ,0.25 ,0.92 ,0.17 ,,
533.76 ,0.33 ,0.67 ,0.25 ,,
535.24 ,0.38 ,0.62 ,0.25 ,,
517.49 ,0.43 ,0.53 ,0.25 ,,
517.49 ,0.45 ,0.48 ,0.17 ,,
508.62 ,0.48 ,0.45 ,0.25 ,,
513.33 ,0.48 ,0.45 ,0.42 ,,
482.07 ,0.48 ,0.45 ,0.42 ,,
500.64 ,0.45 ,0.48 ,0.42 ,,
553.54 ,0.45 ,0.53 ,0.33 ,,
546.49 ,0.43 ,0.57 ,0.33 ,,
535.85 ,0.40 ,0.68 ,0.33 ,,
528.83 ,0.38 ,0.74 ,0.33 ,,
498.82 ,0.38 ,0.74 ,0.42 ,,
483.46 ,0.38 ,0.74 ,0.50 ,,
418.68 ,0.35 ,0.79 ,0.42 ,,
380.65 ,0.35 ,0.79 ,0.42 ,,
363.84 ,0.35 ,0.79 ,0.42 ,,
374.87 ,0.35 ,0.86 ,0.33 ,,
362.48 ,0.38 ,0.79 ,0.42 ,,
366.47 ,0.40 ,0.74 ,0.42 ,,
398.06 ,0.40 ,0.74 ,0.42 ,,
419.20 ,0.40 ,0.74 ,0.42 ,,
442.17 ,0.40 ,0.74 ,0.25 ,,
474.50 ,0.40 ,0.79 ,0.17 ,,
511.41 ,0.43 ,0.74 ,0.25 ,,
505.86 ,0.43 ,0.74 ,0.25 ,,
509.35 ,0.43 ,0.74 ,0.08 ,,
507.14 ,0.43 ,0.68 ,0.33 ,,
514.63 ,0.40 ,0.74 ,0.42 ,,
514.63 ,0.38 ,0.86 ,0.33 ,,
534.42 ,0.38 ,0.93 ,0.25 ,,
520.90 ,0.38 ,0.86 ,0.33 ,,
563.89 ,0.38 ,0.79 ,0.42 ,,
562.41 ,0.35 ,0.86 ,0.33 ,,
529.69 ,0.35 ,0.86 ,0.33 ,,
529.69 ,0.33 ,0.85 ,0.50 ,,
520.81 ,0.33 ,0.85 ,0.42 ,,
477.83 ,0.30 ,0.85 ,0.42 ,,
445.57 ,0.30 ,0.85 ,0.33 ,,
378.42 ,0.30 ,0.85 ,0.33 ,,
365.16 ,0.30 ,0.85 ,0.25 ,,
380.25 ,0.30 ,0.85 ,0.33 ,,
362.56 ,0.28 ,0.92 ,0.33 ,,
380.72 ,0.28 ,0.92 ,0.17 ,,
386.40 ,0.28 ,0.92 ,0.33 ,,
393.45 ,0.28 ,0.85 ,0.33 ,,
462.25 ,0.28 ,0.85 ,0.17 ,,
501.56 ,0.28 ,0.92 ,0.17 ,,
542.24 ,0.28 ,0.85 ,0.17 ,,
532.47 ,0.30 ,0.79 ,0.25 ,,
556.33 ,0.33 ,0.72 ,0.25 ,,
554.97 ,0.33 ,0.72 ,0.25 ,,
533.83 ,0.33 ,0.67 ,0.33 ,,
495.58 ,0.33 ,0.67 ,0.33 ,,
504.45 ,0.33 ,0.67 ,0.33 ,,
520.81 ,0.33 ,0.67 ,0.42 ,,
574.61 ,0.30 ,0.72 ,0.50 ,,
570.40 ,0.30 ,0.72 ,0.33 ,,
568.61 ,0.30 ,0.72 ,0.33 ,,
544.76 ,0.28 ,0.78 ,0.33 ,,
534.42 ,0.28 ,0.78 ,0.42 ,,
491.34 ,0.28 ,0.72 ,0.42 ,,
453.91 ,0.28 ,0.67 ,0.50 ,,
424.03 ,0.28 ,0.61 ,0.33 ,,
381.04 ,0.25 ,0.78 ,0.50 ,,
358.58 ,0.25 ,0.78 ,0.58 ,,
358.58 ,0.25 ,0.85 ,0.42 ,,
383.88 ,0.25 ,0.85 ,0.33 ,,
410.33 ,0.25 ,0.78 ,0.42 ,,
436.93 ,0.25 ,0.78 ,0.33 ,,
508.26 ,0.25 ,0.78 ,0.42 ,,
543.94 ,0.23 ,0.85 ,0.50 ,,
556.74 ,0.23 ,0.85 ,0.50 ,,
542.64 ,0.23 ,0.78 ,0.50 ,,
570.40 ,0.23 ,0.72 ,0.58 ,,
547.53 ,0.23 ,0.72 ,0.67 ,,
