reality,le_predict,mape,accurary
1098.17,878.0764458,0.200418473,0.8
1018.3,722.3037346,0.290676879,0.71
844.59,730.0938014,0.135564237,0.86
840.6,786.1280504,0.064801272,0.94
880.78,784.3025943,0.109536327,0.89
896.51,778.3114499,0.13184298,0.87
894.51,776.5041446,0.131922343,0.87
894.51,746.3218678,0.165664031,0.83
842.6,744.5888449,0.116319909,0.88
822.63,744.5888449,0.094867869,0.91
784.69,715.1745593,0.088589686,0.91
750.75,715.1745593,0.047386534,0.95
730.98,715.1745593,0.021622261,0.98
700.83,697.4299956,0.004851397,1
714.81,697.4299956,0.02431416,0.98
708.82,665.5077578,0.061104712,0.94
738.77,665.5077578,0.099167863,0.9
764.73,683.6296258,0.106050991,0.89
816.64,715.1745593,0.124247454,0.88
806.66,742.111861,0.080019015,0.92
836.76,773.9209897,0.075098009,0.92
904.57,857.3730832,0.05217608,0.95
832.61,876.716607,0.05297391,0.95
1100.17,946.6641084,0.139529247,0.86
1040.51,948.8674594,0.088074637,0.91
930.45,976.0698941,0.049029925,0.95
879.94,919.0056343,0.044395793,0.96
854.66,919.0056343,0.075287991,0.92
896.51,879.8326743,0.018602498,0.98
870.55,843.6704417,0.030876524,0.97
886.52,842.3638861,0.049808367,0.95
896.51,791.2748357,0.117383146,0.88
866.56,744.5888449,0.140753272,0.86
812.65,761.139098,0.063386331,0.94
766.86,715.1745593,0.067398796,0.93
728.79,715.1745593,0.018682255,0.98
716.87,715.1745593,0.00236506,1
692.85,680.3002461,0.018113234,0.98
684.86,715.1745593,0.044263878,0.96
706.82,711.691551,0.006892209,0.99
736.77,680.3002461,0.076645023,0.92
748.75,667.4026301,0.108644234,0.89
804.81,725.9753372,0.097954378,0.9
856.57,752.3523138,0.121668616,0.88
870.55,816.9862241,0.061528661,0.94
964.47,859.3686101,0.108973208,0.89
1124.13,859.3686101,0.235525597,0.76
1136.11,897.5937774,0.209941135,0.79
1078.2,879.8326743,0.183980083,0.82
914.48,897.5937774,0.018465382,0.98
589.02,916.871625,0.556605251,0.44
950.42,919.0056343,0.03305314,0.97
1142.32,878.4701157,0.230977208,0.77
1026.29,818.8877511,0.202089321,0.8
911.99,817.1192739,0.10402606,0.9
918.47,793.1165197,0.136480756,0.86
914.48,762.9106414,0.165743765,0.83
829.75,744.5888449,0.102634715,0.9
802.8,717.5616332,0.106176341,0.89
