year,month,day,hour,power consumption,temperature,humidity,speed(KM/H)
2013,9,1,0,796.67,25,83,10.8
2013,9,1,1,758.81,25,83,10.8
2013,9,1,2,720.8,25,83,10.8
2013,9,1,3,708.82,25,83,7.2
2013,9,1,4,726.79,24,83,7.2
2013,9,1,5,758.74,24,89,7.2
2013,9,1,6,780.7,24,89,7.2
2013,9,1,7,830.77,25,83,7.2
2013,9,1,8,872.55,27,74,10.8
2013,9,1,9,864.56,28,70,14.4
2013,9,1,10,900.58,30,62,10.8
2013,9,1,11,968.39,30,58,10.8
2013,9,1,12,1136.11,31,55,3.6
2013,9,1,13,1100.17,31,58,7.2
2013,9,1,14,1006.32,31,55,14.4
2013,9,1,15,1052.25,31,58,21.6
2013,9,1,16,892.68,30,58,21.6
2013,9,1,17,892.51,30,58,18.0
2013,9,1,18,911.87,29,62,14.4
2013,9,1,19,903.33,28,70,14.4
2013,9,1,20,926.55,27,74,14.4
2013,9,1,21,890.52,27,74,10.8
2013,9,1,22,822.63,26,83,7.2
2013,9,1,23,768.72,26,83,10.8
2013,9,2,0,750.75,26,83,10.8
2013,9,2,1,716.94,26,89,7.2
2013,9,2,2,712.77,26,89,7.2
2013,9,2,3,684.86,26,83,7.2
2013,9,2,4,728.79,26,83,7.2
2013,9,2,5,742.81,25,89,3.6
2013,9,2,6,758.74,26,83,0
2013,9,2,7,816.79,26,89,10.8
2013,9,2,8,884.53,26,89,10.8
2013,9,2,9,954.41,28,79,10.8
2013,9,2,10,962.4,29,74,7.2
2013,9,2,11,1160.14,31,66,10.8
2013,9,2,12,1190.02,31,62,18.0
2013,9,2,13,1198,32,55,21.6
2013,9,2,14,1164.06,32,55,18.0
2013,9,2,15,1100.17,31,55,10.8
2013,9,2,16,946.61,31,52,10.8
2013,9,2,17,958.4,29,66,14.4
2013,9,2,18,972.38,28,70,14.4
2013,9,2,19,920.47,28,70,7.2
2013,9,2,20,898.59,28,70,7.2
2013,9,2,21,854.58,27,79,7.2
2013,9,2,22,796.67,27,79,7.2
2013,9,2,23,750.75,26,83,7.2
2013,9,3,0,764.47,25,61,18.0
2013,9,3,1,724.85,25,61,21.6
2013,9,3,2,724.85,25,61,18.0
2013,9,3,3,732.78,25,61,21.6
2013,9,3,4,724.79,24,61,18.0
2013,9,3,5,750.9,24,65,14.4
2013,9,3,6,784.75,24,65,18.0
2013,9,3,7,864.56,25,65,21.6
2013,9,3,8,887.35,27,54,32.4
2013,9,3,9,937.36,27,54,28.8
2013,9,3,10,954.41,28,48,28.8
2013,9,3,11,886.08,29,40,36.0
2013,9,3,12,886.16,29,40,32.4
2013,9,3,13,882.53,30,37,28.8
2013,9,3,14,848.07,29,40,28.8
2013,9,3,15,830.25,29,40,28.8
2013,9,3,16,866.56,28,42,25.2
2013,9,3,17,872.55,27,39,32.4
2013,9,3,18,896.58,26,42,28.8
2013,9,3,19,752.75,25,50,28.8
2013,9,3,20,577.04,25,54,25.2
2013,9,3,21,577.62,24,57,18.0
2013,9,3,22,555.42,24,53,14.4
2013,9,3,23,531.8,23,53,18.0
2013,9,4,0,833.96,23,57,18.0
2013,9,4,1,498.52,22,60,14.4
2013,9,4,2,428.32,22,64,10.8
2013,9,4,3,444.29,21,68,10.8
2013,9,4,4,604.99,21,68,10.8
2013,9,4,5,842.66,21,68,10.8
2013,9,4,6,830.52,21,68,10.8
2013,9,4,7,831.62,23,61,10.8
2013,9,4,8,882.66,24,57,10.8
2013,9,4,9,919.71,27,39,21.6
2013,9,4,10,910.48,26,42,25.2
2013,9,4,11,916.42,28,39,25.2
2013,9,4,12,900.67,28,35,21.6
2013,9,4,13,927.77,28,32,21.6
2013,9,4,14,924.54,29,33,21.6
2013,9,4,15,881.46,28,35,18.0
2013,9,4,16,849.51,28,35,18.0
2013,9,4,17,862.12,27,34,21.6
2013,9,4,18,836.48,26,32,18.0
2013,9,4,19,606.99,25,39,18.0
2013,9,4,20,590.66,25,39,18.0
2013,9,4,21,764.68,25,44,10.8
2013,9,4,22,971.92,25,47,14.4
2013,9,4,23,805.02,25,47,14.4
2013,9,5,0,640.66,25,50,7.2
2013,9,5,1,435.88,24,57,10.8
2013,9,5,2,437.56,24,57,7.2
2013,9,5,3,427.26,24,57,3.6
2013,9,5,4,443.86,24,57,3.6
2013,9,5,5,615.49,23,65,3.6
2013,9,5,6,864.29,23,65,0
2013,9,5,7,837.15,24,65,10.8
2013,9,5,8,880.64,25,57,10.8
2013,9,5,9,899.06,25,57,7.2
2013,9,5,10,878.67,25,54,3.6
2013,9,5,11,863.98,25,57,10.8
2013,9,5,12,822.39,24,65,10.8
2013,9,5,13,566.19,23,78,14.4
2013,9,5,14,532.56,24,73,14.4
2013,9,5,15,856.9,24,73,14.4
2013,9,5,16,908.49,23,78,18.0
2013,9,5,17,852.58,23,78,21.6
2013,9,5,18,565.14,22,83,18.0
2013,9,5,19,591.01,22,83,14.4
2013,9,5,20,577.54,23,78,18.0
2013,9,5,21,561.06,23,78,14.4
2013,9,5,22,824.63,22,78,21.6
2013,9,5,23,746.76,20,88,18.0
2013,9,6,0,438.05,20,88,21.6
2013,9,6,1,421.35,20,88,10.8
2013,9,6,2,425.38,20,88,10.8
2013,9,6,3,405.32,20,94,7.2
2013,9,6,4,437.34,20,88,10.8
2013,9,6,5,679.27,20,94,10.8
2013,9,6,6,787.72,20,94,10.8
2013,9,6,7,509.4,20,94,14.4
2013,9,6,8,517.09,20,94,14.4
2013,9,6,9,560.38,21,88,14.4
2013,9,6,10,911.8,21,83,14.4
2013,9,6,11,965.95,21,88,14.4
2013,9,6,12,927.69,21,88,14.4
2013,9,6,13,911.9,22,83,10.8
2013,9,6,14,873.47,22,83,14.4
2013,9,6,15,751.56,22,83,7.2
2013,9,6,16,554,22,83,10.8
2013,9,6,17,495.25,22,83,7.2
2013,9,6,18,725.91,21,88,14.4
2013,9,6,19,879.64,21,88,10.8
2013,9,6,20,780.18,21,88,10.8
2013,9,6,21,822.11,21,88,3.6
2013,9,6,22,748.96,21,88,7.2
2013,9,6,23,690.85,21,88,7.2
2013,9,7,0,439.27,21,88,10.8
2013,9,7,1,419.3,21,88,7.2
2013,9,7,2,395.39,21,88,7.2
2013,9,7,3,387.35,21,88,7.2
2013,9,7,4,409.38,21,88,7.2
2013,9,7,5,407.32,21,88,7.2
2013,9,7,6,746.53,21,94,7.2
2013,9,7,7,779.73,21,88,7.2
2013,9,7,8,555.76,21,94,10.8
2013,9,7,9,525.49,22,83,10.8
2013,9,7,10,565.42,23,78,10.8
2013,9,7,11,619.58,23,78,10.8
2013,9,7,12,940.92,25,69,10.8
2013,9,7,13,899.11,24,73,14.4
2013,9,7,14,828.91,25,65,7.2
2013,9,7,15,814.62,25,61,14.4
2013,9,7,16,838.65,25,65,10.8
2013,9,7,17,914.74,24,69,18.0
2013,9,7,18,629.32,24,69,10.8
2013,9,7,19,580.13,23,73,7.2
2013,9,7,20,594.84,23,73,7.2
2013,9,7,21,554.87,23,73,7.2
2013,9,7,22,693.52,23,73,3.6
2013,9,7,23,834.33,22,78,7.2
2013,9,8,0,618.04,23,78,7.2
2013,9,8,1,416.23,23,78,0
2013,9,8,2,410.31,23,78,0
2013,9,8,3,398.33,23,78,7.2
2013,9,8,4,427.13,22,83,3.6
2013,9,8,5,535.11,22,83,7.2
2013,9,8,6,870.55,23,83,7.2
2013,9,8,7,762.14,24,78,0
2013,9,8,8,786.1,25,74,10.8
2013,9,8,9,856.24,26,69,7.2
2013,9,8,10,868.85,27,61,7.2
2013,9,8,11,892.69,29,55,14.4
2013,9,8,12,884.53,28,54,10.8
2013,9,8,13,886.52,27,61,14.4
2013,9,8,14,884.82,27,61,10.8
2013,9,8,15,976.37,26,69,14.4
2013,9,8,16,972.38,26,69,14.4
2013,9,8,17,999.24,26,69,14.4
2013,9,8,18,959.64,26,65,10.8
2013,9,8,19,1012.18,25,69,10.8
2013,9,8,20,980.43,25,69,10.8
2013,9,8,21,903.31,25,69,10.8
2013,9,8,22,612.85,25,69,10.8
2013,9,8,23,525.49,25,69,7.2
2013,9,9,0,682.28,25,69,10.8
2013,9,9,1,824.77,24,73,7.2
2013,9,9,2,452.7,24,78,10.8
2013,9,9,3,435.05,24,78,7.2
2013,9,9,4,443.1,24,78,7.2
2013,9,9,5,523.29,24,78,7.2
2013,9,9,6,883.56,24,78,7.2
2013,9,9,7,870.14,25,78,10.8
2013,9,9,8,895.29,26,69,10.8
2013,9,9,9,950.46,28,66,10.8
2013,9,9,10,967.48,29,58,7.2
2013,9,9,11,1003.53,31,55,7.2
2013,9,9,12,984.36,31,55,7.2
2013,9,9,13,982.36,31,52,7.2
2013,9,9,14,942.43,31,52,10.8
2013,9,9,15,583.03,30,58,10.8
2013,9,9,16,714.03,30,62,14.4
2013,9,9,17,1032.28,29,66,14.4
2013,9,9,18,1070.61,28,66,14.4
2013,9,9,19,993.04,27,70,14.4
2013,9,9,20,970.38,26,74,18.0
2013,9,9,21,976.37,26,74,14.4
2013,9,9,22,948.42,26,74,18.0
2013,9,9,23,878.54,25,83,14.4
2013,9,10,0,712.88,25,83,18.0
2013,9,10,1,469.22,25,83,14.4
2013,9,10,2,415.71,25,78,14.4
2013,9,10,3,398.11,25,78,10.8
2013,9,10,4,655.31,25,83,10.8
2013,9,10,5,907.88,25,83,10.8
2013,9,10,6,855.41,25,83,7.2
2013,9,10,7,901.65,26,83,10.8
2013,9,10,8,962.6,28,74,14.4
2013,9,10,9,1004.55,30,62,10.8
2013,9,10,10,1032.09,32,59,18.0
2013,9,10,11,1051.01,33,55,10.8
2013,9,10,12,1053.11,34,46,14.4
2013,9,10,13,1046.5,36,41,10.8
2013,9,10,14,1009.38,35,44,14.4
2013,9,10,15,1017.71,35,44,10.8
2013,9,10,16,994.91,34,52,14.4
2013,9,10,17,1027.28,30,55,25.2
2013,9,10,18,1013.64,30,62,3.6
2013,9,10,19,976.37,30,62,7.2
2013,9,10,20,940.43,29,70,18.0
2013,9,10,21,1002.6,28,74,14.4
2013,9,10,22,950.05,28,74,14.4
2013,9,10,23,782.74,27,84,10.8
2013,9,11,0,431.68,27,79,7.2
2013,9,11,1,453.24,27,79,7.2
2013,9,11,2,421.3,27,79,7.2
2013,9,11,3,436.59,27,79,7.2
2013,9,11,4,414.56,27,79,3.6
2013,9,11,5,773.49,26,83,7.2
2013,9,11,6,891.61,26,83,7.2
2013,9,11,7,896.24,27,79,7.2
2013,9,11,8,945.42,28,74,7.2
2013,9,11,9,969.31,29,70,7.2
2013,9,11,10,1002.33,30,66,7.2
2013,9,11,11,1032.28,32,55,7.2
2013,9,11,12,1020.51,33,55,7.2
2013,9,11,13,1026.29,32,62,14.4
2013,9,11,14,996.34,32,59,14.4
2013,9,11,15,996.34,30,66,25.2
2013,9,11,16,994.34,29,74,10.8
2013,9,11,17,1028.37,26,89,7.2
2013,9,11,18,1016.31,26,89,14.4
2013,9,11,19,1059.26,25,83,14.4
2013,9,11,20,982.36,25,89,3.6
2013,9,11,21,1030.48,26,83,7.2
2013,9,11,22,992.35,25,89,7.2
2013,9,11,23,716.81,25,94,10.8
2013,9,12,0,745.14,27,79,10.8
2013,9,12,1,473.21,26,89,7.2
2013,9,12,2,483.19,26,89,7.2
2013,9,12,3,441.33,26,89,7.2
2013,9,12,4,471.21,26,89,3.6
2013,9,12,5,676.87,26,89,7.2
2013,9,12,6,926.46,26,89,10.8
2013,9,12,7,972.38,27,84,10.8
2013,9,12,8,962.4,28,79,10.8
2013,9,12,9,1020.38,29,74,10.8
2013,9,12,10,998.34,30,66,14.4
2013,9,12,11,1028.29,32,59,18.0
2013,9,12,12,1028.5,32,55,18.0
2013,9,12,13,1020.3,32,52,18.0
2013,9,12,14,992.35,32,52,18.0
2013,9,12,15,970.38,32,52,14.4
2013,9,12,16,988.35,31,58,14.4
2013,9,12,17,1076.21,31,58,14.4
2013,9,12,18,1080.28,30,62,14.4
2013,9,12,19,1044.26,29,66,18.0
2013,9,12,20,1010.32,29,66,14.4
2013,9,12,21,1054.45,28,70,14.4
2013,9,12,22,998.34,28,74,18.0
2013,9,12,23,770.72,28,74,18.0
2013,9,13,0,569.05,27,79,18.0
2013,9,13,1,868.55,27,79,14.4
2013,9,13,2,805.44,27,79,14.4
2013,9,13,3,782.7,27,79,14.4
2013,9,13,4,784.69,27,79,10.8
2013,9,13,5,806.66,26,83,3.6
2013,9,13,6,840.77,26,83,3.6
2013,9,13,7,900.02,27,84,10.8
2013,9,13,8,954.41,29,74,14.4
2013,9,13,9,992.35,31,66,10.8
2013,9,13,10,1010.39,32,62,10.8
2013,9,13,11,1012.31,32,62,7.2
2013,9,13,12,1016.31,33,63,7.2
2013,9,13,13,1024.51,34,56,10.8
2013,9,13,14,1026.29,34,56,10.8
2013,9,13,15,966.39,31,62,14.4
2013,9,13,16,804.66,30,58,32.4
2013,9,13,17,860.57,23,94,32.4
2013,9,13,18,918.47,24,94,7.2
2013,9,13,19,900.57,24,89,7.2
2013,9,13,20,571.05,24,89,7.2
2013,9,13,21,583.03,24,89,0
2013,9,13,22,916.66,25,89,18.0
2013,9,13,23,888.52,25,89,21.6
2013,9,14,0,726.79,24,89,18.0
2013,9,14,1,465.22,24,89,14.4
2013,9,14,2,417.3,24,89,7.2
2013,9,14,3,369.38,24,89,3.6
2013,9,14,4,411.38,24,89,10.8
2013,9,14,5,539.1,24,89,7.2
2013,9,14,6,878.54,24,89,7.2
2013,9,14,7,966.59,25,83,0
2013,9,14,8,1012.61,27,79,7.2
2013,9,14,9,1052.25,28,74,7.2
2013,9,14,10,1072.28,31,62,3.6
2013,9,14,11,1108.15,31,62,7.2
2013,9,14,12,1082.2,32,59,7.2
2013,9,14,13,749.97,33,52,3.6
2013,9,14,14,760.87,32,52,10.8
2013,9,14,15,746.76,32,59,14.4
2013,9,14,16,1056.24,31,55,14.4
2013,9,14,17,1022.3,30,66,18.0
2013,9,14,18,1006.4,29,66,14.4
2013,9,14,19,1004.33,29,62,14.4
2013,9,14,20,936.44,28,66,18.0
2013,9,14,21,894.51,28,66,10.8
2013,9,14,22,866.56,27,74,7.2
2013,9,14,23,818.8,27,74,3.6
2013,9,15,0,525.12,27,74,3.6
2013,9,15,1,435.27,26,83,10.8
2013,9,15,2,443.32,25,89,14.4
2013,9,15,3,435.27,25,89,10.8
2013,9,15,4,461.23,25,89,10.8
2013,9,15,5,800.67,25,83,10.8
2013,9,15,6,880.53,25,83,10.8
2013,9,15,7,892.7,25,83,14.4
2013,9,15,8,872.55,26,78,18.0
2013,9,15,9,872.55,28,66,21.6
2013,9,15,10,918.54,29,58,21.6
2013,9,15,11,930.45,29,58,18.0
2013,9,15,12,920.47,31,52,18.0
2013,9,15,13,950.42,30,55,18.0
2013,9,15,14,932.45,31,49,14.4
2013,9,15,15,986.96,31,52,18.0
2013,9,15,16,1046.47,30,51,21.6
2013,9,15,17,1034.35,29,55,18.0
2013,9,15,18,1056.24,28,62,21.6
2013,9,15,19,1032.28,27,65,21.6
2013,9,15,20,1059.64,26,69,21.6
2013,9,15,21,1002.33,26,69,18.0
2013,9,15,22,942.43,25,74,14.4
2013,9,15,23,822.79,25,74,14.4
2013,9,16,0,700.83,25,74,18.0
2013,9,16,1,421.35,25,74,14.4
2013,9,16,2,443.26,24,78,10.8
2013,9,16,3,437.27,23,83,10.8
2013,9,16,4,445.26,23,83,7.2
2013,9,16,5,782.7,24,78,10.8
2013,9,16,6,904.49,23,83,10.8
2013,9,16,7,894.51,25,78,10.8
2013,9,16,8,938.63,26,69,7.2
2013,9,16,9,956.41,28,58,10.8
2013,9,16,10,976.45,29,51,10.8
2013,9,16,11,952.41,31,33,14.4
2013,9,16,12,942.43,31,27,18.0
2013,9,16,13,942.43,31,31,14.4
2013,9,16,14,950.42,31,35,18.0
2013,9,16,15,898.5,31,27,18.0
2013,9,16,16,932.45,31,25,18.0
2013,9,16,17,952.41,30,31,21.6
2013,9,16,18,986.55,28,35,18.0
2013,9,16,19,974.46,27,45,18.0
2013,9,16,20,974.38,26,54,14.4
2013,9,16,21,928.45,26,54,10.8
2013,9,16,22,852.87,26,54,10.8
2013,9,16,23,804.66,26,51,3.6
2013,9,17,0,455.24,25,54,7.2
2013,9,17,1,443.32,25,54,7.2
2013,9,17,2,365.39,24,61,7.2
2013,9,17,3,365.85,23,69,7.2
2013,9,17,4,389.35,23,69,7.2
2013,9,17,5,379.37,23,69,7.2
2013,9,17,6,547.09,24,65,10.8
2013,9,17,7,932.45,25,61,14.4
2013,9,17,8,942.43,26,54,18.0
2013,9,17,9,924.46,27,48,18.0
2013,9,17,10,946.69,28,48,10.8
2013,9,17,11,958.4,29,42,18.0
2013,9,17,12,942.43,29,40,18.0
2013,9,17,13,614.98,30,40,21.6
2013,9,17,14,559.07,29,45,21.6
2013,9,17,15,708.82,29,42,21.6
2013,9,17,16,968.39,28,45,21.6
2013,9,17,17,976.37,28,42,25.2
2013,9,17,18,940.43,27,54,21.6
2013,9,17,19,954.67,26,61,21.6
2013,9,17,20,876.54,26,65,21.6
2013,9,17,21,746.76,26,54,25.2
2013,9,17,22,539.1,26,51,21.6
2013,9,17,23,668.89,25,61,21.6
2013,9,18,0,752.75,25,65,14.4
2013,9,18,1,431.28,25,65,10.8
2013,9,18,2,461.23,25,65,14.4
2013,9,18,3,439.34,25,65,18.0
2013,9,18,4,522.96,25,65,14.4
2013,9,18,5,858.57,24,69,14.4
2013,9,18,6,808.65,25,65,18.0
2013,9,18,7,838.6,25,65,18.0
2013,9,18,8,908.49,26,61,18.0
2013,9,18,9,907.27,28,51,21.6
2013,9,18,10,928.64,28,51,18.0
2013,9,18,11,940.51,28,51,18.0
2013,9,18,12,920.47,29,48,18.0
2013,9,18,13,918.47,29,45,18.0
2013,9,18,14,904.49,29,45,21.6
2013,9,18,15,898.5,29,45,14.4
2013,9,18,16,882.53,29,45,14.4
2013,9,18,17,934.44,29,45,14.4
2013,9,18,18,929.05,28,51,18.0
2013,9,18,19,887.62,27,61,18.0
2013,9,18,20,664.96,26,69,18.0
2013,9,18,21,559.07,26,69,21.6
2013,9,18,22,882.53,25,69,18.0
2013,9,18,23,746.76,25,69,18.0
2013,9,19,0,447.25,25,65,18.0
2013,9,19,1,413.31,25,61,14.4
2013,9,19,2,427.29,25,61,7.2
2013,9,19,3,411.31,25,61,7.2
2013,9,19,4,405.44,25,69,10.8
2013,9,19,5,521.13,25,74,7.2
2013,9,19,6,868.55,25,74,7.2
2013,9,19,7,858.57,25,78,14.4
2013,9,19,8,874.54,27,70,18.0
2013,9,19,9,860.57,28,66,18.0
2013,9,19,10,581.03,28,66,18.0
2013,9,19,11,880.26,28,66,14.4
2013,9,19,12,896.51,29,62,18.0
2013,9,19,13,836.78,29,62,14.4
2013,9,19,14,513.14,30,55,14.4
2013,9,19,15,862.56,30,55,18.0
2013,9,19,16,1024.96,30,51,21.6
2013,9,19,17,1064.23,29,58,21.6
2013,9,19,18,1004.4,28,66,18.0
2013,9,19,19,982.56,27,70,18.0
2013,9,19,20,956.41,26,74,14.4
2013,9,19,21,936.44,26,74,18.0
2013,9,19,22,922.46,26,74,14.4
2013,9,19,23,788.69,25,78,14.4
2013,9,20,0,674.88,25,78,10.8
2013,9,20,1,453.24,25,78,10.8
2013,9,20,2,423.29,25,78,10.8
2013,9,20,3,437.33,25,78,7.2
2013,9,20,4,433.35,24,78,7.2
2013,9,20,5,628.95,24,83,10.8
2013,9,20,6,922.46,24,83,10.8
2013,9,20,7,916.47,26,78,14.4
2013,9,20,8,902.5,27,74,14.4
2013,9,20,9,912.48,29,66,14.4
2013,9,20,10,926.46,29,62,18.0
2013,9,20,11,948.42,30,58,18.0
2013,9,20,12,926.52,30,58,18.0
2013,9,20,13,950.61,30,58,18.0
2013,9,20,14,948.42,31,55,21.6
2013,9,20,15,936.44,30,58,25.2
2013,9,20,16,942.43,29,62,21.6
2013,9,20,17,1030.28,29,62,21.6
2013,9,20,18,1017.3,28,66,18.0
2013,9,20,19,1012.31,27,70,14.4
2013,9,20,20,992.35,27,70,21.6
2013,9,20,21,948.42,26,74,18.0
2013,9,20,22,859.43,26,74,14.4
2013,9,20,23,487.19,26,74,18.0
2013,9,21,0,571.05,26,78,18.0
2013,9,21,1,860.57,26,74,14.4
2013,9,21,2,828.67,25,78,10.8
2013,9,21,3,782.7,25,83,14.4
2013,9,21,4,766.88,26,78,10.8
2013,9,21,5,800.67,26,78,10.8
2013,9,21,6,820.63,26,78,14.4
2013,9,21,7,862.56,26,78,14.4
2013,9,21,8,810.65,27,74,18.0
2013,9,21,9,571.05,26,83,14.4
2013,9,21,10,630.95,26,83,14.4
2013,9,21,11,984.43,25,94,18.0
2013,9,21,12,964.39,26,89,21.6
2013,9,21,13,964.39,25,94,18.0
2013,9,21,14,974.58,26,89,18.0
2013,9,21,15,988.35,27,84,18.0
2013,9,21,16,994.34,27,79,14.4
2013,9,21,17,1088.19,27,79,18.0
2013,9,21,18,1076.21,27,79,18.0
2013,9,21,19,804.66,27,79,21.6
2013,9,21,20,732.85,26,78,18.0
2013,9,21,21,686.86,26,78,21.6
2013,9,21,22,838.6,26,78,21.6
2013,9,21,23,882.71,26,78,18.0
2013,9,22,0,471.62,26,78,18.0
2013,9,22,1,451.3,26,78,14.4
2013,9,22,2,381.36,26,78,14.4
2013,9,22,3,407.32,26,83,14.4
2013,9,22,4,373.38,26,83,14.4
2013,9,22,5,376.62,26,83,18.0
2013,9,22,6,792.84,26,83,14.4
2013,9,22,7,892.51,27,79,18.0
2013,9,22,8,960.4,28,74,18.0
2013,9,22,9,1030.28,28,74,21.6
2013,9,22,10,1022.36,29,70,25.2
2013,9,22,11,1048.25,30,66,18.0
2013,9,22,12,1026.29,30,66,25.2
2013,9,22,13,1058.24,30,66,25.2
2013,9,22,14,1038.27,30,66,25.2
2013,9,22,15,1022.51,30,66,21.6
2013,9,22,16,1020.3,28,74,25.2
2013,9,22,17,1042.26,28,74,21.6
2013,9,22,18,1042.26,28,74,21.6
2013,9,22,19,1026.37,28,74,21.6
2013,9,22,20,968.39,28,79,21.6
2013,9,22,21,1022.3,28,79,14.4
2013,9,22,22,952.41,27,84,18.0
2013,9,22,23,894.51,27,84,18.0
2013,9,23,0,505.24,27,84,21.6
2013,9,23,1,481.2,27,84,21.6
2013,9,23,2,453.24,27,84,18.0
2013,9,23,3,461.29,27,84,18.0
2013,9,23,4,461.23,27,84,18.0
2013,9,23,5,742.76,27,84,18.0
2013,9,23,6,972.38,27,84,18.0
2013,9,23,7,1031.52,27,79,18.0
2013,9,23,8,996.34,28,79,21.6
2013,9,23,9,964.66,29,70,25.2
2013,9,23,10,1010.32,29,70,21.6
2013,9,23,11,1032.28,30,62,21.6
2013,9,23,12,1014.14,31,58,25.2
2013,9,23,13,1010.32,31,55,25.2
2013,9,23,14,1012.31,31,52,25.2
2013,9,23,15,956.6,31,49,25.2
2013,9,23,16,914.48,31,52,21.6
2013,9,23,17,966.39,29,62,25.2
2013,9,23,18,1006.4,28,70,18.0
2013,9,23,19,986.36,28,70,25.2
2013,9,23,20,970.38,27,74,21.6
2013,9,23,21,988.35,27,74,21.6
2013,9,23,22,930.45,27,74,18.0
2013,9,23,23,846.59,27,79,14.4
2013,9,24,0,782.85,26,83,14.4
2013,9,24,1,772.71,26,83,14.4
2013,9,24,2,748.75,26,83,14.4
2013,9,24,3,778.76,26,83,14.4
2013,9,24,4,776.71,26,83,10.8
2013,9,24,5,824.63,26,83,18.0
2013,9,24,6,898.5,26,83,14.4
2013,9,24,7,930.45,26,83,14.4
2013,9,24,8,970.38,27,79,18.0
2013,9,24,9,1010.53,29,66,18.0
2013,9,24,10,1038.27,30,58,18.0
2013,9,24,11,1090.26,30,58,18.0
2013,9,24,12,1084.19,32,55,14.4
2013,9,24,13,1069.77,31,52,10.8
2013,9,24,14,1046.26,33,46,10.8
2013,9,24,15,1014.31,32,52,14.4
2013,9,24,16,1026.29,31,55,18.0
2013,9,24,17,1098.26,30,58,14.4
2013,9,24,18,1069.42,29,62,14.4
2013,9,24,19,1058.24,28,70,10.8
2013,9,24,20,1036.27,25,89,18.0
2013,9,24,21,1008.32,25,89,21.6
2013,9,24,22,1024.29,25,89,18.0
2013,9,24,23,954.41,24,94,21.6
2013,9,25,0,866.72,24,89,21.6
2013,9,25,1,860.64,23,94,21.6
2013,9,25,2,804.66,23,88,21.6
2013,9,25,3,820.63,23,88,25.2
2013,9,25,4,806.66,22,94,25.2
2013,9,25,5,840.6,21,88,28.8
2013,9,25,6,842.6,20,88,25.2
2013,9,25,7,898.5,20,88,32.4
2013,9,25,8,886.52,21,78,25.2
2013,9,25,9,716.94,22,73,32.4
2013,9,25,10,604.99,22,69,28.8
2013,9,25,11,581.11,23,69,32.4
2013,9,25,12,844.59,24,50,32.4
2013,9,25,13,942.43,25,50,36.0
2013,9,25,14,585.02,25,54,32.4
2013,9,25,15,559.07,24,53,32.4
2013,9,25,16,872.55,23,53,32.4
2013,9,25,17,852.58,22,53,32.4
2013,9,25,18,650.92,21,53,28.8
2013,9,25,19,697.03,21,53,21.6
2013,9,25,20,759.13,21,53,21.6
2013,9,25,21,1024.29,21,53,21.6
2013,9,25,22,884.53,20,60,21.6
2013,9,25,23,792.68,20,56,21.6
2013,9,26,0,509.15,20,56,18.0
2013,9,26,1,513.48,20,60,18.0
2013,9,26,2,393.34,19,60,18.0
2013,9,26,3,373.38,19,64,18.0
2013,9,26,4,403.33,19,64,14.4
2013,9,26,5,505.16,18,64,14.4
2013,9,26,6,876.54,18,64,14.4
2013,9,26,7,874.54,19,64,10.8
2013,9,26,8,896.51,21,53,18.0
2013,9,26,9,856.74,22,50,18.0
2013,9,26,10,878.54,23,53,18.0
2013,9,26,11,866.63,24,47,18.0
2013,9,26,12,862.56,25,50,14.4
2013,9,26,13,710.82,24,47,21.6
2013,9,26,14,573.04,25,41,21.6
2013,9,26,15,780.7,24,44,21.6
2013,9,26,16,940.43,23,47,18.0
2013,9,26,17,980.37,23,44,18.0
2013,9,26,18,988.55,23,41,14.4
2013,9,26,19,994.34,22,50,18.0
2013,9,26,20,988.44,22,50,14.4
2013,9,26,21,970.38,20,56,10.8
2013,9,26,22,862.56,20,56,7.2
2013,9,26,23,529.12,20,60,7.2
2013,9,27,0,525.12,19,64,7.2
2013,9,27,1,469.22,19,68,7.2
2013,9,27,2,441.26,18,73,7.2
2013,9,27,3,459.97,18,73,7.2
2013,9,27,4,449.25,18,73,3.6
2013,9,27,5,495.17,19,68,3.6
2013,9,27,6,868.55,18,73,3.6
2013,9,27,7,812.39,20,73,7.2
2013,9,27,8,830.62,22,57,3.6
2013,9,27,9,854.73,24,47,14.4
2013,9,27,10,878.54,25,39,18.0
2013,9,27,11,890.59,26,36,14.4
2013,9,27,12,696.84,25,39,14.4
2013,9,27,13,884.53,25,39,14.4
2013,9,27,14,577.04,25,44,14.4
2013,9,27,15,794.68,25,44,21.6
2013,9,27,16,916.47,25,44,14.4
2013,9,27,17,866.56,24,44,21.6
2013,9,27,18,840.76,23,47,18.0
2013,9,27,19,575.04,23,50,18.0
2013,9,27,20,565.13,23,47,18.0
2013,9,27,21,577.04,23,50,10.8
2013,9,27,22,561.06,23,53,14.4
2013,9,27,23,776.71,22,60,10.8
2013,9,28,0,620.97,22,64,10.8
2013,9,28,1,431.28,22,69,10.8
2013,9,28,2,425.29,22,69,10.8
2013,9,28,3,425.35,22,73,7.2
2013,9,28,4,441.32,22,73,7.2
2013,9,28,5,555.07,23,65,10.8
2013,9,28,6,874.54,23,69,7.2
2013,9,28,7,838.6,23,69,7.2
2013,9,28,8,567.05,24,69,7.2
2013,9,28,9,554,25,69,10.8
2013,9,28,10,545.16,24,69,14.4
2013,9,28,11,944.62,25,61,10.8
2013,9,28,12,902.5,25,61,10.8
